s_129	G_20	s_163	s_133	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_217	s_251	s_130	s_175	s_255	s_141	G_6	G_30	G_29	s_173	s_235	G_3	s_206	s_210	s_232	s_157	s_190	s_186	G_24	s_161	s_238	G_13
G_18 0.10000000 0.00107600 0.10000000 0.10000000 0.10000000 0.00008297 0.10000000 0.00008106 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006726 0.00008191 0.00009524 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006578 0.00008923 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008226 0.00008617 0.00008347 0.00099252 0.00008321 0.00006614 0.10000000 0.10000000 0.00010374 0.10000000 0.10000000 0.10000000 0.10000000 0.00006617 0.10000000 0.00010084 0.10000000 0.10000000 0.10000000 0.10000000 0.00008290 0.10000000 0.00006305 0.10000000 0.10000000 0.00010619 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007298 0.00008312 0.10000000 0.00008299 0.10000000 0.00007096 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007853 0.00006604 0.10000000 0.00007540 0.00008398 0.10000000 0.00008522 0.00008041 0.10000000 0.10000000 0.00008239 0.00008499 0.00008243 0.10000000 0.10000000 0.10000000 0.10000000 0.00008511 0.10000000 0.10000000 0.00009786 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014601 0.00008119 0.10000000 0.10000000 0.10000000 0.00006360 0.00008228 0.10000000 0.00008242 0.10000000 0.10000000 0.10000000 0.00006449 0.10000000 0.00013809 0.10000000 0.10000000 0.00007504 0.10000000 0.00009013 0.00008327 0.10000000 0.00008416 0.00105320 0.10000000 0.00006885 0.00100677 0.10000000 0.10000000 0.00008417 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008052 0.00006476 0.00008307 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008119 0.10000000 0.00008189 0.00008408 0.00006916 0.10000000 0.00008635 0.00006156
s_205 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000383 0.10000000 0.10000000 0.10000000 0.00000383 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000438 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000438 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_172 0.00000961 0.10000000 0.00007109 0.10000000 0.10000000 0.10000000 0.00000797 0.10000000 0.00000743 0.00000711 0.10000000 0.10000000 0 0.00001033 0.00000826 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006567 0.10000000 0.10000000 0.10000000 0.00000956 0.10000000 0.00000920 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000690 0.10000000 0.10000000 0.10000000 0.10000000 0.00000737 0.10000000 0.00001117 0.10000000 0.10000000 0.10000000 0.00000936 0.10000000 0.10000000 0.10000000 0.10000000 0.00000683 0.00000736 0.10000000 0.00001200 0.00001036 0.00000678 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000858 0.10000000 0.00000784 0.10000000 0.10000000 0.00000426 0.00007255 0.00000789 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000719 0.10000000 0.10000000 0.10000000 0.10000000 0.00000875 0.10000000 0.10000000 0.10000000 0.00006892 0.00001026 0.10000000 0.00000917 0.10000000 0.00000956 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000504 0.10000000 0.10000000 0.10000000 0.10000000 0.00000611 0.10000000 0.00000922 0.00000902 0.00001174 0.10000000 0.00000586 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000823 0.10000000 0.10000000 0.00000667 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000869 0.10000000 0.10000000 0.00001173 0.00000315 0.10000000 0.00000770 0.10000000 0.10000000 0.10000000 0.00000236 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000424 0.10000000 0.10000000 0.10000000 0.00006563 0.10000000 0.10000000
s_222 0.00000693 0.10000000 0.00005839 0.10000000 0.10000000 0.10000000 0.00000717 0.10000000 0.00000690 0.00000662 0.10000000 0.10000000 0.00001033 0 0.00001279 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005593 0.10000000 0.10000000 0.10000000 0.00001062 0.10000000 0.00000581 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000929 0.10000000 0.10000000 0.10000000 0.10000000 0.00000291 0.10000000 0.00001115 0.10000000 0.10000000 0.10000000 0.00001284 0.10000000 0.10000000 0.10000000 0.10000000 0.00000926 0.00000978 0.10000000 0.00000613 0.00001195 0.00000466 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001393 0.10000000 0.00001171 0.10000000 0.10000000 0.00000452 0.00005652 0.00001033 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000985 0.10000000 0.10000000 0.10000000 0.10000000 0.00000796 0.10000000 0.10000000 0.10000000 0.00005919 0.00000529 0.10000000 0.00000560 0.10000000 0.00000796 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000690 0.10000000 0.10000000 0.10000000 0.10000000 0.00001196 0.10000000 0.00001059 0.00001247 0.00001174 0.10000000 0.00001438 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000822 0.10000000 0.10000000 0.00001360 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001006 0.10000000 0.10000000 0.00000773 0.00000767 0.10000000 0.00001275 0.10000000 0.10000000 0.10000000 0.00000900 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001067 0.10000000 0.10000000 0.10000000 0.00005456 0.10000000 0.10000000
s_145 0.00001084 0.10000000 0.00005270 0.10000000 0.10000000 0.10000000 0.00000608 0.10000000 0.00000925 0.00001225 0.10000000 0.10000000 0.00000826 0.00001279 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005301 0.10000000 0.10000000 0.10000000 0.00000846 0.10000000 0.00000718 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000714 0.10000000 0.10000000 0.10000000 0.10000000 0.00001145 0.10000000 0.00000555 0.10000000 0.10000000 0.10000000 0.00000424 0.10000000 0.10000000 0.10000000 0.10000000 0.00000693 0.00000825 0.10000000 0.00000925 0.00000502 0.00000689 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000532 0.10000000 0.00000819 0.10000000 0.10000000 0.00000185 0.00005413 0.00000613 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000687 0.10000000 0.10000000 0.10000000 0.10000000 0.00001004 0.10000000 0.10000000 0.10000000 0.00005081 0.00001040 0.10000000 0.00001320 0.10000000 0.00001217 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000933 0.10000000 0.10000000 0.10000000 0.10000000 0.00000820 0.10000000 0.00000773 0.00000475 0.00000291 0.10000000 0.00000343 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000687 0.10000000 0.10000000 0.00000397 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000799 0.10000000 0.10000000 0.00000581 0.00000719 0.10000000 0.00000634 0.10000000 0.10000000 0.10000000 0.00000878 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000695 0.10000000 0.10000000 0.10000000 0.00005136 0.10000000 0.10000000
s_248 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000294 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000160 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_226 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000155 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000247 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000124 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_231 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.00138257 0.00138073 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00149382 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00138207 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00137191 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00139408 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
G_31 0.10000000 0.00105387 0.10000000 0.10000000 0.10000000 0.00007559 0.10000000 0.00007472 0.10000000 0.10000000 0.00006726 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.00007451 0.00008246 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005349 0.00008078 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007328 0.00007534 0.00007369 0.00097644 0.00007421 0.00005228 0.10000000 0.10000000 0.00009248 0.10000000 0.10000000 0.10000000 0.10000000 0.00005459 0.10000000 0.00009056 0.10000000 0.10000000 0.10000000 0.10000000 0.00007522 0.10000000 0.00006942 0.10000000 0.10000000 0.00009704 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005192 0.00007466 0.10000000 0.00007291 0.10000000 0.00005713 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006687 0.00005686 0.10000000 0.00006025 0.00007552 0.10000000 0.00007596 0.00007378 0.10000000 0.10000000 0.00007445 0.00007756 0.00007446 0.10000000 0.10000000 0.10000000 0.10000000 0.00007585 0.10000000 0.10000000 0.00008916 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00012124 0.00005961 0.10000000 0.10000000 0.10000000 0.00004915 0.00007459 0.10000000 0.00007473 0.10000000 0.10000000 0.10000000 0.00005079 0.10000000 0.00011477 0.10000000 0.10000000 0.00005607 0.10000000 0.00009481 0.00007427 0.10000000 0.00007673 0.00103974 0.10000000 0.00005684 0.00098902 0.10000000 0.10000000 0.00007119 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005494 0.00005080 0.00007246 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007322 0.10000000 0.00007342 0.00007479 0.00005980 0.10000000 0.00007475 0.00004398
s_168 0.10000000 0.00108422 0.10000000 0.10000000 0.10000000 0.00000470 0.10000000 0.00000208 0.10000000 0.10000000 0.00008191 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007451 0 0.00009649 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007272 0.00000917 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000287 0.00000939 0.00000547 0.00096180 0.00000600 0.00007300 0.10000000 0.10000000 0.00010971 0.10000000 0.10000000 0.10000000 0.10000000 0.00007372 0.10000000 0.00010863 0.10000000 0.10000000 0.10000000 0.10000000 0.00000653 0.10000000 0.00008243 0.10000000 0.10000000 0.00011592 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006980 0.00000653 0.10000000 0.00009202 0.10000000 0.00008065 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008397 0.00007531 0.10000000 0.00008378 0.00000573 0.10000000 0.00000836 0.00000261 0.10000000 0.10000000 0.00000495 0.00000836 0.00000469 0.10000000 0.10000000 0.10000000 0.10000000 0.00000678 0.10000000 0.10000000 0.00010455 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014345 0.00007938 0.10000000 0.10000000 0.10000000 0.00006845 0.00000261 0.10000000 0.00000521 0.10000000 0.10000000 0.10000000 0.00007320 0.10000000 0.00004675 0.10000000 0.10000000 0.00006875 0.10000000 0.00011033 0.00000444 0.10000000 0.00000940 0.00102195 0.10000000 0.00007748 0.00097615 0.10000000 0.10000000 0.00009184 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007508 0.00007275 0.00009324 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000470 0.10000000 0.00000521 0.00000731 0.00007878 0.10000000 0.00000478 0.00006972
G_22 0.10000000 0.00107697 0.10000000 0.10000000 0.10000000 0.00009611 0.10000000 0.00009721 0.10000000 0.10000000 0.00009524 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008246 0.00009649 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008013 0.00009988 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009598 0.00009812 0.00009644 0.00100068 0.00009537 0.00007899 0.10000000 0.10000000 0.00012074 0.10000000 0.10000000 0.10000000 0.10000000 0.00007984 0.10000000 0.00011783 0.10000000 0.10000000 0.10000000 0.10000000 0.00009763 0.10000000 0.00009573 0.10000000 0.10000000 0.00012125 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006766 0.00009682 0.10000000 0.00010024 0.10000000 0.00009033 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009265 0.00007934 0.10000000 0.00008922 0.00009905 0.10000000 0.00009786 0.00009518 0.10000000 0.10000000 0.00009774 0.00009812 0.00009645 0.10000000 0.10000000 0.10000000 0.10000000 0.00009668 0.10000000 0.10000000 0.00011332 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014221 0.00007967 0.10000000 0.10000000 0.10000000 0.00007776 0.00009833 0.10000000 0.00009695 0.10000000 0.10000000 0.10000000 0.00007658 0.10000000 0.00015160 0.10000000 0.10000000 0.00007829 0.10000000 0.00012574 0.00009801 0.10000000 0.00009995 0.00106684 0.10000000 0.00008483 0.00101380 0.10000000 0.10000000 0.00009664 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007322 0.00008078 0.00010338 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009593 0.10000000 0.00009567 0.00009539 0.00008352 0.10000000 0.00009715 0.00007288
s_215 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000949 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000633 0.10000000 0.10000000 0.00000817 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000527 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_138 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00138257 0.10000000 0.10000000 0.10000000 0.10000000 0 0.00064064 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00071027 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000078 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00064194 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000339 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_199 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00138073 0.10000000 0.10000000 0.10000000 0.10000000 0.00064064 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000180 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00063857 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00064383 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
