s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
s_2373 0.01329448 0.01579409 0.01285262 0.01578978 0.01328933 0.01331575 0.01477752 0.01562132 0.01476218 0.01274628 0 0.01439868 0.01335212 0.01494221 0.01470111 0.01341336 0.01336878 0.01341307 0.00000153 0.01581651 0.01342057 0.01327045 0.01580499 0.01341607 0.07592137 0.01593634 0.01581824 0.00027942 0.15221405 0.01475968 0.01330913 0.01285964 0.01505031 0.01341370 0.01457890 0.01361913 0.01331611 0.01275633 0.01355267 0.01340296 0.01449777 0.01582256 0.01481679 0.01331517 0.01334378 0.01340268 0.01580051 0.01332486 0.01332967 0.01582037 0.01368049 0.01593806 0.01332392 0.01465276 0.00344861 0.00055169 0.00021586 0.01465582 0.00028636 0.01331731 0.07981487 0.00339786 0.01597289 0.01581672 0.00000100 0.01441790 0.01583201 0.01363075 0.01330230 0.01383827 0.01454406 0.00061340 0.01388198 0.00339985 0.01338981 1.00000000 0.01582111 0.07453217 0.01286543 0.01502671 0.01579941 0.01578980 0.01477080 0.01470371 0.01596235 0.01285382 0.07593667 0.00029412 0.01460940 0.00383379 0.01582175 0.01379008 0.01580495 0.01578641 0.00145896 0.01330039 0.01333484 0.01579116 0.01389393 0.01284731 0.01516205 0.01446340 0.01334793 0.01611307 0.07662469 0.01296426 0.01580596 0.01583265 0.01449533 0.01291527 0.01644231 0.01307043 0.01504851 0.00001361 0.01332994 0.01276141 0.01581079 0.01284176 0.00350986 0.00000991 0.01442304 0.01580761 0.01272616 0.01435297 0.01459504 0.01332449 0.01332281 0.00002263 0.01341113 0.01580121 0.00322260 0.05453701 0.01579825 0.01475644 0.14801148 0.01335769 0.01325988 0.01341478 0.00057152 0.01478268
F_51 0.00038118 0.01363252 0.00149643 0.01331649 0.00030324 0.00030433 0.01384404 0.01335392 0.01386257 0.00148200 0.01439868 0 0.00039396 0.01508856 0.01400170 0.00038343 0.01413084 0.00037883 0.01444740 0.01362374 0.00038203 0.00030596 0.01362949 0.00039674 0.07538897 0.01378707 0.01362206 0.01401383 0.15228637 0.01425816 0.00039826 0.00148336 0.01422012 0.00037827 0.01445368 0.00064116 0.00039374 0.00144339 0.00038410 0.00037850 0.00003284 0.01354649 0.01384515 0.00039400 0.00044382 0.00038379 0.01487713 0.00039399 0.00044975 0.01388984 0.00067550 0.01406609 0.00022400 0.01407364 0.01457909 0.01334015 0.01441469 0.01421570 0.01377033 0.00039378 0.08353127 0.01457682 0.01405095 0.01391064 0.01439302 0.00002888 0.01376762 0.00071210 0.00033778 0.01445462 0.01379506 0.01510521 0.00070830 0.01456864 0.00024100 0.16114790 0.01369204 0.07949542 0.00136394 0.01439964 0.01376122 0.01363000 0.01370332 0.01391629 0.01379142 0.00142800 0.07535473 0.01376544 0.01421660 0.01397016 0.01375922 0.00068479 0.01361485 0.01389670 0.01427577 0.00039483 0.00039921 0.01362078 0.00064029 0.00148152 0.01445443 0.00001972 0.00039439 0.01388179 0.07869480 0.00124968 0.01376563 0.01364607 0.00002148 0.00149465 0.01528333 0.00048206 0.01421873 0.01432046 0.00039355 0.00146788 0.01377065 0.00149506 0.01486337 0.01435260 0.00001664 0.01376631 0.00140648 0.00002472 0.01385161 0.00039365 0.00039903 0.01445665 0.00036661 0.01380328 0.01442215 0.05609481 0.01354651 0.01384565 0.15138306 0.00039409 0.00040073 0.00037831 0.01425903 0.01301408
s_2382 0.00002066 0.01478762 0.00019787 0.01475793 0.00002778 0.00002827 0.01387647 0.01459260 0.01389160 0.00061602 0.01335212 0.00039396 0 0.01464606 0.01398435 0.00001907 0.01427954 0.00001979 0.01332591 0.01478736 0.00002050 0.00018056 0.01463648 0.00000869 0.07539967 0.01497855 0.01478709 0.01321164 0.15276869 0.01413080 0.00002277 0.00019743 0.01454548 0.00001979 0.01457228 0.00021215 0.00001960 0.00052660 0.00001907 0.00002005 0.00036364 0.01478708 0.01378764 0.00002008 0.00002044 0.00002002 0.01463932 0.00001789 0.00001806 0.01489200 0.00005561 0.01507942 0.00017819 0.01414734 0.01501052 0.01274670 0.01341206 0.01411144 0.01325098 0.00001959 0.08330288 0.01501500 0.01508335 0.01488764 0.01336780 0.00032573 0.01476160 0.00021467 0.00006553 0.01449035 0.01379485 0.01379160 0.00021526 0.01490805 0.00002555 1.00000000 0.01477760 0.07958644 0.00036360 0.01418199 0.01474718 0.01477706 0.01376865 0.01392500 0.01495512 0.00020135 0.07537689 0.01323643 0.01412719 0.01437176 0.01474593 0.00021397 0.01488298 0.01488570 0.01399585 0.00002010 0.00000794 0.01478709 0.00017403 0.00019849 0.01438156 0.00031577 0.00000363 0.01489251 0.07851690 0.00052135 0.01488143 0.01479263 0.00031857 0.00019739 0.01578218 0.00007011 0.01454407 0.01335764 0.00000072 0.00037046 0.01490258 0.00019813 0.01519655 0.01336724 0.00032145 0.01475104 0.00034928 0.00032380 0.01394179 0.00001960 0.00001862 0.01342442 0.00002028 0.01489848 0.01472823 0.05619372 0.01478736 0.01389181 0.15235540 0.00000144 0.00003180 0.00002028 0.01340635 0.01400209
F_58 0.01462623 0.01349039 0.01504283 0.01302196 0.01458859 0.01460561 0.01232494 0.01348155 0.01230012 0.01523131 0.01494221 0.01508856 0.01464606 0 0.01236073 0.01460129 0.01282234 0.01463952 0.01469779 0.01347879 0.01462711 0.01461883 0.01349199 0.01465567 0.07612139 0.01359982 0.01347959 0.01439188 0.15197929 0.01450272 0.01457353 0.01510673 0.01234756 0.01463946 0.01175786 0.01504462 0.01460249 0.01532657 0.01461013 0.01460956 0.01505320 0.01347735 0.01229428 0.01462147 0.01448237 0.01461481 0.01286980 0.01458210 0.01456812 0.01349380 0.01503711 0.01361409 0.01455912 0.01457378 0.01632748 0.01438509 0.01462202 0.01453124 0.01470828 0.01463057 0.08480175 0.01632029 0.01361533 0.01349696 0.01471288 0.01508431 0.01349083 0.01504737 0.01456556 0.01449737 0.01239996 0.01585456 0.01508755 0.01632397 0.01457414 0.16114790 0.01349795 0.08259613 0.01524536 0.01470795 0.01349377 0.01349541 0.01231531 0.01258334 0.01360646 0.01501044 0.07589979 0.01471311 0.01462762 0.01613958 0.01349420 0.01507604 0.01346589 0.01350235 0.01530829 0.01455445 0.01462015 0.01347637 0.01504046 0.01509374 0.01252119 0.01497027 0.01459208 0.01366516 0.08037535 0.01532993 0.01349618 0.01349198 0.01508760 0.01502258 0.01317421 0.01460923 0.01234700 0.01470536 0.01460682 0.01532548 0.01349553 0.01502330 0.01629632 0.01468980 0.01509828 0.01349314 0.01540999 0.01505969 0.01467511 0.01463005 0.01461518 0.01463947 0.01462432 0.01349263 0.01621624 0.05775225 0.01347874 0.01232075 0.15161337 0.01465792 0.01456639 0.01464130 0.01572502 0.01264250
F_13 0.01395251 0.01352588 0.01400187 0.01301661 0.01396676 0.01396760 0.01309640 0.01348250 0.01309715 0.01394165 0.01470111 0.01400170 0.01398435 0.01236073 0 0.01397799 0.01290794 0.01399042 0.01478495 0.01352165 0.01398689 0.01397404 0.01354805 0.01398475 0.07581506 0.01359905 0.01352770 0.01456327 0.15047622 0.01383906 0.01401225 0.01398921 0.01303501 0.01398060 0.00220879 0.01396473 0.01400820 0.01398674 0.01402555 0.01399365 0.01402018 0.01345884 0.01298413 0.01404324 0.01414792 0.01397269 0.01292833 0.01403409 0.01397571 0.01367743 0.01396994 0.01384127 0.01395358 0.01390890 0.01513754 0.01453485 0.01471891 0.01383470 0.01469829 0.01404901 0.08386479 0.01518359 0.01385496 0.01369697 0.01472734 0.01402544 0.01347564 0.01398629 0.01403241 0.01449920 0.00981055 0.01506400 0.01397948 0.01518146 0.01396677 0.16114790 0.01341952 0.08212528 0.01403552 0.01410581 0.01347384 0.01354434 0.01305918 0.00997556 0.01368249 0.01400172 0.07586927 0.01476448 0.01408149 0.01510113 0.01354501 0.01397438 0.01366891 0.01361758 0.01540355 0.01401950 0.01398538 0.01352600 0.01397060 0.01400221 0.01127266 0.01391927 0.01398653 0.01371707 0.07972841 0.01401816 0.01360958 0.01355255 0.01403774 0.01400520 0.00394658 0.01410610 0.01303388 0.01470525 0.01397050 0.01398094 0.01368134 0.01399569 0.01510990 0.01472202 0.01401312 0.01355000 0.01399219 0.01403014 0.01414542 0.01403918 0.01404691 0.01485649 0.01398668 0.01354849 0.01508441 0.05600820 0.01347797 0.01309114 0.15150020 0.01398714 0.01397200 0.01399119 0.01492844 0.01284422
s_2370 0.00000146 0.01451748 0.00018168 0.01448987 0.00004616 0.00004640 0.01385411 0.01432323 0.01386932 0.00062005 0.01341336 0.00038343 0.00001907 0.01460129 0.01397799 0 0.01421510 0.00000024 0.01331489 0.01451749 0.00000362 0.00016765 0.01457692 0.00002246 0.07537116 0.01478147 0.01451722 0.01319225 0.15272045 0.01407225 0.00000606 0.00018509 0.01449155 0.00000000 0.01455392 0.00019645 0.00000557 0.00053288 0.00000579 0.00000121 0.00035411 0.01451721 0.01376172 0.00000605 0.00000602 0.00000555 0.01464044 0.00000411 0.00000627 0.01462435 0.00004518 0.01479321 0.00016694 0.01408432 0.01499629 0.01272968 0.01339151 0.01406994 0.01323192 0.00000532 0.08326713 0.01501074 0.01502150 0.01461801 0.01334677 0.00031425 0.01449355 0.00020429 0.00005807 0.01446143 0.01378665 0.01370179 0.00020440 0.01489365 0.00001439 1.00000000 0.01450988 0.07965915 0.00037024 0.01412367 0.01468522 0.01450743 0.01383483 0.01393604 0.01467820 0.00018953 0.07537112 0.01329276 0.01406404 0.01431896 0.01448715 0.00020288 0.01461494 0.01482444 0.01441169 0.00000605 0.00002415 0.01451776 0.00016278 0.00018666 0.01432113 0.00030499 0.00001864 0.01498075 0.08206534 0.00052546 0.01461368 0.01452277 0.00030830 0.00018486 0.01577126 0.00004724 0.01448986 0.01333753 0.00001956 0.00037833 0.01463483 0.00018584 0.01518288 0.01334748 0.00031087 0.01448296 0.00034008 0.00031423 0.01390499 0.00000605 0.00003656 0.01348934 0.00000411 0.01462884 0.01460555 0.05610932 0.01451722 0.01386936 0.15242722 0.00001908 0.00002173 0.00000121 0.01331486 0.01394230
F_37 0.01419257 0.01353778 0.01413888 0.01304170 0.01418376 0.01418382 0.01268929 0.01353765 0.01270016 0.01415262 0.01336878 0.01413084 0.01427954 0.01282234 0.01290794 0.01421510 0 0.01423036 0.01323767 0.01351409 0.01420010 0.01413629 0.01350237 0.01424003 0.07603885 0.01358293 0.01353179 0.01295231 0.15111645 0.01443033 0.01415551 0.01414485 0.01275270 0.01420654 0.01270110 0.01418586 0.01417646 0.01419342 0.01419151 0.01420711 0.01416804 0.01352749 0.01264568 0.01419465 0.01411395 0.01418804 0.01308469 0.01420258 0.01420195 0.01349131 0.01420008 0.01358254 0.01416318 0.01443299 0.01530777 0.01264101 0.01329152 0.01449943 0.01300620 0.01420089 0.08469447 0.01537831 0.01362045 0.01344699 0.01327724 0.01414606 0.01353090 0.01420097 0.01423466 0.01467427 0.01282859 0.01291271 0.01419876 0.01532926 0.01418310 0.16114790 0.01354361 0.08177730 0.01421218 0.01462725 0.01363323 0.01354193 0.01270603 0.01283525 0.01358934 0.01415441 0.07623983 0.01303386 0.01455416 0.01521579 0.01364436 0.01420702 0.01353859 0.01355418 0.01354771 0.01417566 0.01424088 0.01353571 0.01416321 0.01412414 0.01291012 0.01404483 0.01419177 0.01353975 0.07989666 0.01416982 0.01352923 0.01342482 0.01415223 0.01415146 0.01423958 0.01400174 0.01275125 0.01331009 0.01416993 0.01417614 0.01351012 0.01412450 0.01524237 0.01333442 0.01416509 0.01351866 0.01422448 0.01417296 0.01467989 0.01420143 0.01419465 0.01316699 0.01419745 0.01350952 0.01520368 0.05694964 0.01361096 0.01262123 0.15079947 0.01425874 0.01414891 0.01423098 0.01292402 0.01273939
s_2366 0.00000170 0.01473226 0.00018241 0.01470492 0.00004712 0.00004737 0.01385406 0.01453830 0.01386913 0.00062070 0.01341307 0.00037883 0.00001979 0.01463952 0.01399042 0.00000024 0.01423036 0 0.01339398 0.01473253 0.00000435 0.00016858 0.01457511 0.00002269 0.07533017 0.01492241 0.01473199 0.01319296 0.15280400 0.01407930 0.00000630 0.00018582 0.01455536 0.00000024 0.01454834 0.00019689 0.00000581 0.00053496 0.00000603 0.00000121 0.00035072 0.01473198 0.01376590 0.00000629 0.00000674 0.00000579 0.01464213 0.00000484 0.00000748 0.01483910 0.00004590 0.01501366 0.00016717 0.01409383 0.01492800 0.01272995 0.01339151 0.01406211 0.01323192 0.00000557 0.08326503 0.01500762 0.01501952 0.01483281 0.01334676 0.00031400 0.01470833 0.00020450 0.00006132 0.01446071 0.01378998 0.01369211 0.00020533 0.01493901 0.00001512 1.00000000 0.01472438 0.07967429 0.00037090 0.01413059 0.01468384 0.01472166 0.01383490 0.01392980 0.01489891 0.00019026 0.07532736 0.01329276 0.01407319 0.01435963 0.01470170 0.00020525 0.01483004 0.01482259 0.01440320 0.00000630 0.00002511 0.01473172 0.00016349 0.00018739 0.01430132 0.00030160 0.00001888 0.01497871 0.08207817 0.00052924 0.01482849 0.01473754 0.00030393 0.00018559 0.01570120 0.00005061 0.01455395 0.01333753 0.00002028 0.00038071 0.01485049 0.00018681 0.01530418 0.01334748 0.00030675 0.01469774 0.00034050 0.00031012 0.01391191 0.00000629 0.00003728 0.01342016 0.00000435 0.01484447 0.01472009 0.05610954 0.01473226 0.01386941 0.15243776 0.00001932 0.00002341 0.00000145 0.01331599 0.01389084
s_2414 0.01327152 0.01577472 0.01300424 0.01546348 0.01335346 0.01337948 0.01481641 0.01555603 0.01481606 0.01280559 0.00000153 0.01444740 0.01332591 0.01469779 0.01478495 0.01331489 0.01323767 0.01339398 0 0.01577245 0.01332715 0.01333791 0.01578628 0.01339665 0.07623464 0.01589734 0.01577262 0.00001043 0.15232022 0.01478985 0.01337159 0.01300512 0.01475077 0.01339433 0.01461289 0.01349647 0.01337636 0.01281658 0.01346448 0.01338378 0.01448129 0.01576209 0.01487456 0.01337864 0.01324488 0.01330410 0.01563190 0.01338497 0.01339217 0.01578558 0.01356444 0.01589731 0.01338453 0.01467225 0.00355822 0.00029131 0.00000230 0.01468397 0.00001519 0.01338257 0.08014198 0.00350700 0.01595357 0.01577857 0.00000335 0.01446997 0.01579297 0.01351069 0.01337222 0.01385632 0.01454154 0.00059320 0.01370020 0.00350576 0.01337678 1.00000000 0.01578144 0.07581150 0.01300491 0.01505904 0.01577959 0.01576558 0.01481666 0.01471217 0.01591970 0.01299866 0.07625033 0.00001520 0.01462342 0.00384791 0.01578611 0.01369073 0.01579909 0.01577749 0.00072048 0.01336291 0.01339514 0.01575217 0.01371139 0.01299279 0.01518354 0.01443437 0.01340496 0.01611485 0.07706040 0.01303205 0.01578111 0.01579236 0.01447731 0.01299076 0.01635266 0.01309558 0.01474858 0.00000562 0.01338405 0.01282023 0.01578092 0.01299340 0.00362591 0.00000307 0.01447355 0.01576853 0.01286129 0.01432211 0.01470335 0.01338922 0.01330661 0.00001170 0.01339645 0.01575452 0.00333170 0.05641344 0.01575699 0.01481119 0.14885885 0.01341408 0.01332016 0.01339605 0.00038458 0.01498754
s_2399 0.01454179 0.00003119 0.01452676 0.00001867 0.01460129 0.01456902 0.01264106 0.00006842 0.01263975 0.01373505 0.01581651 0.01362374 0.01478736 0.01347879 0.01352165 0.01451749 0.01351409 0.01473253 0.01577245 0 0.01471831 0.01452262 0.00001882 0.01474121 0.07612589 0.00002489 0.00001046 0.01548536 0.15212204 0.01592603 0.01470958 0.01454405 0.01316865 0.01473258 0.01395832 0.01457150 0.01481509 0.01461651 0.01451218 0.01471621 0.01360535 0.00001593 0.01264360 0.01477676 0.01468550 0.01450876 0.01235960 0.01468705 0.01453381 0.00002001 0.01471799 0.00001590 0.01456679 0.01604716 0.01500886 0.01534235 0.01583077 0.01608563 0.01568258 0.01494793 0.08232902 0.01509851 0.00005585 0.00001717 0.01581633 0.01359329 0.00001596 0.01457580 0.01469691 0.01551313 0.01327553 0.01563692 0.01464113 0.01508344 0.01450014 1.00000000 0.00003021 0.07916424 0.01364967 0.01605332 0.00008431 0.00007790 0.01265335 0.01330903 0.00007206 0.01457141 0.07613403 0.01558398 0.01632056 0.01515862 0.00001905 0.01463147 0.00003855 0.00001740 0.01456329 0.01480003 0.01478663 0.00001974 0.01464041 0.01457217 0.01349155 0.01361986 0.01459304 0.00020550 0.07753157 0.01363305 0.00002026 0.00001405 0.01358537 0.01453554 0.01522649 0.01458550 0.01283294 0.01577009 0.01457968 0.01465678 0.00001217 0.01453035 0.01531805 0.01575819 0.01362051 0.00005405 0.01468344 0.01363609 0.01567587 0.01489962 0.01469180 0.01558387 0.01459292 0.00001657 0.01499616 0.04823825 0.00001308 0.01262434 0.15160150 0.01465987 0.01448081 0.01469400 0.01557502 0.00008799
s_2368 0.00000510 0.01471803 0.00018065 0.01469072 0.00001196 0.00001196 0.01386399 0.01453681 0.01387909 0.00059208 0.01342057 0.00038203 0.00002050 0.01462711 0.01398689 0.00000362 0.01420010 0.00000435 0.01332715 0.01471831 0 0.00016919 0.01456867 0.00002100 0.07536534 0.01490762 0.01471777 0.01320438 0.15279658 0.01409617 0.00000509 0.00018430 0.01448663 0.00000676 0.01457173 0.00019764 0.00000677 0.00051461 0.00000314 0.00000459 0.00035413 0.01471775 0.01377528 0.00000726 0.00000673 0.00000676 0.01459968 0.00000580 0.00000506 0.01482479 0.00004664 0.01499907 0.00016537 0.01411654 0.01491740 0.01274854 0.01340018 0.01408391 0.01323940 0.00000677 0.08329626 0.01499591 0.01501262 0.01481851 0.01335995 0.00031302 0.01469412 0.00020574 0.00005497 0.01445625 0.01379256 0.01371090 0.00020512 0.01492853 0.00001316 1.00000000 0.01471043 0.07966591 0.00035034 0.01415416 0.01467735 0.01470744 0.01375617 0.01391837 0.01488413 0.00018874 0.07534759 0.01322506 0.01408561 0.01434603 0.01468749 0.00020480 0.01481576 0.01481604 0.01439970 0.00000702 0.00002344 0.01471776 0.00016217 0.00018075 0.01434724 0.00030473 0.00001742 0.01488046 0.08206818 0.00050793 0.01481418 0.01472331 0.00030707 0.00018479 0.01569988 0.00005932 0.01448494 0.01334546 0.00002127 0.00036040 0.01483617 0.00018528 0.01521973 0.01335866 0.00030964 0.01468354 0.00033908 0.00031326 0.01391888 0.00000677 0.00000532 0.01350166 0.00000531 0.01483042 0.01470757 0.05618195 0.01471803 0.01387934 0.15237192 0.00001762 0.00001929 0.00000483 0.01333510 0.01393530
F_39 0.00017026 0.01453214 0.00002996 0.01415629 0.00005369 0.00005473 0.01383705 0.01432008 0.01386680 0.00042521 0.01327045 0.00030596 0.00018056 0.01461883 0.01397404 0.00016765 0.01413629 0.00016858 0.01333791 0.01452262 0.00016919 0 0.01453236 0.00018227 0.07531614 0.01471560 0.01452022 0.01318106 0.15235822 0.01409707 0.00016917 0.00002886 0.01399252 0.00016851 0.01452008 0.00004574 0.00016835 0.00035479 0.00016676 0.00016895 0.00027026 0.01452124 0.01371575 0.00016865 0.00017099 0.00016826 0.01454297 0.00016915 0.00016804 0.01479169 0.00004476 0.01497714 0.00001824 0.01412910 0.01486572 0.01282017 0.01333424 0.01411029 0.01317117 0.00016914 0.08348445 0.01500514 0.01497164 0.01479120 0.01328513 0.00023924 0.01464609 0.00005141 0.00021662 0.01451791 0.01378237 0.01365737 0.00009055 0.01492145 0.00001772 0.16114790 0.01466868 0.07938835 0.00035378 0.01414466 0.01463877 0.01452974 0.01374484 0.01397484 0.01469477 0.00003094 0.07528734 0.01315503 0.01409096 0.01438779 0.01463753 0.00008348 0.01474620 0.01477760 0.01391773 0.00016948 0.00017822 0.01451860 0.00001557 0.00002813 0.01431746 0.00014391 0.00017936 0.01500075 0.07874538 0.00035057 0.01464504 0.01454493 0.00023315 0.00002811 0.01576908 0.00012650 0.01399114 0.01327550 0.00017851 0.00036129 0.01467413 0.00002874 0.01526558 0.01328552 0.00022932 0.01464325 0.00034354 0.00023111 0.01379718 0.00016934 0.00016925 0.01327658 0.00016719 0.01478263 0.01485016 0.05622155 0.01452174 0.01385534 0.15196393 0.00018024 0.00017476 0.00016885 0.01322551 0.01385063
s_2344 0.01460081 0.00002574 0.01453510 0.00001621 0.01461117 0.01457562 0.01262860 0.00001644 0.01262332 0.01376903 0.01580499 0.01362949 0.01463648 0.01349199 0.01354805 0.01457692 0.01350237 0.01457511 0.01578628 0.00001882 0.01456867 0.01453236 0 0.01458451 0.07623491 0.00002077 0.00001668 0.01548658 0.15212103 0.01596757 0.01471551 0.01455113 0.01344746 0.01457452 0.01397248 0.01458310 0.01468229 0.01462454 0.01458545 0.01455788 0.01361392 0.00001596 0.01266402 0.01464330 0.01464562 0.01458230 0.01237490 0.01467664 0.01454032 0.00001787 0.01462555 0.00001124 0.01459376 0.01618826 0.01500951 0.01544685 0.01582210 0.01613578 0.01567050 0.01473734 0.08224988 0.01510416 0.00002730 0.00001501 0.01580678 0.01359996 0.00000953 0.01458398 0.01456801 0.01552280 0.01328097 0.01594343 0.01465945 0.01508537 0.01450524 1.00000000 0.00002716 0.07904989 0.01365314 0.01597234 0.00002097 0.00002097 0.01264541 0.01354770 0.00001588 0.01459838 0.07624093 0.01555584 0.01605230 0.01516263 0.00001596 0.01465399 0.00004528 0.00001049 0.01505150 0.01466554 0.01463230 0.00009794 0.01466497 0.01459892 0.01349098 0.01357726 0.01457553 0.00019339 0.08081300 0.01364773 0.00002050 0.00000953 0.01359837 0.01454360 0.01525658 0.01472993 0.01312408 0.01576602 0.01456219 0.01466681 0.00001025 0.01454511 0.01533611 0.01574880 0.01363491 0.00001811 0.01469138 0.01364270 0.01568244 0.01468452 0.01468335 0.01568211 0.01457430 0.00001295 0.01500855 0.05273929 0.00010056 0.01261013 0.15166168 0.01464036 0.01449465 0.01453669 0.01573536 0.00002645
s_2371 0.00002115 0.01474012 0.00019642 0.01471254 0.00009175 0.00009053 0.01386840 0.01455017 0.01388511 0.00062624 0.01341607 0.00039674 0.00000869 0.01465567 0.01398475 0.00002246 0.01424003 0.00002269 0.01339665 0.01474121 0.00002100 0.00018227 0.01458451 0 0.07535894 0.01493051 0.01474067 0.01319538 0.15276815 0.01407815 0.00002010 0.00020079 0.01452735 0.00002243 0.01454286 0.00021156 0.00002057 0.00054353 0.00002101 0.00002247 0.00036787 0.01474202 0.01377981 0.00002010 0.00002334 0.00002269 0.01462157 0.00002155 0.00002171 0.01484698 0.00008760 0.01502203 0.00018131 0.01410066 0.01492007 0.01273700 0.01339566 0.01405887 0.01323352 0.00001986 0.08331070 0.01499852 0.01502959 0.01484151 0.01334756 0.00032951 0.01471622 0.00021907 0.00006974 0.01445833 0.01384328 0.01370631 0.00021874 0.01493136 0.00005848 1.00000000 0.01473227 0.07972054 0.00038199 0.01412984 0.01469350 0.01472955 0.01376061 0.01398872 0.01490701 0.00020456 0.07533884 0.01329437 0.01407470 0.01435009 0.01470959 0.00021766 0.01483758 0.01483226 0.01441152 0.00002060 0.00001377 0.01473822 0.00017737 0.00019585 0.01436055 0.00031954 0.00000774 0.01489859 0.08213375 0.00053878 0.01483637 0.01474543 0.00032189 0.00020055 0.01571052 0.00006482 0.01453974 0.01333958 0.00000821 0.00038951 0.01485838 0.00020178 0.01530842 0.01335084 0.00032527 0.01470860 0.00035230 0.00032760 0.01392477 0.00002010 0.00005401 0.01342068 0.00001835 0.01484895 0.01469798 0.05616959 0.01474148 0.01388374 0.15235662 0.00000821 0.00003377 0.00002125 0.01332118 0.01395000
F_44 0.07508685 0.07623148 0.07521733 0.07318193 0.07615390 0.07612782 0.07564202 0.07620966 0.07588155 0.07487489 0.07592137 0.07538897 0.07539967 0.07612139 0.07581506 0.07537116 0.07603885 0.07533017 0.07623464 0.07612589 0.07536534 0.07531614 0.07623491 0.07535894 0 0.07601436 0.07574407 0.07580718 0.15106385 0.07420742 0.07501673 0.07522552 0.07531879 0.07519469 0.07548178 0.07534940 0.07517254 0.07516593 0.07536546 0.07532912 0.07536474 0.07576666 0.07564337 0.07516159 0.07509748 0.07535313 0.07603379 0.07533125 0.07509568 0.07585575 0.07615409 0.07619896 0.07542051 0.07464744 0.07537177 0.07424503 0.07602077 0.07444275 0.07531421 0.07516109 0.07734561 0.07557372 0.07598810 0.07603752 0.07599990 0.07533203 0.07603369 0.07542143 0.07502624 0.07621235 0.07566422 0.07611079 0.07528634 0.07554793 0.07610941 0.16629956 0.07585521 0.07487806 0.07564136 0.07444666 0.07603356 0.07622450 0.07540617 0.07445955 0.07582019 0.07541488 0.00000311 0.07573406 0.07455754 0.07495221 0.07602966 0.07538523 0.07571860 0.07604342 0.07328535 0.07517149 0.07541801 0.07574558 0.07534586 0.07524046 0.07577437 0.07449238 0.07522932 0.07553725 0.07139644 0.07532623 0.07603751 0.07585871 0.07539698 0.07523463 0.07607013 0.07501884 0.07527933 0.07566422 0.07525094 0.07598517 0.07624880 0.07514975 0.07522020 0.07569082 0.07541727 0.07602309 0.07629205 0.07535626 0.07645888 0.07517463 0.07532600 0.07575259 0.07541058 0.07608431 0.07406870 0.06219241 0.07610927 0.07556141 0.15122324 0.07542338 0.07515765 0.07516967 0.07535914 0.07095951
