#species	lib	length	genomeID	n50	genome_quality
Pantoea_rwandensis	N156_BC03	4056828	s_3892	4016533	HIGH_QUAL
Plautia_stali	N105_BC01	4277971	s_3905	1048057	MEDIUM_QUAL
Pseudomonas_aeruginosa	N119_BC11	6157140	s_3924	60543	HIGH_QUAL
Pseudomonas_aeruginosa	N136_BC02	6863185	s_3930	359672	HIGH_QUAL
Pseudomonas_aeruginosa	N136_BC04	6627830	s_3931	6562082	HIGH_QUAL
Pseudomonas_aeruginosa	N136_BC12	6611257	s_3932	993024	HIGH_QUAL
Pseudomonas_aeruginosa	N137_BC01	6620590	s_3933	851604	HIGH_QUAL
Pseudomonas_aeruginosa	N137_BC02	6586422	s_3934	1348951	HIGH_QUAL
Pseudomonas_aeruginosa	N137_BC04	6804621	s_3935	780064	HIGH_QUAL
Pseudomonas_aeruginosa	N137_BC05	3875962	s_3936	26162	MEDIUM_QUAL
Pseudomonas_aeruginosa	N150_BC04	7213464	s_3940	1941236	MEDIUM_QUAL
Pseudomonas_aeruginosa	N150_BC05	6590092	s_3941	6524716	HIGH_QUAL
Pseudomonas_aeruginosa	N150_BC06	6560980	s_3942	6495893	HIGH_QUAL
Pseudomonas_aeruginosa	N150_BC07	6252074	s_3943	166690	HIGH_QUAL
Pseudomonas_aeruginosa	N157_BC08	5907411	s_3948	144948	HIGH_QUAL
Pseudomonas_aeruginosa	N162_BC01	6037877	s_3951	4114812	HIGH_QUAL
Pseudomonas_aeruginosa	N165_BC01	4770408	s_3953	951494	MEDIUM_QUAL
Pseudomonas_aeruginosa	N170_BC09	6630717	s_3959	6061392	HIGH_QUAL
Pseudomonas_aeruginosa	N199_BC12	6575854	s_3976	6510619	HIGH_QUAL
Pseudomonas_aeruginosa	N204_BC03	5260594	s_3978	63822	MEDIUM_QUAL
Pseudomonas_aeruginosa	N211_BC01	5811594	s_3982	111612	HIGH_QUAL
Pseudomonas_aeruginosa	N211_BC09	7011088	s_3984	217865	HIGH_QUAL
Pseudomonas_aeruginosa	N218_BC06	6667189	s_3989	6601051	HIGH_QUAL
Pseudomonas_aeruginosa	N220_BC03	6593684	s_3991	916698	HIGH_QUAL
Pseudomonas_aeruginosa	N229_BC09	6616489	s_3999	6550853	HIGH_QUAL
Pseudomonas_aeruginosa	N231_BC07	6674094	s_4002	6560745	HIGH_QUAL
Pseudomonas_oryzihabitans	N112_BC11	5089016	s_4057	5038502	HIGH_QUAL
Pseudomonas_putida	N157_BC08	5907432	s_4077	5848814	HIGH_QUAL
Pseudomonas_putida	N188_BC01	5467223	s_4080	5392762	HIGH_QUAL
Pseudomonas_putida	N192_BC11	6123066	s_4082	3261272	HIGH_QUAL
Pseudomonas_putida	N198_BC03	5420923	s_4085	1116610	HIGH_QUAL
Pseudomonas_putida	N227_BC03	5295066	s_4088	357697	HIGH_QUAL
Pseudomonas_resinovorans	N133_BC12	6863031	s_4092	3838971	MEDIUM_QUAL
Pseudomonas_sp.	N104_BC04	2228010	s_4108	571047	MEDIUM_QUAL
Pseudomonas_sp.	N165_BC01	2332911	s_4124	1845119	MEDIUM_QUAL
Pseudomonas_sp.	N197_BC07	4214028	s_4139	51009	HIGH_QUAL
Pseudomonas_stutzeri	N108_BC01	4893056	s_4162	4844484	HIGH_QUAL
Pseudomonas_stutzeri	N108_BC02	4846027	s_4163	4797919	HIGH_QUAL
Pseudomonas_stutzeri	N108_BC05	4701337	s_4164	4654663	HIGH_QUAL
Pseudomonas_stutzeri	N131_BC06	4108963	s_4166	155328	HIGH_QUAL
Pseudomonas_stutzeri	N138_BC08	4428957	s_4168	1062381	HIGH_QUAL
Pseudomonas_stutzeri	N138_BC09	4488538	s_4169	4443971	HIGH_QUAL
Pseudomonas_stutzeri	N142_BC03	3756889	s_4170	70358	HIGH_QUAL
Pseudomonas_stutzeri	N144_BC11	4674051	s_4173	2408155	HIGH_QUAL
Pseudomonas_stutzeri	N144_BC12	4474895	s_4174	2519784	HIGH_QUAL
Pseudomonas_stutzeri	N145_BC11	4609643	s_4175	4563875	HIGH_QUAL
Pseudomonas_stutzeri	N145_BC12	4623034	s_4176	4577133	HIGH_QUAL
Pseudomonas_stutzeri	N146_BC02	4628011	s_4177	4582062	HIGH_QUAL
Pseudomonas_stutzeri	N173_BC11	2172924	s_4178	39589	MEDIUM_QUAL
Pseudomonas_stutzeri	N179_BC06	4535221	s_4180	4490191	HIGH_QUAL
Pseudomonas_stutzeri	N179_BC12	2980930	s_4181	60642	MEDIUM_QUAL
Pseudomonas_stutzeri	N187_BC03	4566748	s_4183	2155031	HIGH_QUAL
Pseudomonas_stutzeri	N187_BC04	4009035	s_4184	135514	HIGH_QUAL
Pseudomonas_stutzeri	N191_BC04	2520078	s_4185	53094	MEDIUM_QUAL
Pseudomonas_stutzeri	N192_BC09	4661021	s_4186	569738	HIGH_QUAL
Pseudomonas_stutzeri	N195_BC01	4437005	s_4187	1041574	HIGH_QUAL
Pseudomonas_stutzeri	N195_BC05	5176012	s_4188	4554077	MEDIUM_QUAL
Pseudomonas_stutzeri	N200_BC06	4777700	s_4190	600696	HIGH_QUAL
Pseudomonas_stutzeri	N203_BC11	3754016	s_4193	55642	MEDIUM_QUAL
Pseudomonas_stutzeri	N206_BC04	4790185	s_4196	3979758	HIGH_QUAL
Pseudomonas_stutzeri	N208_BC03	4820339	s_4197	1347162	HIGH_QUAL
Pseudomonas_stutzeri	N209_BC09	4493372	s_4198	2920239	HIGH_QUAL
Pseudomonas_stutzeri	N210_BC01	4859056	s_4199	1785649	HIGH_QUAL
Pseudomonas_stutzeri	N212_BC05	4519309	s_4200	4474437	HIGH_QUAL
Pseudomonas_stutzeri	N212_BC06	4550792	s_4201	4505607	HIGH_QUAL
Pseudomonas_stutzeri	N213_BC04	4642884	s_4202	4581647	HIGH_QUAL
Pseudomonas_stutzeri	N218_BC07	4615644	s_4203	4569819	HIGH_QUAL
Pseudomonas_stutzeri	N222_BC01	4522539	s_4204	4477636	HIGH_QUAL
Pseudomonas_stutzeri	N222_BC04	2148567	s_4205	60717	MEDIUM_QUAL
Pseudomonas_stutzeri	N224_BC02	4184279	s_4206	151932	HIGH_QUAL
Pseudomonas_stutzeri	N224_BC06	4870380	s_4207	4620245	HIGH_QUAL
Pseudomonas_stutzeri	N232_BC12	4966500	s_4213	4568418	MEDIUM_QUAL
Pseudomonas_stutzeri	N234_BC02	4437809	s_4214	4393743	HIGH_QUAL
Serratia_marcescens	N100_BC04	5571684	s_4289	5516393	MEDIUM_QUAL
Serratia_marcescens	N100_BC05	5559980	s_4290	5504804	MEDIUM_QUAL
Serratia_marcescens	N106_BC05	5578022	s_4291	5522668	MEDIUM_QUAL
Serratia_marcescens	N114_BC08	5630849	s_4293	5574972	MEDIUM_QUAL
Serratia_marcescens	N114_BC10	5648426	s_4294	5592374	MEDIUM_QUAL
Serratia_marcescens	N114_BC11	5632625	s_4295	5576730	MEDIUM_QUAL
Serratia_marcescens	N114_BC12	5645897	s_4296	5589870	MEDIUM_QUAL
Serratia_marcescens	N123_BC06	5589929	s_4298	5534456	MEDIUM_QUAL
Serratia_marcescens	N123_BC08	5341934	s_4299	5288916	HIGH_QUAL
Serratia_marcescens	N123_BC11	5302961	s_4300	5250330	HIGH_QUAL
Serratia_marcescens	N131_BC05	5326816	s_4301	5273949	HIGH_QUAL
Serratia_marcescens	N139_BC06	5083297	s_4302	5032841	HIGH_QUAL
Serratia_marcescens	N142_BC07	3784855	s_4303	3713427	MEDIUM_QUAL
Serratia_marcescens	N142_BC08	5465698	s_4304	5383406	HIGH_QUAL
Serratia_marcescens	N142_BC09	5432655	s_4305	5378739	HIGH_QUAL
Serratia_marcescens	N146_BC05	5619090	s_4306	5563329	MEDIUM_QUAL
Serratia_marcescens	N146_BC06	5645344	s_4307	5589322	MEDIUM_QUAL
Serratia_marcescens	N146_BC10	5045978	s_4308	4995892	HIGH_QUAL
Serratia_marcescens	N149_BC04	5317127	s_4309	5264355	HIGH_QUAL
Serratia_marcescens	N149_BC05	5332814	s_4310	5224528	HIGH_QUAL
Serratia_marcescens	N152_BC05	5333590	s_4311	5197348	HIGH_QUAL
Serratia_marcescens	N155_BC03	5600970	s_4312	5545388	MEDIUM_QUAL
Serratia_marcescens	N157_BC12	5672427	s_4313	5616137	MEDIUM_QUAL
Serratia_marcescens	N158_BC01	5672398	s_4314	2954473	MEDIUM_QUAL
Serratia_marcescens	N160_BC07	5641147	s_4315	5585167	MEDIUM_QUAL
Serratia_marcescens	N163_BC08	5403539	s_4317	5349911	HIGH_QUAL
Serratia_marcescens	N163_BC09	5443220	s_4318	5349013	HIGH_QUAL
Serratia_marcescens	N163_BC10	5398716	s_4319	5345135	HIGH_QUAL
Serratia_marcescens	N164_BC05	2945175	s_4320	340360	MEDIUM_QUAL
Serratia_marcescens	N164_BC07	5316407	s_4321	5241182	HIGH_QUAL
Serratia_marcescens	N164_BC08	5549424	s_4322	5494351	MEDIUM_QUAL
Serratia_marcescens	N164_BC09	3342011	s_4323	498779	MEDIUM_QUAL
Serratia_marcescens	N165_BC01	2540132	s_4324	278172	MEDIUM_QUAL
Serratia_marcescens	N167_BC12	5361472	s_4327	5308263	HIGH_QUAL
Serratia_marcescens	N168_BC02	5316229	s_4328	4484214	HIGH_QUAL
Serratia_marcescens	N168_BC03	5293779	s_4329	5241239	HIGH_QUAL
Serratia_marcescens	N170_BC12	5463107	s_4330	2871815	HIGH_QUAL
Serratia_marcescens	N171_BC02	5456977	s_4331	5402820	HIGH_QUAL
Serratia_marcescens	N171_BC03	5499538	s_4332	5444960	HIGH_QUAL
Serratia_marcescens	N171_BC11	5521894	s_4333	4740403	MEDIUM_QUAL
Serratia_marcescens	N175_BC09	5620393	s_4334	4418193	MEDIUM_QUAL
Serratia_marcescens	N191_BC09	5334224	s_4335	5281284	HIGH_QUAL
Serratia_marcescens	N191_BC11	5401119	s_4336	5271384	HIGH_QUAL
Serratia_marcescens	N191_BC12	5404301	s_4337	1924926	HIGH_QUAL
Serratia_marcescens	N192_BC01	5378122	s_4338	5300895	HIGH_QUAL
Serratia_marcescens	N201_BC02	5607982	s_4341	4498251	MEDIUM_QUAL
Serratia_marcescens	N202_BC04	2951998	s_4342	139313	MEDIUM_QUAL
Serratia_marcescens	N202_BC10	5363893	s_4343	4294850	HIGH_QUAL
Serratia_marcescens	N202_BC11	4536056	s_4344	3463625	HIGH_QUAL
Serratia_marcescens	N207_BC02	5098292	s_4347	5047687	HIGH_QUAL
Serratia_marcescens	N209_BC07	5091568	s_4348	5041029	HIGH_QUAL
Serratia_marcescens	N209_BC11	5094421	s_4349	5043854	HIGH_QUAL
Serratia_marcescens	N212_BC07	5455996	s_4351	5401849	HIGH_QUAL
Serratia_marcescens	N213_BC05	5649953	s_4352	5593886	MEDIUM_QUAL
Serratia_marcescens	N214_BC04	5369530	s_4353	5316241	HIGH_QUAL
Serratia_marcescens	N215_BC05	5491803	s_4354	2024958	HIGH_QUAL
Serratia_marcescens	N215_BC11	5679939	s_4355	5623575	MEDIUM_QUAL
Serratia_marcescens	N216_BC12	5576303	s_4357	5506812	MEDIUM_QUAL
Serratia_marcescens	N217_BC12	5323122	s_4359	5270292	HIGH_QUAL
Serratia_marcescens	N218_BC04	2530952	s_4360	185828	MEDIUM_QUAL
Serratia_marcescens	N219_BC03	5563455	s_4361	5355124	MEDIUM_QUAL
Serratia_marcescens	N224_BC03	5364178	s_4363	5280348	HIGH_QUAL
Serratia_marcescens	N225_BC12	5057541	s_4364	5007339	HIGH_QUAL
Serratia_marcescens	N226_BC05	2785581	s_4366	802902	MEDIUM_QUAL
Serratia_marcescens	N227_BC09	3020308	s_4368	325612	MEDIUM_QUAL
Serratia_marcescens	N228_BC03	5161252	s_4369	2065274	HIGH_QUAL
Serratia_marcescens	N232_BC04	2678564	s_4373	178021	MEDIUM_QUAL
Serratia_marcescens	N232_BC05	5451532	s_4374	5364842	HIGH_QUAL
Serratia_marcescens	N235_BC05	3264849	s_4375	1813575	MEDIUM_QUAL
Serratia_sp.	N111_BC09	5574936	s_4384	5519611	HIGH_QUAL
Serratia_sp.	N111_BC10	4752374	s_4385	2661534	HIGH_QUAL
Serratia_sp.	N142_BC07	1670276	s_4388	1653613	HIGH_QUAL
Serratia_sp.	N164_BC05	3928869	s_4391	2998838	HIGH_QUAL
Serratia_sp.	N164_BC09	3342846	s_4392	2387296	HIGH_QUAL
Serratia_sp.	N165_BC01	2490640	s_4393	167943	HIGH_QUAL
Serratia_sp.	N167_BC01	2971988	s_4394	188691	HIGH_QUAL
Serratia_sp.	N167_BC02	4267879	s_4395	3348083	HIGH_QUAL
Serratia_sp.	N167_BC03	5616443	s_4396	5540820	HIGH_QUAL
Serratia_sp.	N175_BC08	5633673	s_4399	5577766	HIGH_QUAL
Serratia_sp.	N195_BC12	5655474	s_4402	5141643	HIGH_QUAL
Serratia_sp.	N196_BC12	4692891	s_4403	4646300	HIGH_QUAL
Serratia_sp.	N197_BC01	5596944	s_4404	5541401	HIGH_QUAL
Serratia_sp.	N202_BC04	1712270	s_4405	80231	HIGH_QUAL
Serratia_sp.	N202_BC11	1054507	s_4406	1043941	MEDIUM_QUAL
Serratia_sp.	N211_BC01	5386498	s_4408	5056148	HIGH_QUAL
Serratia_sp.	N216_BC08	996481	s_4411	42560	MEDIUM_QUAL
Serratia_sp.	N217_BC08	4855520	s_4412	4561677	HIGH_QUAL
Serratia_sp.	N218_BC04	2241365	s_4413	202799	HIGH_QUAL
Serratia_sp.	N226_BC02	5652409	s_4416	5546428	HIGH_QUAL
Serratia_sp.	N226_BC05	2740345	s_4417	1625359	HIGH_QUAL
Serratia_sp.	N226_BC10	5196110	s_4418	1595101	HIGH_QUAL
Serratia_sp.	N227_BC09	1568504	s_4420	226419	MEDIUM_QUAL
Serratia_sp.	N228_BC05	5175571	s_4422	3942075	HIGH_QUAL
Serratia_sp.	N231_BC11	3917295	s_4423	3831813	HIGH_QUAL
Serratia_sp.	N231_BC12	5623329	s_4424	4398268	HIGH_QUAL
Serratia_sp.	N232_BC04	1935916	s_4425	174349	HIGH_QUAL
Serratia_sp.	N235_BC05	3639805	s_4426	2425770	HIGH_QUAL
Serratia_sp.	N239_BC03	3942451	s_4427	2069872	HIGH_QUAL
Sphingomonas_sp.	N156_BC01	3709175	s_4446	3672323	HIGH_QUAL
Sphingomonas_sp.	N156_BC02	3714554	s_4447	3677649	HIGH_QUAL
Sphingomonas_sp.	N162_BC07	4057846	s_4448	4017542	HIGH_QUAL
Sphingomonas_sp.	N182_BC07	3730758	s_4449	3693693	HIGH_QUAL
Sphingomonas_sp.	N182_BC08	3732769	s_4450	3347709	HIGH_QUAL
Sphingomonas_sp.	N215_BC02	3724349	s_4452	3687347	HIGH_QUAL
Sphingomonas_sp.	N216_BC07	4075634	s_4453	4035155	HIGH_QUAL
Sphingomonas_sp.	N223_BC05	3698124	s_4454	3661384	HIGH_QUAL
Staphylococcus_argenteus	N181_BC08	2784337	s_4506	2756642	HIGH_QUAL
Staphylococcus_argenteus	N181_BC09	2786286	s_4507	2758572	HIGH_QUAL
Staphylococcus_argenteus	N240_BC07	2515873	s_4539	147854	HIGH_QUAL
Staphylococcus_aureus	N103_BC03	2893831	s_4543	2832028	HIGH_QUAL
Staphylococcus_aureus	N104_BC01	2940798	s_4546	2842299	HIGH_QUAL
Staphylococcus_aureus	N104_BC03	2964699	s_4547	2559858	HIGH_QUAL
Staphylococcus_aureus	N104_BC05	2702158	s_4548	64542	HIGH_QUAL
Staphylococcus_aureus	N104_BC12	2939995	s_4551	461332	HIGH_QUAL
Staphylococcus_aureus	N105_BC06	1455541	s_4552	17831	MEDIUM_QUAL
Staphylococcus_aureus	N105_BC07	1844293	s_4553	27539	MEDIUM_QUAL
Staphylococcus_aureus	N109_BC03	2943254	s_4558	2451164	HIGH_QUAL
Staphylococcus_aureus	N109_BC04	2946104	s_4559	2916808	HIGH_QUAL
Staphylococcus_aureus	N109_BC05	2937976	s_4560	2407480	HIGH_QUAL
Staphylococcus_aureus	N110_BC03	2903876	s_4561	235670	HIGH_QUAL
Staphylococcus_aureus	N111_BC04	2949148	s_4568	2013587	HIGH_QUAL
Staphylococcus_aureus	N111_BC05	2832455	s_4569	474153	HIGH_QUAL
Staphylococcus_aureus	N112_BC04	3017192	s_4570	2689152	HIGH_QUAL
Staphylococcus_aureus	N112_BC06	3026954	s_4571	1467767	HIGH_QUAL
Staphylococcus_aureus	N113_BC01	2924434	s_4574	199189	HIGH_QUAL
Staphylococcus_aureus	N113_BC04	3005292	s_4577	2975411	HIGH_QUAL
Staphylococcus_aureus	N114_BC04	2963122	s_4579	2933659	HIGH_QUAL
Staphylococcus_aureus	N115_BC03	2934743	s_4581	2676879	HIGH_QUAL
Staphylococcus_aureus	N117_BC06	2953912	s_4587	2924540	HIGH_QUAL
Staphylococcus_aureus	N122_BC05	2983006	s_4602	1255557	HIGH_QUAL
Staphylococcus_aureus	N122_BC06	2985520	s_4603	2955834	HIGH_QUAL
Staphylococcus_aureus	N122_BC07	2980532	s_4604	2950897	HIGH_QUAL
Staphylococcus_aureus	N124_BC06	2986486	s_4607	2956791	HIGH_QUAL
Staphylococcus_aureus	N125_BC06	3005314	s_4609	2825666	HIGH_QUAL
Staphylococcus_aureus	N125_BC08	3013843	s_4610	2762838	HIGH_QUAL
Staphylococcus_aureus	N126_BC11	2848771	s_4611	2820438	HIGH_QUAL
Staphylococcus_aureus	N127_BC01	2812017	s_4612	2784048	HIGH_QUAL
Staphylococcus_aureus	N127_BC04	2899838	s_4614	1648763	HIGH_QUAL
Staphylococcus_aureus	N128_BC12	3041046	s_4617	3010810	HIGH_QUAL
Staphylococcus_aureus	N129_BC01	3049189	s_4618	3018874	HIGH_QUAL
Staphylococcus_aureus	N129_BC10	1454125	s_4620	26659	MEDIUM_QUAL
Staphylococcus_aureus	N129_BC11	3178389	s_4621	2838804	HIGH_QUAL
Staphylococcus_aureus	N130_BC03	2960894	s_4622	2916640	HIGH_QUAL
Staphylococcus_aureus	N130_BC05	2927053	s_4624	2875550	HIGH_QUAL
Staphylococcus_aureus	N131_BC03	2864738	s_4627	532424	HIGH_QUAL
Staphylococcus_aureus	N131_BC07	2667662	s_4628	157820	HIGH_QUAL
Staphylococcus_aureus	N132_BC01	2915598	s_4632	1810507	HIGH_QUAL
Staphylococcus_aureus	N132_BC12	2884745	s_4636	227907	HIGH_QUAL
Staphylococcus_aureus	N133_BC06	2907563	s_4639	2878650	HIGH_QUAL
Staphylococcus_aureus	N133_BC11	2885730	s_4642	1820823	HIGH_QUAL
Staphylococcus_aureus	N134_BC05	2014431	s_4645	27980	MEDIUM_QUAL
Staphylococcus_aureus	N135_BC09	2915943	s_4648	2886947	HIGH_QUAL
Staphylococcus_aureus	N135_BC10	2920632	s_4649	2891590	HIGH_QUAL
Staphylococcus_aureus	N135_BC12	2922119	s_4650	2893061	HIGH_QUAL
Staphylococcus_aureus	N137_BC09	2812579	s_4652	2784606	HIGH_QUAL
Staphylococcus_aureus	N138_BC08	3019588	s_4653	2880692	HIGH_QUAL
Staphylococcus_aureus	N138_BC10	3021428	s_4655	2991387	HIGH_QUAL
Staphylococcus_aureus	N138_BC12	3014870	s_4656	2984894	HIGH_QUAL
Staphylococcus_aureus	N140_BC07	2852198	s_4658	2269724	HIGH_QUAL
Staphylococcus_aureus	N140_BC10	2231057	s_4659	108894	MEDIUM_QUAL
Staphylococcus_aureus	N141_BC02	3022089	s_4660	751367	HIGH_QUAL
Staphylococcus_aureus	N142_BC03	2838403	s_4662	2810174	HIGH_QUAL
Staphylococcus_aureus	N142_BC04	2348264	s_4663	310625	MEDIUM_QUAL
Staphylococcus_aureus	N142_BC05	2854686	s_4664	1842637	HIGH_QUAL
Staphylococcus_aureus	N143_BC04	2955194	s_4666	2925808	HIGH_QUAL
Staphylococcus_aureus	N143_BC05	2989125	s_4667	2763738	HIGH_QUAL
Staphylococcus_aureus	N143_BC06	2949018	s_4668	2919693	HIGH_QUAL
Staphylococcus_aureus	N143_BC07	2921469	s_4669	2892417	HIGH_QUAL
Staphylococcus_aureus	N145_BC01	2847418	s_4673	1413891	HIGH_QUAL
Staphylococcus_aureus	N146_BC07	2856966	s_4674	316043	HIGH_QUAL
Staphylococcus_aureus	N146_BC08	2938789	s_4675	2909564	HIGH_QUAL
Staphylococcus_aureus	N146_BC09	3002635	s_4676	2972780	HIGH_QUAL
Staphylococcus_aureus	N147_BC11	3025013	s_4678	559276	HIGH_QUAL
Staphylococcus_aureus	N147_BC12	3134824	s_4679	2872149	HIGH_QUAL
Staphylococcus_aureus	N148_BC02	2925464	s_4681	2876956	HIGH_QUAL
Staphylococcus_aureus	N148_BC03	3122500	s_4682	995613	HIGH_QUAL
Staphylococcus_aureus	N148_BC06	1668924	s_4684	34408	MEDIUM_QUAL
Staphylococcus_aureus	N148_BC07	3028940	s_4685	2998824	HIGH_QUAL
Staphylococcus_aureus	N148_BC09	2404178	s_4686	1295225	MEDIUM_QUAL
Staphylococcus_aureus	N149_BC03	2932795	s_4689	2903630	HIGH_QUAL
Staphylococcus_aureus	N149_BC09	2833876	s_4690	2698826	HIGH_QUAL
Staphylococcus_aureus	N149_BC10	2862981	s_4691	1703169	HIGH_QUAL
Staphylococcus_aureus	N151_BC09	2987900	s_4696	280653	HIGH_QUAL
Staphylococcus_aureus	N152_BC01	2955629	s_4697	1089344	HIGH_QUAL
Staphylococcus_aureus	N153_BC03	2883331	s_4702	295080	HIGH_QUAL
Staphylococcus_aureus	N153_BC05	2669640	s_4703	1899651	HIGH_QUAL
Staphylococcus_aureus	N153_BC10	2974221	s_4705	318956	HIGH_QUAL
Staphylococcus_aureus	N153_BC12	3133105	s_4707	245522	HIGH_QUAL
Staphylococcus_aureus	N154_BC01	2980649	s_4708	1498319	HIGH_QUAL
Staphylococcus_aureus	N154_BC02	2479426	s_4709	215052	HIGH_QUAL
Staphylococcus_aureus	N154_BC04	2927868	s_4710	2850270	HIGH_QUAL
Staphylococcus_aureus	N157_BC01	2754255	s_4712	182523	HIGH_QUAL
Staphylococcus_aureus	N157_BC09	3041670	s_4714	1761325	HIGH_QUAL
Staphylococcus_aureus	N158_BC03	2929679	s_4717	315688	HIGH_QUAL
Staphylococcus_aureus	N159_BC02	3038112	s_4719	2239671	HIGH_QUAL
Staphylococcus_aureus	N160_BC03	2830381	s_4723	2802232	HIGH_QUAL
Staphylococcus_aureus	N162_BC02	1462687	s_4726	26305	MEDIUM_QUAL
Staphylococcus_aureus	N162_BC06	2928174	s_4729	1945568	HIGH_QUAL
Staphylococcus_aureus	N163_BC05	3005708	s_4731	2109095	HIGH_QUAL
Staphylococcus_aureus	N163_BC12	3216882	s_4733	512558	MEDIUM_QUAL
Staphylococcus_aureus	N164_BC01	2215108	s_4734	1160858	MEDIUM_QUAL
Staphylococcus_aureus	N164_BC02	2978868	s_4735	2949248	HIGH_QUAL
Staphylococcus_aureus	N164_BC03	2977114	s_4736	2947510	HIGH_QUAL
Staphylococcus_aureus	N164_BC04	2819297	s_4737	217338	HIGH_QUAL
Staphylococcus_aureus	N165_BC03	2955543	s_4738	131006	HIGH_QUAL
Staphylococcus_aureus	N165_BC07	3076276	s_4740	3027804	HIGH_QUAL
Staphylococcus_aureus	N165_BC08	2936809	s_4741	2895029	HIGH_QUAL
Staphylococcus_aureus	N165_BC09	2931760	s_4742	2890343	HIGH_QUAL
Staphylococcus_aureus	N166_BC05	3033734	s_4743	612784	HIGH_QUAL
Staphylococcus_aureus	N166_BC06	2994588	s_4744	2964812	HIGH_QUAL
Staphylococcus_aureus	N166_BC07	2988443	s_4745	2958727	HIGH_QUAL
Staphylococcus_aureus	N167_BC05	2951045	s_4746	2871007	HIGH_QUAL
Staphylococcus_aureus	N168_BC10	2618243	s_4752	598819	HIGH_QUAL
Staphylococcus_aureus	N169_BC10	2960694	s_4755	1155477	HIGH_QUAL
Staphylococcus_aureus	N170_BC10	3011487	s_4757	2940436	HIGH_QUAL
Staphylococcus_aureus	N171_BC05	2882145	s_4758	2836613	HIGH_QUAL
Staphylococcus_aureus	N171_BC07	3035982	s_4759	3005797	HIGH_QUAL
Staphylococcus_aureus	N173_BC06	1696299	s_4763	51254	MEDIUM_QUAL
Staphylococcus_aureus	N173_BC08	3176362	s_4764	667907	HIGH_QUAL
Staphylococcus_aureus	N174_BC04	2919694	s_4768	2890658	HIGH_QUAL
Staphylococcus_aureus	N175_BC02	3145661	s_4770	2170143	HIGH_QUAL
Staphylococcus_aureus	N175_BC10	2863720	s_4771	2835241	HIGH_QUAL
Staphylococcus_aureus	N176_BC12	3147666	s_4776	1814993	HIGH_QUAL
Staphylococcus_aureus	N177_BC10	2643633	s_4779	1409871	HIGH_QUAL
Staphylococcus_aureus	N177_BC12	2971775	s_4780	698261	HIGH_QUAL
Staphylococcus_aureus	N178_BC07	3235350	s_4785	3139347	MEDIUM_QUAL
Staphylococcus_aureus	N178_BC09	2795423	s_4787	2767618	HIGH_QUAL
Staphylococcus_aureus	N179_BC02	3186449	s_4788	390835	HIGH_QUAL
Staphylococcus_aureus	N179_BC03	2965162	s_4789	2914153	HIGH_QUAL
Staphylococcus_aureus	N179_BC05	2790832	s_4790	2763073	HIGH_QUAL
Staphylococcus_aureus	N181_BC03	2932530	s_4793	2891863	HIGH_QUAL
Staphylococcus_aureus	N181_BC04	3038878	s_4794	709197	HIGH_QUAL
Staphylococcus_aureus	N181_BC05	2909136	s_4795	2880207	HIGH_QUAL
Staphylococcus_aureus	N181_BC07	2804565	s_4797	2761208	HIGH_QUAL
Staphylococcus_aureus	N182_BC03	3009528	s_4801	2968792	HIGH_QUAL
Staphylococcus_aureus	N182_BC04	3012143	s_4802	2982193	HIGH_QUAL
Staphylococcus_aureus	N182_BC05	3050689	s_4803	1991851	HIGH_QUAL
Staphylococcus_aureus	N183_BC11	2424788	s_4808	41690	HIGH_QUAL
Staphylococcus_aureus	N183_BC12	2323036	s_4809	55876	MEDIUM_QUAL
Staphylococcus_aureus	N184_BC02	2987121	s_4810	2932876	HIGH_QUAL
Staphylococcus_aureus	N184_BC03	2995654	s_4811	531673	HIGH_QUAL
Staphylococcus_aureus	N184_BC06	2959789	s_4813	2930358	HIGH_QUAL
Staphylococcus_aureus	N184_BC07	2884275	s_4814	363336	HIGH_QUAL
Staphylococcus_aureus	N184_BC10	3009335	s_4815	2890137	HIGH_QUAL
Staphylococcus_aureus	N184_BC11	2995217	s_4816	2895130	HIGH_QUAL
Staphylococcus_aureus	N186_BC01	2771715	s_4819	2744144	HIGH_QUAL
Staphylococcus_aureus	N186_BC06	3048822	s_4820	2446760	HIGH_QUAL
Staphylococcus_aureus	N186_BC07	3100846	s_4821	511736	HIGH_QUAL
Staphylococcus_aureus	N186_BC09	2863787	s_4822	196652	HIGH_QUAL
Staphylococcus_aureus	N188_BC05	2984658	s_4829	2933802	HIGH_QUAL
Staphylococcus_aureus	N188_BC06	2802173	s_4830	2774303	HIGH_QUAL
Staphylococcus_aureus	N189_BC02	2981020	s_4834	2951379	HIGH_QUAL
Staphylococcus_aureus	N189_BC04	2788579	s_4835	2760843	HIGH_QUAL
Staphylococcus_aureus	N190_BC05	2900816	s_4838	2855662	HIGH_QUAL
Staphylococcus_aureus	N190_BC06	2906548	s_4839	2852769	HIGH_QUAL
Staphylococcus_aureus	N193_BC07	2922904	s_4845	2416267	HIGH_QUAL
Staphylococcus_aureus	N193_BC08	2915248	s_4846	2886259	HIGH_QUAL
Staphylococcus_aureus	N193_BC10	2808944	s_4847	147280	HIGH_QUAL
Staphylococcus_aureus	N194_BC05	2976458	s_4850	2946861	HIGH_QUAL
Staphylococcus_aureus	N194_BC09	2950799	s_4852	2921457	HIGH_QUAL
