s_3356	s_3441	s_3349	s_3444	s_3331	s_3382	s_3436	s_3377	s_3277	s_3280	s_3402	s_3378	s_3328	s_3287	s_3410	s_3254	s_3428	s_3393	s_3386	s_3417	s_3415	s_3326	s_3395	s_3301	s_3274	s_3351	s_3421	s_3256	s_3358	s_3297	s_3425	s_3304	s_3357	s_3264	s_3338	s_3342	s_3353	s_3325	s_3368	s_3335	s_3303	s_3432	s_3292	s_3257	s_3266	s_3366	s_3306	s_3409	s_3355	s_3334	s_3399	s_3375	s_3265	s_3253	s_3288	s_3413	s_3345	s_3341	s_3299	s_3282	s_3319	s_3380	s_3397	s_3339	s_3259	s_3284	s_3435	s_3330	s_3423	s_3261	s_3446	s_3437	s_3384	s_3285	s_3448	s_3445	s_3329	s_3360	s_3369	s_3315	s_3309	s_3343	s_3383	s_3405	s_3258	s_3348	s_3294	s_3305	s_3296	s_3313	s_3450	s_3317	s_3359	s_3376	s_3262	s_3416	s_3362	s_3276	s_3332	s_3286	s_3401	s_3324	s_3278	s_3260	s_3350	s_3281	s_3321	s_3424	s_3293	s_3307	s_3403	s_3255	s_3269	s_3340	s_3316	s_3388	s_3336	s_3252	s_3279	s_3344	s_3396	s_3434	s_3352	s_3419	s_3298	s_3365	s_3320	s_3373	s_3354	s_3367	s_3438	s_3291	s_3300	s_3447	s_3308	s_3346	s_3404	s_3318	s_3295	s_3412	s_3272	s_3379	s_3433	s_3385	s_3333	s_3398	s_3374	s_3431	s_3314	s_3311	s_3449	s_3408
s_3402 0.00213335 0.00230917 0.00212695 0.00229676 0.00367054 0.00453873 0.00381931 0.00413604 0.00404187 0.00398806 0 0.00395458 0.00225762 0.00369759 0.00225109 0.00216131 0.00443882 0.00396709 0.00224875 0.00229055 0.00380119 0.00403573 0.00445849 0.00313811 0.00371150 0.00232931 0.00227074 0.00222193 0.00231719 0.00199047 0.00421667 0.00207543 0.00225363 0.00368466 0.00225965 0.00224831 0.00230593 0.00400327 0.00230995 0.00452132 0.00217569 0.00229925 0.00396977 0.00224028 0.00408286 0.00497981 0.00389364 0.00446779 0.00228457 0.00469804 0.00015959 0.00232061 0.00227305 0.00223671 0.00383547 0.00408640 0.00224233 0.00221188 0.00222061 0.00412718 0.00375373 0.00404012 0.00381761 0.00224645 0.00222443 0.00381749 0.00230034 0.00376365 0.00226427 0.00224445 0.00222204 0.00020464 0.00224908 0.00395990 0.00514987 0.00230035 0.00343877 0.00229235 0.09573663 0.00222754 0.00348987 0.00226402 0.00450157 0.00450618 0.00223441 0.00485973 0.00009680 0.00221037 0.00008891 0.00381370 0.00390133 0.00222331 0.00225078 0.00408112 0.00223183 0.00226043 0.00230974 0.00381416 0.00381637 0.00393257 0.00392602 0.00225335 0.00380077 0.00227694 0.00414398 0.00408361 0.00381720 0.00405656 0.00372312 0.00393148 0.00413225 0.00226755 0.00219678 0.00223727 0.00224616 0.00234295 0.00228632 0.00200753 0.00406695 0.00400026 0.00445492 0.00229464 0.00231761 0.00228601 0.00202057 0.00497750 0.00378241 0.00226866 0.00231499 0.00499495 0.00376366 0.00400833 0.00196972 0.00230730 0.00395732 0.00224964 0.00396488 0.00357700 0.00010918 0.00230290 0.00393069 0.00407500 0.00228465 0.00222392 0.00353547 0.00418833 0.00227148 0.00227469 0.00373441 0.00388538 0.00225637 0.00228197
s_3378 0.00357289 0.00393677 0.00370302 0.00391990 0.00376148 0.00424719 0.00380017 0.00003794 0.00401808 0.00389505 0.00395458 0 0.00381565 0.00380024 0.00351683 0.00376024 0.00423219 0.00380462 0.00380159 0.00392621 0.00381693 0.00396728 0.00417595 0.00311879 0.00372015 0.00403689 0.00384623 0.00379563 0.00394281 0.00323747 0.00395281 0.00344973 0.00385106 0.00356069 0.00367517 0.00364033 0.00398776 0.00396719 0.00400655 0.00447700 0.00363461 0.00392767 0.00382777 0.00384013 0.00400067 0.00511056 0.00390266 0.00421173 0.00392010 0.00472732 0.00401649 0.00391590 0.00385371 0.00385036 0.00390631 0.00385149 0.00367488 0.00367572 0.00377290 0.00400039 0.00383907 0.00003483 0.00370712 0.00385003 0.00386198 0.00365897 0.00389196 0.00390035 0.00384756 0.00385411 0.00373122 0.00383353 0.00370296 0.00382414 0.00509939 0.00392426 0.00353413 0.00387169 0.05777412 0.00363236 0.00367024 0.00370363 0.00421525 0.00426851 0.00385334 0.00496925 0.00386416 0.00370051 0.00389061 0.00380357 0.00386918 0.00367980 0.00380501 0.00003178 0.00378530 0.00385087 0.00392691 0.00379290 0.00388953 0.00376272 0.00375971 0.00368402 0.00369289 0.00386663 0.00410319 0.00395697 0.00386670 0.00002844 0.00377255 0.00388907 0.00382462 0.00387374 0.00379040 0.00381516 0.00372546 0.00391039 0.00385624 0.00350560 0.00395478 0.00400987 0.00414203 0.00351760 0.00399870 0.00394361 0.00343633 0.00504945 0.00390102 0.00354066 0.00399477 0.00508712 0.00362744 0.00385579 0.00339737 0.00394731 0.00393826 0.00375408 0.00409032 0.00365008 0.00379495 0.00393535 0.00382783 0.00003899 0.00391826 0.00375406 0.00366139 0.00395921 0.00370987 0.00388697 0.00381464 0.00378969 0.00381391 0.00388031
s_3328 0.00028895 0.00003274 0.00017231 0.00004713 0.00380837 0.00427631 0.00381981 0.00384905 0.00392685 0.00391500 0.00225762 0.00381565 0 0.00376229 0.00029990 0.00004018 0.00425050 0.00370648 0.00018157 0.00003368 0.00387176 0.00403766 0.00422184 0.00313134 0.00363101 0.00005022 0.00010397 0.00002868 0.00008313 0.00029270 0.00409699 0.00021653 0.00009345 0.00371521 0.00004886 0.00029704 0.00003274 0.00399642 0.00004406 0.00427312 0.00013697 0.00003369 0.00406087 0.00003059 0.00415727 0.00487077 0.00394124 0.00420084 0.00009343 0.00466316 0.00230247 0.00007910 0.00002563 0.00002988 0.00389630 0.00402364 0.00012534 0.00014339 0.00008177 0.00418173 0.00394857 0.00381472 0.00372475 0.00003811 0.00003453 0.00374052 0.00003570 0.00392634 0.00008480 0.00002885 0.00009718 0.00227848 0.00017881 0.00393215 0.00508426 0.00003500 0.00348065 0.00011302 0.06906534 0.00025084 0.00376912 0.00012282 0.00424083 0.00432596 0.00003496 0.00478360 0.00217834 0.00009087 0.00218357 0.00380695 0.00372209 0.00019492 0.00008954 0.00382669 0.00003612 0.00010241 0.00005395 0.00370432 0.00397061 0.00389422 0.00372596 0.00020739 0.00372731 0.00002656 0.00395193 0.00414765 0.00398817 0.00382787 0.00372491 0.00393745 0.00404360 0.00002696 0.00005330 0.00004283 0.00009393 0.00006299 0.00004634 0.00009299 0.00398740 0.00396263 0.00424744 0.00016411 0.00003541 0.00002864 0.00014858 0.00487157 0.00392928 0.00034913 0.00004125 0.00492564 0.00354666 0.00399196 0.00018570 0.00003305 0.00398182 0.00010860 0.00392947 0.00367632 0.00211902 0.00003631 0.00403286 0.00382657 0.00004390 0.00018845 0.00366349 0.00399081 0.00019814 0.00005108 0.00380566 0.00389674 0.00007669 0.00004308
s_3287 0.00357890 0.00381333 0.00371899 0.00373837 0.00335548 0.00422012 0.00005862 0.00380355 0.00383127 0.00381206 0.00369759 0.00380024 0.00376229 0 0.00334422 0.00364821 0.00417801 0.00366773 0.00366598 0.00379838 0.00343049 0.00384227 0.00415172 0.00305744 0.00357095 0.00374489 0.00376717 0.00378561 0.00376558 0.00305341 0.00359727 0.00334778 0.00377310 0.00316829 0.00379036 0.00352239 0.00380482 0.00386143 0.00376608 0.00434050 0.00354673 0.00383835 0.00346154 0.00372173 0.00352218 0.00475645 0.00381380 0.00418958 0.00381130 0.00461741 0.00371845 0.00375684 0.00384861 0.00378422 0.00003489 0.00352227 0.00366191 0.00365112 0.00364314 0.00357672 0.00344361 0.00376875 0.00009783 0.00378827 0.00374966 0.00364651 0.00379839 0.00345262 0.00372010 0.00375971 0.00363777 0.00363604 0.00366072 0.00382326 0.00496428 0.00380413 0.00311649 0.00371352 0.10230022 0.00359640 0.00332407 0.00375775 0.00416221 0.00419378 0.00379172 0.00463160 0.00360456 0.00373724 0.00363252 0.00366568 0.00368646 0.00362112 0.00374188 0.00380457 0.00375282 0.00377397 0.00378823 0.00363938 0.00348947 0.00378436 0.00366423 0.00367744 0.00362754 0.00383953 0.00389732 0.00354616 0.00348277 0.00383416 0.00004444 0.00379408 0.00346288 0.00382099 0.00366244 0.00376173 0.00376413 0.00379938 0.00378179 0.00349083 0.00393088 0.00387034 0.00413006 0.00343861 0.00379310 0.00374889 0.00337591 0.00473691 0.00339777 0.00334356 0.00382531 0.00473329 0.00361120 0.00381133 0.00332943 0.00381492 0.00384324 0.00372027 0.00272300 0.00325120 0.00355529 0.00378518 0.00341561 0.00380608 0.00379629 0.00370288 0.00317159 0.00397272 0.00347973 0.00375300 0.00358968 0.00256784 0.00375592 0.00376982
s_3410 0.00044528 0.00030517 0.00036458 0.00031546 0.00345397 0.00411707 0.00354876 0.00369246 0.00376421 0.00364368 0.00225109 0.00351683 0.00029990 0.00334422 0 0.00028542 0.00411865 0.00364271 0.00037016 0.00030620 0.00362713 0.00375087 0.00409007 0.00302771 0.00351318 0.00029741 0.00034470 0.00027955 0.00032876 0.00040002 0.00395980 0.00031853 0.00032070 0.00359197 0.00029825 0.00040144 0.00029892 0.00371864 0.00029599 0.00408063 0.00027661 0.00030703 0.00382945 0.00027440 0.00394581 0.00450131 0.00365487 0.00405407 0.00031936 0.00423113 0.00227596 0.00031492 0.00029434 0.00029058 0.00354483 0.00389071 0.00027035 0.00028221 0.00027093 0.00393083 0.00364060 0.00368054 0.00348390 0.00029528 0.00029088 0.00345708 0.00031271 0.00358469 0.00032177 0.00028790 0.00033206 0.00227679 0.00036894 0.00365183 0.00476003 0.00031215 0.00327372 0.00033407 0.05405468 0.00040347 0.00340240 0.00027680 0.00408289 0.00405807 0.00028749 0.00445106 0.00209182 0.00025791 0.00212012 0.00359865 0.00371963 0.00035661 0.00031662 0.00363084 0.00028589 0.00028378 0.00028889 0.00355311 0.00363098 0.00359289 0.00365284 0.00042633 0.00353993 0.00028946 0.00383469 0.00388579 0.00358919 0.00369635 0.00336091 0.00369223 0.00389304 0.00028507 0.00029989 0.00029896 0.00028819 0.00030312 0.00030234 0.00030019 0.00370406 0.00376112 0.00408688 0.00037724 0.00030219 0.00029679 0.00030629 0.00458484 0.00356660 0.00049915 0.00030221 0.00453686 0.00350108 0.00365538 0.00032839 0.00030426 0.00364992 0.00028461 0.00378174 0.00333854 0.00206616 0.00030842 0.00384814 0.00362848 0.00030901 0.00038308 0.00341269 0.00384369 0.00040091 0.00031355 0.00354514 0.00365790 0.00032561 0.00029803
s_3254 0.00026699 0.00003123 0.00016550 0.00004330 0.00368959 0.00422083 0.00376205 0.00377930 0.00385409 0.00383363 0.00216131 0.00376024 0.00004018 0.00364821 0.00028542 0 0.00417545 0.00366853 0.00016739 0.00003376 0.00380035 0.00383746 0.00415099 0.00295099 0.00353162 0.00004127 0.00009832 0.00003068 0.00007976 0.00026116 0.00402721 0.00020355 0.00008634 0.00356953 0.00003918 0.00028917 0.00002966 0.00382752 0.00004812 0.00424884 0.00012989 0.00002934 0.00391299 0.00002910 0.00407613 0.00483600 0.00378310 0.00416312 0.00008511 0.00455075 0.00221969 0.00007250 0.00002841 0.00003342 0.00384794 0.00395359 0.00011620 0.00013501 0.00007905 0.00407725 0.00382616 0.00374899 0.00368214 0.00003505 0.00003377 0.00367310 0.00003484 0.00379696 0.00008336 0.00003315 0.00008835 0.00219105 0.00016633 0.00380642 0.00504011 0.00002971 0.00340207 0.00010751 0.01667722 0.00024397 0.00365245 0.00011143 0.00416107 0.00426474 0.00003917 0.00473604 0.00209839 0.00009000 0.00208516 0.00366862 0.00375641 0.00018268 0.00008683 0.00378043 0.00003157 0.00009585 0.00004993 0.00363501 0.00383278 0.00378828 0.00366469 0.00019861 0.00362111 0.00002999 0.00389999 0.00402892 0.00381483 0.00377423 0.00376421 0.00377427 0.00396596 0.00002588 0.00005282 0.00003946 0.00009678 0.00005990 0.00003824 0.00008535 0.00390676 0.00387915 0.00418390 0.00015457 0.00003136 0.00003344 0.00015136 0.00482964 0.00374095 0.00034916 0.00003471 0.00488163 0.00348599 0.00384903 0.00017818 0.00003281 0.00381255 0.00010038 0.00385998 0.00349415 0.00204812 0.00003417 0.00393158 0.00375371 0.00003830 0.00017919 0.00357526 0.00392661 0.00018288 0.00004423 0.00364281 0.00374645 0.00006206 0.00003969
s_3428 0.00384468 0.00432411 0.00409407 0.00430238 0.00420311 0.00027435 0.00413636 0.00449538 0.00274796 0.00012609 0.00443882 0.00423219 0.00425050 0.00417801 0.00411865 0.00417545 0 0.00279167 0.00428646 0.00444909 0.00444161 0.00278784 0.00033453 0.00230224 0.00261364 0.00450082 0.00432803 0.00422425 0.00430769 0.00355547 0.00376454 0.00376653 0.00420229 0.00339973 0.00405176 0.00402354 0.00441234 0.00277884 0.00449074 0.00425672 0.00404025 0.00430562 0.00350018 0.00428133 0.00371101 0.00486595 0.00272957 0.00028875 0.00430731 0.00445397 0.00449566 0.00430961 0.00430122 0.00426785 0.00430088 0.00361136 0.00403089 0.00405776 0.00417889 0.00363785 0.00434228 0.00444927 0.00423024 0.00424684 0.00426854 0.00018029 0.00424201 0.00432222 0.00429191 0.00430981 0.00405516 0.00415526 0.00418600 0.00014709 0.00475095 0.00428466 0.00396109 0.00430787 0.05978289 0.00399703 0.00386101 0.00410312 0.00026065 0.00029171 0.00428453 0.00503244 0.00423367 0.00412466 0.00424789 0.00270983 0.00269603 0.00403335 0.00417921 0.00442938 0.00420537 0.00427745 0.00439578 0.00263181 0.00438029 0.00015674 0.00281683 0.00408054 0.00022513 0.00431157 0.00046822 0.00360057 0.00432044 0.00447372 0.00415434 0.00270412 0.00357546 0.00429665 0.00419211 0.00423297 0.00416254 0.00438268 0.00426376 0.00399046 0.00012088 0.00286721 0.00039748 0.00387143 0.00440078 0.00445937 0.00390412 0.00481341 0.00429490 0.00394904 0.00442507 0.00479377 0.00237806 0.00010275 0.00379558 0.00433000 0.00275535 0.00416223 0.00424127 0.00401223 0.00415937 0.00434776 0.00357235 0.00440292 0.00430066 0.00427742 0.00404513 0.00046007 0.00419420 0.00422533 0.00270245 0.00319267 0.00416772 0.00438807
s_3393 0.00347062 0.00394169 0.00352710 0.00391518 0.00131990 0.00276588 0.00389096 0.00400717 0.00017365 0.00244402 0.00396709 0.00380462 0.00370648 0.00366773 0.00364271 0.00366853 0.00279167 0 0.00373887 0.00394029 0.00136916 0.00023005 0.00290439 0.00035081 0.00021321 0.00391217 0.00382631 0.00368311 0.00374240 0.00314220 0.00363129 0.00330305 0.00362465 0.00317253 0.00354127 0.00348929 0.00384669 0.00023144 0.00387986 0.00422419 0.00351824 0.00391526 0.00342317 0.00372073 0.00353426 0.00477870 0.00022227 0.00281309 0.00369887 0.00442980 0.00406216 0.00370457 0.00375718 0.00372700 0.00382205 0.00353418 0.00351672 0.00351676 0.00365226 0.00352031 0.00135232 0.00395293 0.00376491 0.00371546 0.00373549 0.00233030 0.00389501 0.00134123 0.00386780 0.00370484 0.00372557 0.00388665 0.00362416 0.00244303 0.00502113 0.00391667 0.00128454 0.00370994 0.05745421 0.00352361 0.00346505 0.00352974 0.00280280 0.00292217 0.00373703 0.00474384 0.00372071 0.00354087 0.00369031 0.00027788 0.00023024 0.00355227 0.00360206 0.00395374 0.00368526 0.00382230 0.00379788 0.00019628 0.00135836 0.00239442 0.00039837 0.00359611 0.00234981 0.00374566 0.00258083 0.00349491 0.00135538 0.00400044 0.00369354 0.00021152 0.00352850 0.00373910 0.00368345 0.00370174 0.00361613 0.00382763 0.00373161 0.00348254 0.00247842 0.00023155 0.00290923 0.00366508 0.00383060 0.00395197 0.00344081 0.00480852 0.00139014 0.00357099 0.00384506 0.00480594 0.00033650 0.00240261 0.00333418 0.00394303 0.00021024 0.00359907 0.00385300 0.00154172 0.00367231 0.00392024 0.00339915 0.00393559 0.00391838 0.00371575 0.00138991 0.00280969 0.00367247 0.00388362 0.00031948 0.00329851 0.00382429 0.00389720
s_3386 0.00030305 0.00017313 0.00024822 0.00018226 0.00361441 0.00426634 0.00382135 0.00397233 0.00385056 0.00385981 0.00224875 0.00380159 0.00018157 0.00366598 0.00037016 0.00016739 0.00428646 0.00373887 0 0.00019057 0.00381371 0.00384436 0.00427409 0.00302518 0.00355668 0.00016649 0.00015472 0.00015886 0.00013935 0.00035610 0.00411351 0.00027408 0.00014572 0.00366483 0.00016259 0.00039414 0.00016675 0.00380879 0.00017190 0.00423944 0.00022951 0.00017421 0.00388462 0.00015628 0.00411481 0.00485598 0.00370788 0.00429500 0.00014003 0.00445040 0.00230325 0.00014833 0.00015856 0.00015865 0.00380183 0.00399637 0.00023643 0.00021451 0.00022062 0.00400826 0.00374879 0.00387252 0.00375848 0.00016872 0.00016277 0.00367816 0.00016999 0.00376366 0.00016929 0.00015779 0.00020519 0.00225486 0.00020949 0.00382968 0.00507578 0.00017764 0.00348217 0.00020993 0.05626769 0.00033683 0.00357463 0.00023017 0.00425602 0.00438489 0.00015715 0.00476829 0.00208071 0.00019062 0.00209147 0.00366047 0.00383709 0.00027081 0.00013463 0.00392345 0.00016130 0.00022739 0.00017393 0.00363684 0.00380071 0.00375457 0.00374318 0.00031262 0.00366005 0.00016298 0.00396830 0.00397652 0.00376859 0.00392346 0.00367692 0.00372692 0.00403888 0.00016307 0.00016902 0.00017298 0.00021044 0.00017287 0.00017404 0.00019056 0.00388747 0.00385997 0.00428795 0.00025074 0.00017000 0.00017243 0.00026314 0.00486702 0.00372573 0.00046252 0.00017475 0.00485865 0.00354893 0.00380703 0.00027353 0.00017453 0.00373692 0.00020378 0.00396097 0.00360486 0.00205344 0.00017052 0.00397010 0.00391204 0.00017056 0.00021199 0.00351131 0.00404653 0.00029310 0.00018684 0.00364497 0.00376067 0.00020706 0.00017282
s_3417 0.00027911 0.00002648 0.00016997 0.00004038 0.00380946 0.00448877 0.00398277 0.00413361 0.00402774 0.00399904 0.00229055 0.00392621 0.00003368 0.00379838 0.00030620 0.00003376 0.00444909 0.00394029 0.00019057 0 0.00410290 0.00399061 0.00446656 0.00309338 0.00369155 0.00003357 0.00008821 0.00001990 0.00007882 0.00026827 0.00426369 0.00019148 0.00008630 0.00376605 0.00003130 0.00028854 0.00002086 0.00397873 0.00004410 0.00434878 0.00012196 0.00002742 0.00403514 0.00001888 0.00425085 0.00508961 0.00390702 0.00444736 0.00008061 0.00458750 0.00237923 0.00007702 0.00002277 0.00002071 0.00393101 0.00417301 0.00009950 0.00010962 0.00007477 0.00421999 0.00390092 0.00400858 0.00389020 0.00002559 0.00001942 0.00379626 0.00003064 0.00395806 0.00006375 0.00001658 0.00008624 0.00234211 0.00017811 0.00397314 0.00539317 0.00002527 0.00356531 0.00012350 0.05652269 0.00023558 0.00369078 0.00009619 0.00451853 0.00457231 0.00002388 0.00498129 0.00211422 0.00007728 0.00213593 0.00378454 0.00399250 0.00017122 0.00008491 0.00406361 0.00002174 0.00009414 0.00006424 0.00376228 0.00399584 0.00391557 0.00392361 0.00019178 0.00380402 0.00001652 0.00407508 0.00418169 0.00393865 0.00404001 0.00373622 0.00387821 0.00416901 0.00001939 0.00004967 0.00002562 0.00009699 0.00007670 0.00003050 0.00007358 0.00409082 0.00403180 0.00446682 0.00014773 0.00002467 0.00002804 0.00012978 0.00508721 0.00389996 0.00038758 0.00002963 0.00510625 0.00364094 0.00396714 0.00017213 0.00002617 0.00391605 0.00008859 0.00414425 0.00364441 0.00206889 0.00002992 0.00409393 0.00405028 0.00003062 0.00018950 0.00366772 0.00416627 0.00019621 0.00004149 0.00378554 0.00385912 0.00006029 0.00003539
s_3415 0.00350897 0.00410355 0.00372842 0.00407970 0.00006907 0.00449794 0.00358180 0.00403061 0.00131677 0.00396666 0.00380119 0.00381693 0.00387176 0.00343049 0.00362713 0.00380035 0.00444161 0.00136916 0.00381371 0.00410290 0 0.00128077 0.00439439 0.00114754 0.00126548 0.00407230 0.00390947 0.00383471 0.00385010 0.00331843 0.00413112 0.00340345 0.00376012 0.00357350 0.00369601 0.00366123 0.00398706 0.00127971 0.00405863 0.00442969 0.00362926 0.00411005 0.00387625 0.00386606 0.00400822 0.00493278 0.00126247 0.00448728 0.00384431 0.00463996 0.00386196 0.00381451 0.00388012 0.00388797 0.00356133 0.00401657 0.00367418 0.00371493 0.00378099 0.00404271 0.00009271 0.00393036 0.00349393 0.00386868 0.00389749 0.00377854 0.00407325 0.00005899 0.00401565 0.00386093 0.00391043 0.00374583 0.00372959 0.00394644 0.00519401 0.00408855 0.00033979 0.00385593 0.06983268 0.00364597 0.00332077 0.00369847 0.00446299 0.00445215 0.00389794 0.00482859 0.00359837 0.00372708 0.00359151 0.00127746 0.00132131 0.00368468 0.00371476 0.00397150 0.00383062 0.00401813 0.00384376 0.00126909 0.00005531 0.00387220 0.00143722 0.00372083 0.00376427 0.00390048 0.00415006 0.00399916 0.00008879 0.00401496 0.00343892 0.00126416 0.00398062 0.00390332 0.00379557 0.00383619 0.00377805 0.00400528 0.00388464 0.00358008 0.00400734 0.00125830 0.00440109 0.00371245 0.00399464 0.00410765 0.00351865 0.00493792 0.00014785 0.00365004 0.00399829 0.00494545 0.00151390 0.00394401 0.00342295 0.00411549 0.00123376 0.00374465 0.00371505 0.00047344 0.00356219 0.00390912 0.00384401 0.00394605 0.00407636 0.00381014 0.00023411 0.00415921 0.00378976 0.00404636 0.00128512 0.00381097 0.00397356 0.00399702
s_3326 0.00364574 0.00398429 0.00383319 0.00399184 0.00129813 0.00284892 0.00389864 0.00404066 0.00008655 0.00247943 0.00403573 0.00396728 0.00403766 0.00384227 0.00375087 0.00383746 0.00278784 0.00023005 0.00384436 0.00399061 0.00128077 0 0.00283301 0.00026495 0.00016691 0.00400391 0.00386611 0.00388172 0.00393559 0.00330554 0.00361481 0.00353821 0.00389021 0.00318394 0.00409882 0.00381402 0.00400711 0.00004524 0.00400521 0.00446770 0.00373574 0.00400818 0.00352711 0.00393442 0.00359089 0.00487709 0.00003061 0.00281606 0.00390289 0.00479183 0.00406136 0.00392925 0.00389634 0.00391775 0.00399411 0.00353134 0.00392169 0.00392711 0.00395759 0.00363213 0.00133707 0.00399002 0.00380043 0.00409497 0.00390945 0.00236116 0.00399601 0.00131760 0.00390782 0.00389183 0.00383142 0.00394174 0.00379441 0.00246397 0.00509177 0.00399492 0.00128129 0.00388676 0.05823293 0.00373619 0.00370946 0.00404343 0.00281395 0.00283108 0.00393323 0.00480025 0.00396997 0.00386985 0.00394775 0.00016617 0.00007522 0.00376488 0.00387273 0.00401571 0.00385016 0.00393717 0.00395150 0.00014448 0.00132902 0.00240730 0.00029100 0.00379894 0.00237124 0.00392576 0.00262817 0.00359789 0.00134981 0.00398641 0.00392026 0.00003098 0.00354305 0.00394971 0.00379357 0.00407849 0.00386436 0.00397893 0.00407648 0.00361159 0.00253760 0.00009836 0.00283972 0.00371091 0.00399926 0.00399664 0.00365399 0.00485917 0.00137151 0.00365746 0.00399873 0.00494847 0.00023339 0.00250111 0.00353818 0.00401087 0.00002677 0.00396876 0.00387774 0.00157018 0.00387387 0.00400017 0.00347681 0.00401654 0.00398562 0.00384329 0.00137453 0.00278828 0.00373097 0.00395818 0.00022904 0.00345176 0.00388843 0.00395097
s_3395 0.00396241 0.00447553 0.00410679 0.00444537 0.00414326 0.00036280 0.00429726 0.00442780 0.00286174 0.00016220 0.00445849 0.00417595 0.00422184 0.00415172 0.00409007 0.00415099 0.00033453 0.00290439 0.00427409 0.00446656 0.00439439 0.00283301 0 0.00229701 0.00267560 0.00447616 0.00438777 0.00420382 0.00429386 0.00351553 0.00356172 0.00379500 0.00418468 0.00335351 0.00403459 0.00403211 0.00440090 0.00282884 0.00446994 0.00424561 0.00406803 0.00447424 0.00342776 0.00426929 0.00356052 0.00481542 0.00277082 0.00036579 0.00423263 0.00447376 0.00451364 0.00426225 0.00428844 0.00425608 0.00428132 0.00348671 0.00406106 0.00407542 0.00414891 0.00354681 0.00424899 0.00430261 0.00421101 0.00424621 0.00426673 0.00021963 0.00443955 0.00428310 0.00437705 0.00428181 0.00422206 0.00436664 0.00420244 0.00020168 0.00490329 0.00445289 0.00392112 0.00428500 0.05727869 0.00401807 0.00387242 0.00409279 0.00031461 0.00036526 0.00426453 0.00496485 0.00423932 0.00411231 0.00425376 0.00273645 0.00288019 0.00405628 0.00414243 0.00438172 0.00418841 0.00441143 0.00437297 0.00272980 0.00432687 0.00021108 0.00281099 0.00408110 0.00023698 0.00429429 0.00052719 0.00350979 0.00429360 0.00437832 0.00414277 0.00276029 0.00350351 0.00428974 0.00418989 0.00424523 0.00416374 0.00437368 0.00425237 0.00394660 0.00016528 0.00283121 0.00042494 0.00411948 0.00440825 0.00450713 0.00388608 0.00477563 0.00425790 0.00397442 0.00440145 0.00479071 0.00250682 0.00015606 0.00376845 0.00448852 0.00279522 0.00416262 0.00421096 0.00398438 0.00416580 0.00445039 0.00344189 0.00436468 0.00445364 0.00426940 0.00400286 0.00047176 0.00416872 0.00439090 0.00272786 0.00315406 0.00436390 0.00441964
s_3301 0.00290403 0.00308709 0.00300381 0.00309438 0.00117298 0.00233432 0.00305334 0.00316968 0.00024374 0.00200430 0.00313811 0.00311879 0.00313134 0.00305744 0.00302771 0.00295099 0.00230224 0.00035081 0.00302518 0.00309338 0.00114754 0.00026495 0.00229701 0 0.00029538 0.00309060 0.00300754 0.00295747 0.00302733 0.00265326 0.00288183 0.00285363 0.00303455 0.00261841 0.00309776 0.00298515 0.00305465 0.00026890 0.00307157 0.00361041 0.00298435 0.00307309 0.00279715 0.00299048 0.00279720 0.00384657 0.00025471 0.00233842 0.00305246 0.00376721 0.00315611 0.00304617 0.00297526 0.00300625 0.00311135 0.00281422 0.00300875 0.00304039 0.00302672 0.00285746 0.00117645 0.00312250 0.00305466 0.00315220 0.00298179 0.00196379 0.00307853 0.00118426 0.00304504 0.00296240 0.00297676 0.00312880 0.00301260 0.00204259 0.00399980 0.00307760 0.00117045 0.00304493 0.05841836 0.00304238 0.00291869 0.00307631 0.00225895 0.00230608 0.00296087 0.00383071 0.00309662 0.00308024 0.00314247 0.00030243 0.00031322 0.00304167 0.00303151 0.00315081 0.00289832 0.00298321 0.00304136 0.00027701 0.00117832 0.00199583 0.00037626 0.00305422 0.00198772 0.00294851 0.00221201 0.00285454 0.00119325 0.00312055 0.00306864 0.00025239 0.00286290 0.00300178 0.00295954 0.00314823 0.00308173 0.00308338 0.00315097 0.00284619 0.00202630 0.00025559 0.00233701 0.00301205 0.00309649 0.00306556 0.00289875 0.00383277 0.00121657 0.00294517 0.00308796 0.00386644 0.00034156 0.00205575 0.00281548 0.00308413 0.00025434 0.00302149 0.00305907 0.00132179 0.00306238 0.00305618 0.00274872 0.00315718 0.00308744 0.00304492 0.00125072 0.00230975 0.00295510 0.00301121 0.00033601 0.00270313 0.00304007 0.00305423
