s_3203	s_3356	s_3347	s_3226	s_3193	s_3277	s_3249	s_3328	s_3287	s_3254	s_3200	s_3185	s_3250	s_3224	s_3326	s_3268	s_3218	s_3227	s_3274	s_3358	s_3165	s_3181	s_3188	s_3297	s_3196	s_3164	s_3283	s_3304	s_3357	s_3174	s_3264	s_3237	s_3322	s_3342	s_3353	s_3325	s_3292	s_3190	s_3257	s_3266	s_3213	s_3191	s_3306	s_3189	s_3209	s_3355	s_3334	s_3242	s_3265	s_3253	s_3217	s_3288	s_3205	s_3345	s_3341	s_3319	s_3282	s_3337	s_3259	s_3223	s_3235	s_3284	s_3330	s_3244	s_3163	s_3220	s_3261	s_3271	s_3228	s_3167	s_3169	s_3215	s_3285	s_3251	s_3202	s_3225	s_3343	s_3258	s_3312	s_3210	s_3294	s_3238	s_3263	s_3233	s_3305	s_3313	s_3310	s_3187	s_3204	s_3275	s_3317	s_3262	s_3186	s_3171	s_3162	s_3241	s_3276	s_3332	s_3173	s_3230	s_3286	s_3240	s_3324	s_3350	s_3260	s_3278	s_3302	s_3195	s_3168	s_3321	s_3194	s_3206	s_3293	s_3247	s_3307	s_3243	s_3178	s_3255	s_3269	s_3340	s_3212	s_3245	s_3252	s_3207	s_3344	s_3183	s_3201	s_3175	s_3208	s_3267	s_3161	s_3216	s_3234	s_3354	s_3291	s_3170	s_3346	s_3308	s_3229	s_3318	s_3295	s_3166	s_3239	s_3197	s_3333	s_3222	s_3311	s_3314	s_3248	s_3214	s_3289
s_3200 0.00831994 0.00830635 0.00785435 0.00847307 0.00087961 0.00840110 0.00830569 0.00835909 0.00833062 0.00829203 0 0.00569862 0.00835457 0.00874451 0.00833460 0.00820095 0.00799027 0.00965305 0.00963631 0.00849316 0.00815171 0.00716721 0.00023546 0.00820935 0.00826580 0.00822741 0.00893114 0.00059828 0.00960492 0.00811175 0.00821324 0.00829612 0.00702808 0.00831367 0.00839255 0.00825928 0.00036926 0.00692339 0.00994777 0.00818195 0.00891558 0.00689774 0.00839457 0.00034838 0.00873383 0.00846157 0.00680862 0.00922045 0.00912244 0.00529469 0.00536302 0.00842069 0.00825678 0.00827899 0.00835517 0.01011467 0.01003187 0.00039605 0.00167272 0.00594220 0.00538970 0.00829048 0.00825606 0.01092423 0.00829070 0.00775550 0.00835171 0.00818491 0.00835451 0.00824027 0.00815343 0.00537282 0.00836161 0.00873078 0.00820750 0.00826347 0.00915771 0.00844315 0.00681928 0.00792171 0.00859777 0.00978935 0.00832177 0.00877554 0.00081810 0.00825314 0.00840881 0.00095919 0.00835939 0.00943954 0.00837562 0.00841489 0.00540384 0.00810624 0.00823497 0.00848516 0.00955510 0.00828485 0.00748029 0.00850654 0.00838593 0.00857142 0.00854618 0.00835444 0.00841923 0.06528412 0.00576841 0.00053566 0.00821888 0.00830699 0.00052552 0.00921320 0.00852071 0.00834241 0.00152407 0.00972594 0.00837986 0.00833090 0.00834176 0.00835295 0.00844750 0.00833661 0.00828172 0.00857675 0.00834180 0.00578724 0.00683840 0.00708482 0.00835970 0.00823392 0.00857804 0.00530133 0.00543221 0.00832385 0.00063890 0.00819578 0.00903079 0.00870009 0.00867528 0.00057597 0.00884544 0.00825573 0.00845287 0.00822126 0.00840489 0.00564566 0.00871881 0.00044967 0.00833099 0.00819358 0.00831720
s_3185 0.00795223 0.00794548 0.00343287 0.00814290 0.00683827 0.00803163 0.00792782 0.00797397 0.00811729 0.00785974 0.00569862 0 0.00794375 0.00840772 0.00793659 0.00788371 0.00768938 0.00470920 0.01092022 0.00812384 0.00781363 0.00753312 0.00570768 0.00810558 0.00798452 0.00781774 0.00851953 0.00701294 0.01109087 0.00776483 0.00783775 0.00801225 0.00759574 0.00799254 0.00796679 0.00786297 0.00674028 0.00742892 0.01005118 0.00777648 0.00843956 0.00741610 0.00817061 0.00587976 0.00834587 0.00816322 0.00745262 0.00407356 0.00867769 0.00043525 0.00070996 0.00812345 0.00782827 0.00810615 0.00796030 0.00988177 0.01014429 0.00653465 0.00737232 0.00105155 0.00079543 0.00792935 0.00792859 0.01240138 0.00787820 0.00834634 0.00792521 0.00788523 0.00322182 0.00783794 0.00772997 0.00077404 0.00815239 0.00826464 0.00795227 0.00788952 0.00900886 0.00827306 0.00745482 0.00303970 0.00825346 0.00436831 0.00802000 0.00844199 0.00756232 0.00841188 0.00355799 0.00650539 0.00799024 0.01056639 0.00798058 0.00799117 0.00035653 0.00776564 0.00786652 0.00319696 0.01084558 0.00816981 0.00755346 0.00321464 0.00809225 0.00326899 0.00318826 0.00798023 0.00801161 0.06056227 0.00069974 0.00640569 0.00785011 0.00799295 0.00640342 0.00896689 0.00826357 0.00792952 0.00794601 0.01116488 0.00799018 0.00785951 0.00795220 0.00799830 0.00806929 0.00798514 0.00788872 0.00817568 0.00790840 0.00071332 0.00747068 0.00741182 0.00802765 0.00788695 0.00814464 0.00070345 0.00076766 0.00802203 0.00716289 0.00774292 0.00872805 0.00844881 0.00338506 0.00687147 0.00846139 0.00784554 0.00319290 0.00798079 0.00807942 0.00072833 0.00835572 0.00695077 0.00796972 0.00774778 0.00805711
s_3250 0.00470618 0.00042970 0.01015439 0.00072997 0.00917841 0.00050820 0.00047989 0.00043256 0.00783125 0.00030669 0.00835457 0.00794375 0 0.00100502 0.00042205 0.00053642 0.00780612 0.00923038 0.01094061 0.00060497 0.00048823 0.00877293 0.00829251 0.00046363 0.00784005 0.00045080 0.00115333 0.00956658 0.01106877 0.00044559 0.00053401 0.00051021 0.00804526 0.00045334 0.00049729 0.00020623 0.00926445 0.00808886 0.00997315 0.00051886 0.00084711 0.00808395 0.00790311 0.00854747 0.00120301 0.00071416 0.00773873 0.00880391 0.00121243 0.00752703 0.00782309 0.00778699 0.00457400 0.00782677 0.00044565 0.00137348 0.00203519 0.00933669 0.01022740 0.00835228 0.00809292 0.00050690 0.00053007 0.01241587 0.00057484 0.00899808 0.00043950 0.00042287 0.00786041 0.00049828 0.00044178 0.00784904 0.00780245 0.00078221 0.00780471 0.00045152 0.00110872 0.00079897 0.00796676 0.01011750 0.00090358 0.00938508 0.00044169 0.00101697 0.00985114 0.00854809 0.01039904 0.00926938 0.00467698 0.01051795 0.00049593 0.00043359 0.00768073 0.00048262 0.00047687 0.00796855 0.01085508 0.00054396 0.00890012 0.00798779 0.00780352 0.00789668 0.00783336 0.00043100 0.00049295 0.04836221 0.00788945 0.00884709 0.00047286 0.00044241 0.00888147 0.00183655 0.00092055 0.00046364 0.01042804 0.01111677 0.00054918 0.00027946 0.00058915 0.00049760 0.00040206 0.00051020 0.00024343 0.00101074 0.00044949 0.00803543 0.00809022 0.00864183 0.00044552 0.00051776 0.00093426 0.00787077 0.00803693 0.00041911 0.00980995 0.00045511 0.00547370 0.00507754 0.00814441 0.00959405 0.00078615 0.00051064 0.00799701 0.00785338 0.00777154 0.00795090 0.00505463 0.00925687 0.00046250 0.00018779 0.00774567
s_3224 0.00496296 0.00082224 0.01070908 0.00099670 0.00978703 0.00079926 0.00087769 0.00080207 0.00834106 0.00098671 0.00874451 0.00840772 0.00100502 0 0.00082897 0.00083867 0.00824212 0.00916853 0.01146759 0.00097342 0.00086133 0.00930813 0.00873679 0.00081764 0.00821827 0.00082664 0.00145542 0.01001572 0.01163209 0.00083648 0.00081477 0.00089638 0.00884986 0.00084110 0.00088533 0.00089028 0.00975360 0.00878413 0.01053829 0.00083121 0.00157459 0.00869490 0.00839111 0.00895567 0.00149582 0.00108053 0.00848209 0.00906867 0.00168210 0.00806007 0.00801937 0.00832161 0.00486910 0.00828930 0.00081813 0.00191137 0.00225933 0.00973397 0.01067053 0.00890550 0.00807389 0.00082547 0.00086982 0.01275869 0.00095264 0.00957774 0.00082478 0.00080677 0.00814676 0.00086580 0.00082860 0.00803585 0.00836397 0.00150713 0.00815586 0.00073580 0.00141911 0.00115222 0.00871191 0.01072466 0.00114920 0.00934014 0.00083628 0.00137639 0.01049936 0.00881339 0.01105744 0.00970312 0.00495873 0.01109689 0.00088388 0.00082301 0.00814108 0.00084994 0.00085486 0.00817514 0.01139130 0.00082622 0.00937275 0.00820478 0.00831340 0.00816870 0.00819965 0.00081431 0.00078066 0.05291767 0.00835515 0.00946515 0.00084473 0.00082811 0.00944593 0.00236282 0.00112665 0.00086812 0.01078064 0.01151967 0.00093862 0.00095621 0.00095180 0.00085685 0.00112756 0.00089463 0.00098669 0.00132930 0.00082785 0.00859437 0.00876923 0.00921374 0.00078513 0.00082638 0.00133195 0.00804905 0.00812493 0.00082284 0.01039386 0.00083073 0.00577785 0.00544141 0.00831741 0.01004918 0.00113050 0.00088238 0.00819905 0.00824907 0.00835899 0.00850626 0.00539593 0.00994741 0.00086880 0.00086259 0.00830604
s_3326 0.00443444 0.00006382 0.01029754 0.00055739 0.00939014 0.00009394 0.00007708 0.00006568 0.00786980 0.00041815 0.00833460 0.00793659 0.00042205 0.00082897 0 0.00021357 0.00772859 0.00910116 0.01095338 0.00020471 0.00008974 0.00896095 0.00832065 0.00019289 0.00782382 0.00006842 0.00070344 0.00970728 0.01112324 0.00007974 0.00019722 0.00009903 0.00852904 0.00007680 0.00012282 0.00034335 0.00949580 0.00844160 0.01003511 0.00020255 0.00090117 0.00840710 0.00800932 0.00852148 0.00092288 0.00030323 0.00814225 0.00875823 0.00106293 0.00787096 0.00777534 0.00806673 0.00433864 0.00789094 0.00007783 0.00135379 0.00166312 0.00949582 0.01019661 0.00842383 0.00792287 0.00019132 0.00023433 0.01221744 0.00013758 0.00903979 0.00006583 0.00019255 0.00787009 0.00009539 0.00006199 0.00778939 0.00810937 0.00093927 0.00768959 0.00035461 0.00063353 0.00044141 0.00837255 0.01005737 0.00060018 0.00931675 0.00007697 0.00057473 0.01028788 0.00849049 0.01081119 0.00924941 0.00436736 0.01055078 0.00012806 0.00006439 0.00780829 0.00007909 0.00007710 0.00798043 0.01078831 0.00018858 0.00882671 0.00794367 0.00816362 0.00786376 0.00801679 0.00006413 0.00008158 0.05652269 0.00817958 0.00906332 0.00007384 0.00007472 0.00905077 0.00160711 0.00058267 0.00009377 0.01049581 0.01093697 0.00016068 0.00037509 0.00031920 0.00011060 0.00051057 0.00009922 0.00036855 0.00076432 0.00007029 0.00807749 0.00841012 0.00886481 0.00028969 0.00019594 0.00051120 0.00768856 0.00789596 0.00006453 0.01016435 0.00006876 0.00524145 0.00486385 0.00813901 0.00971863 0.00058304 0.00010459 0.00798811 0.00784139 0.00800988 0.00808707 0.00478050 0.00965417 0.00007887 0.00033516 0.00800837
s_3268 0.00447438 0.00019966 0.00979753 0.00058976 0.00928828 0.00016144 0.00023184 0.00020646 0.00782237 0.00054223 0.00820095 0.00788371 0.00053642 0.00083867 0.00021357 0 0.00774379 0.00894130 0.01083043 0.00035559 0.00023480 0.00868117 0.00819742 0.00015492 0.00774137 0.00020139 0.00075353 0.00917146 0.01097969 0.00021546 0.00017470 0.00024973 0.00790497 0.00022038 0.00026405 0.00046449 0.00889538 0.00809589 0.01007862 0.00015989 0.00104663 0.00810672 0.00772147 0.00839265 0.00104894 0.00044632 0.00775114 0.00846879 0.00099649 0.00776971 0.00761408 0.00778315 0.00439471 0.00766908 0.00021328 0.00143177 0.00154932 0.00911676 0.01025707 0.00833960 0.00781556 0.00015680 0.00028351 0.01235661 0.00028879 0.00902574 0.00021069 0.00015859 0.00777253 0.00024182 0.00021516 0.00766941 0.00781061 0.00105477 0.00769739 0.00031836 0.00074608 0.00042000 0.00770647 0.00998429 0.00048965 0.00935560 0.00021554 0.00071789 0.00968849 0.00819460 0.01011856 0.00906947 0.00441422 0.01045821 0.00025566 0.00021288 0.00769178 0.00023040 0.00022419 0.00790411 0.01074937 0.00023318 0.00855883 0.00789412 0.00781286 0.00781608 0.00753101 0.00020864 0.00014988 0.03965590 0.00758231 0.00899613 0.00021739 0.00021602 0.00895486 0.00169076 0.00044206 0.00022985 0.00983991 0.01100439 0.00029348 0.00049985 0.00028280 0.00024312 0.00061973 0.00025262 0.00047178 0.00093444 0.00020875 0.00796610 0.00807906 0.00858664 0.00038610 0.00016881 0.00063391 0.00762399 0.00778765 0.00020460 0.00960077 0.00021427 0.00520131 0.00485854 0.00806787 0.00912618 0.00043800 0.00025267 0.00787477 0.00775256 0.00778890 0.00794706 0.00481457 0.00919716 0.00023207 0.00044901 0.00775108
s_3218 0.00731004 0.00770690 0.01044199 0.00800150 0.00861815 0.00773582 0.00766629 0.00771998 0.00764376 0.00778883 0.00799027 0.00768938 0.00780612 0.00824212 0.00772859 0.00774379 0 0.00815019 0.00953025 0.00791462 0.00769295 0.00783782 0.00793593 0.00773396 0.00710040 0.00765462 0.00831920 0.00843993 0.00948316 0.00772248 0.00775955 0.00773635 0.00781787 0.00771448 0.00778375 0.00774588 0.00823103 0.00767360 0.00972251 0.00774444 0.00841718 0.00764062 0.00726452 0.00811467 0.00808741 0.00789693 0.00768581 0.00765516 0.00855378 0.00740706 0.00731877 0.00766888 0.00723335 0.00717410 0.00772752 0.00877410 0.00937240 0.00812626 0.00935798 0.00782896 0.00743157 0.00774846 0.00787477 0.01071288 0.00780570 0.00885686 0.00772276 0.00769677 0.00682357 0.00775307 0.00771963 0.00737061 0.00762744 0.00817007 0.00705313 0.00776645 0.00823357 0.00786499 0.00771290 0.01012995 0.00810376 0.00812047 0.00771164 0.00816023 0.00866289 0.00723802 0.01063894 0.00874236 0.00723690 0.00936122 0.00774843 0.00772738 0.00741148 0.00774680 0.00774529 0.00683856 0.00949261 0.00778708 0.00796703 0.00686458 0.00767464 0.00684064 0.00688619 0.00771901 0.00774438 0.09860242 0.00780616 0.00822115 0.00773822 0.00770460 0.00827360 0.00865246 0.00799629 0.00773999 0.00933980 0.00958142 0.00779560 0.00775962 0.00782872 0.00777557 0.00787152 0.00773086 0.00775398 0.00792668 0.00770393 0.00776738 0.00772525 0.00771057 0.00766793 0.00776674 0.00807130 0.00727299 0.00748722 0.00774557 0.00852892 0.00768123 0.00800123 0.00770682 0.00702185 0.00837504 0.00802617 0.00776373 0.00685724 0.00711346 0.00760604 0.00767985 0.00766187 0.00822782 0.00769714 0.00760281 0.00755693
s_3227 0.00845426 0.00904816 0.00790923 0.00909840 0.01078056 0.00919069 0.00901484 0.00909454 0.00893549 0.00903079 0.00965305 0.00470920 0.00923038 0.00916853 0.00910116 0.00894130 0.00815019 0 0.01189759 0.00914730 0.00876430 0.00939704 0.00966079 0.00918841 0.00818248 0.00882668 0.00970892 0.01114090 0.01198443 0.00871074 0.00907530 0.00915738 0.00951544 0.00904669 0.00914122 0.00894627 0.01084190 0.00923904 0.01104275 0.00902611 0.00945494 0.00920703 0.00840691 0.00999163 0.00935842 0.00935072 0.00939251 0.00253854 0.00983239 0.00449292 0.00435116 0.00895070 0.00817011 0.00829761 0.00911053 0.01004670 0.01088476 0.01102604 0.01216451 0.00508094 0.00449952 0.00900355 0.00913754 0.01360216 0.00888676 0.01015194 0.00909286 0.00901199 0.00167822 0.00882670 0.00874255 0.00441302 0.00891391 0.00965546 0.00811781 0.00856487 0.00962369 0.00936629 0.00951573 0.00711187 0.00949852 0.00321226 0.00911653 0.00955373 0.01160045 0.00859806 0.00772002 0.01072977 0.00841321 0.01145332 0.00916325 0.00910528 0.00440817 0.00868433 0.00888460 0.00167543 0.01180061 0.00899364 0.00923521 0.00169606 0.00894192 0.00175559 0.00168268 0.00908969 0.00915253 0.05993100 0.00484408 0.01042037 0.00882420 0.00905354 0.01044723 0.01050818 0.00945629 0.00911978 0.01213493 0.01233487 0.00903856 0.00893289 0.00927365 0.00911682 0.00885550 0.00916122 0.00905052 0.00939063 0.00910050 0.00483066 0.00931729 0.00913770 0.00886506 0.00894844 0.00920354 0.00436482 0.00448266 0.00908960 0.01164436 0.00877005 0.00920886 0.00891265 0.00184226 0.01137668 0.00943390 0.00883071 0.00170246 0.00803405 0.00887229 0.00475865 0.00887295 0.01103735 0.00911387 0.00849544 0.00883629
s_3274 0.01092874 0.01093903 0.01368107 0.01119554 0.01025458 0.01097402 0.01078235 0.01095991 0.01090016 0.01100213 0.00963631 0.01092022 0.01094061 0.01146759 0.01095338 0.01083043 0.00953025 0.01189759 0 0.01113536 0.01093846 0.01092389 0.00970323 0.01097001 0.01076429 0.01093625 0.01149751 0.01046110 0.00083275 0.01094732 0.01091873 0.01099409 0.01094115 0.01094234 0.01099055 0.01100334 0.01012996 0.01074848 0.00485660 0.01083918 0.01158620 0.01068567 0.01083757 0.00970364 0.01103520 0.01109699 0.01079942 0.01141308 0.01170251 0.01058806 0.01045172 0.01088811 0.01073147 0.01077856 0.01097810 0.01220207 0.01238354 0.01005648 0.01149254 0.01126366 0.01076730 0.01096553 0.01105352 0.00250311 0.01102226 0.01258265 0.01092144 0.01084389 0.01047428 0.01098720 0.01096668 0.01048966 0.01087433 0.01152219 0.01072226 0.01095245 0.01133125 0.01021395 0.01082476 0.01298230 0.01128305 0.01198505 0.01086371 0.01142915 0.01060461 0.01089569 0.01380267 0.01039905 0.01083751 0.00078410 0.01096373 0.01087448 0.01069814 0.01099686 0.01096679 0.01068517 0.00081010 0.01098347 0.01094082 0.01044475 0.01089415 0.01061143 0.01067295 0.01095882 0.01097590 0.09211451 0.01104460 0.00989405 0.01097919 0.01092321 0.00992271 0.01146699 0.01120605 0.01067953 0.01118171 0.00116312 0.01101458 0.01101138 0.01103614 0.01096713 0.01112850 0.01099679 0.01102626 0.01117470 0.01089910 0.01101313 0.01080563 0.01079414 0.01090796 0.01096361 0.01123788 0.01055477 0.01074010 0.01096593 0.01044599 0.01089842 0.01173121 0.01139853 0.01087431 0.01030971 0.01135938 0.01098372 0.01066007 0.01079158 0.01084656 0.01083543 0.01137396 0.01017680 0.01086577 0.01081101 0.01076793
s_3358 0.00458070 0.00021262 0.01066476 0.00070651 0.00953904 0.00025467 0.00024265 0.00020681 0.00797210 0.00058830 0.00849316 0.00812384 0.00060497 0.00097342 0.00020471 0.00035559 0.00791462 0.00914730 0.01113536 0 0.00024867 0.00904388 0.00838062 0.00030219 0.00805360 0.00021849 0.00084877 0.00980501 0.01123769 0.00021244 0.00035437 0.00027485 0.00870672 0.00021528 0.00024809 0.00048964 0.00960576 0.00863072 0.01012717 0.00036670 0.00109037 0.00854834 0.00825288 0.00865470 0.00112956 0.00041795 0.00842147 0.00890082 0.00118581 0.00796529 0.00786802 0.00813843 0.00448510 0.00815349 0.00024274 0.00155976 0.00175193 0.00925123 0.01044948 0.00859330 0.00803779 0.00032346 0.00048097 0.01242622 0.00029986 0.00920754 0.00021753 0.00025167 0.00798005 0.00023857 0.00021403 0.00790342 0.00811565 0.00106937 0.00798493 0.00041590 0.00079602 0.00057119 0.00858815 0.01018537 0.00072222 0.00940622 0.00020555 0.00075746 0.01039077 0.00862619 0.01096156 0.00935864 0.00451063 0.01071383 0.00027545 0.00020771 0.00787764 0.00023831 0.00022937 0.00807118 0.01097243 0.00035817 0.00884213 0.00803538 0.00822344 0.00800189 0.00812033 0.00020181 0.00023708 0.05665361 0.00820890 0.00923448 0.00021658 0.00020390 0.00923282 0.00176782 0.00076480 0.00024118 0.01061145 0.01110389 0.00028947 0.00055892 0.00042502 0.00025167 0.00065809 0.00031247 0.00053818 0.00095840 0.00021736 0.00818522 0.00860759 0.00908511 0.00043616 0.00032105 0.00068166 0.00780032 0.00799361 0.00021497 0.01025442 0.00020999 0.00539693 0.00497940 0.00828397 0.00980754 0.00069141 0.00025414 0.00810174 0.00807918 0.00810548 0.00821328 0.00493288 0.00981805 0.00022592 0.00049514 0.00808761
s_3165 0.00442295 0.00008787 0.01025215 0.00058937 0.00921883 0.00011878 0.00011987 0.00009222 0.00782224 0.00047592 0.00815171 0.00781363 0.00048823 0.00086133 0.00008974 0.00023480 0.00769295 0.00876430 0.01093846 0.00024867 0 0.00867793 0.00814600 0.00017912 0.00781951 0.00010230 0.00073987 0.00952218 0.01109570 0.00010248 0.00024173 0.00015425 0.00841996 0.00010526 0.00014812 0.00038030 0.00924212 0.00819675 0.00998173 0.00022985 0.00095498 0.00822284 0.00794935 0.00837326 0.00098216 0.00035362 0.00803553 0.00867375 0.00110592 0.00772047 0.00758601 0.00779782 0.00432415 0.00787174 0.00009440 0.00141059 0.00162756 0.00944108 0.01025855 0.00822103 0.00770695 0.00022440 0.00035786 0.01209108 0.00019765 0.00888601 0.00009041 0.00013388 0.00774384 0.00012888 0.00011800 0.00761452 0.00790292 0.00094233 0.00778049 0.00030185 0.00070024 0.00047798 0.00820079 0.00965040 0.00063551 0.00906996 0.00009753 0.00061863 0.01008246 0.00835185 0.01060325 0.00897368 0.00439996 0.01055753 0.00015698 0.00009037 0.00764801 0.00012078 0.00011548 0.00775488 0.01085089 0.00024496 0.00846246 0.00780647 0.00779542 0.00770220 0.00780427 0.00008602 0.00011717 0.04390483 0.00797643 0.00891939 0.00011086 0.00010649 0.00884632 0.00152962 0.00060125 0.00012275 0.01031603 0.01087876 0.00019723 0.00042224 0.00030209 0.00014294 0.00056429 0.00014108 0.00041644 0.00080757 0.00009941 0.00787634 0.00824855 0.00862951 0.00030491 0.00022773 0.00055825 0.00753079 0.00768438 0.00009640 0.01004047 0.00010777 0.00524097 0.00487165 0.00788972 0.00952941 0.00054630 0.00014175 0.00775799 0.00776098 0.00788343 0.00791596 0.00483288 0.00951606 0.00011273 0.00036882 0.00783694
s_3181 0.00791949 0.00896663 0.01009116 0.00919038 0.00817850 0.00886848 0.00890705 0.00886820 0.00822072 0.00879439 0.00716721 0.00753312 0.00877293 0.00930813 0.00896095 0.00868117 0.00783782 0.00939704 0.01092389 0.00904388 0.00867793 0 0.00709848 0.00886763 0.00716903 0.00883973 0.00936454 0.00849621 0.01100126 0.00871196 0.00873372 0.00892104 0.00061493 0.00893435 0.00902454 0.00861554 0.00823497 0.00043742 0.00980877 0.00869238 0.00885999 0.00040255 0.00729522 0.00739969 0.00920540 0.00910155 0.00041516 0.00880645 0.00949389 0.00726216 0.00735063 0.00822169 0.00785273 0.00721206 0.00899291 0.01059466 0.01050484 0.00873224 0.00957931 0.00786957 0.00737898 0.00881841 0.00877831 0.01250903 0.00887132 0.00620112 0.00896597 0.00883429 0.00814662 0.00889181 0.00875963 0.00733705 0.00822368 0.00917836 0.00714029 0.00894500 0.00961440 0.00891903 0.00050571 0.00953188 0.00899229 0.00929765 0.00891275 0.00940120 0.00898672 0.00841591 0.01036835 0.00798893 0.00797985 0.01059920 0.00898543 0.00894168 0.00729063 0.00866944 0.00879266 0.00807114 0.01087025 0.00893593 0.00084834 0.00814446 0.00824569 0.00810645 0.00814823 0.00900807 0.00883796 0.05454282 0.00765562 0.00781328 0.00875383 0.00893393 0.00783795 0.01017933 0.00903574 0.00902500 0.00934769 0.01122592 0.00894724 0.00883550 0.00882304 0.00890812 0.00885286 0.00896073 0.00882416 0.00930723 0.00897610 0.00763359 0.00047189 0.00035407 0.00898454 0.00873829 0.00911305 0.00735575 0.00739715 0.00899621 0.00918048 0.00879991 0.00867882 0.00839965 0.00828856 0.00890952 0.00935886 0.00876574 0.00797341 0.00713499 0.00822359 0.00754747 0.00829194 0.00844125 0.00892659 0.00860009 0.00821748
s_3188 0.00828056 0.00828469 0.00792153 0.00845515 0.00083452 0.00836627 0.00824992 0.00830955 0.00835109 0.00823972 0.00023546 0.00570768 0.00829251 0.00873679 0.00832065 0.00819742 0.00793593 0.00966079 0.00970323 0.00838062 0.00814600 0.00709848 0 0.00820492 0.00827180 0.00816730 0.00887058 0.00061142 0.00966826 0.00813101 0.00817041 0.00826130 0.00699436 0.00829129 0.00834509 0.00822862 0.00035774 0.00685108 0.01001889 0.00818241 0.00884477 0.00682799 0.00838026 0.00029302 0.00862734 0.00840983 0.00689248 0.00915590 0.00904728 0.00532479 0.00539408 0.00844554 0.00820855 0.00828831 0.00832510 0.01008194 0.00989344 0.00039023 0.00164115 0.00596268 0.00541865 0.00832597 0.00827260 0.01091513 0.00823933 0.00750986 0.00830347 0.00812027 0.00842087 0.00823539 0.00814310 0.00539471 0.00835903 0.00867122 0.00821284 0.00827400 0.00920587 0.00847486 0.00682348 0.00779345 0.00853958 0.00959306 0.00828307 0.00870649 0.00081919 0.00826685 0.00841253 0.00090083 0.00832117 0.00945611 0.00831940 0.00830770 0.00543077 0.00810444 0.00823334 0.00842760 0.00962645 0.00829340 0.00752451 0.00845059 0.00839352 0.00843872 0.00848998 0.00831880 0.00835648 0.06526905 0.00578292 0.00049616 0.00817155 0.00825700 0.00048145 0.00915060 0.00848899 0.00826574 0.00150832 0.00975094 0.00834021 0.00826131 0.00832952 0.00829953 0.00840742 0.00825406 0.00825201 0.00852737 0.00828565 0.00580588 0.00688100 0.00703780 0.00825077 0.00821327 0.00850413 0.00532881 0.00544896 0.00826927 0.00065680 0.00815840 0.00897572 0.00867476 0.00856148 0.00055338 0.00876993 0.00825096 0.00842587 0.00820575 0.00839167 0.00561684 0.00868125 0.00043095 0.00827022 0.00813633 0.00830658
s_3297 0.00447772 0.00014103 0.01017525 0.00051031 0.00968172 0.00012307 0.00017272 0.00014546 0.00785299 0.00049677 0.00820935 0.00810558 0.00046363 0.00081764 0.00019289 0.00015492 0.00773396 0.00918841 0.01097001 0.00030219 0.00017912 0.00886763 0.00820492 0 0.00769012 0.00014650 0.00070990 0.00949347 0.01111230 0.00014954 0.00013937 0.00019583 0.00854748 0.00015826 0.00020033 0.00041248 0.00937641 0.00846733 0.01001392 0.00014555 0.00094389 0.00847979 0.00782772 0.00842708 0.00097935 0.00039009 0.00820108 0.00884417 0.00095295 0.00775283 0.00762172 0.00804387 0.00436659 0.00774971 0.00015464 0.00138558 0.00154216 0.00938628 0.01018691 0.00839224 0.00779661 0.00015847 0.00019722 0.01225438 0.00023236 0.00904633 0.00014533 0.00014513 0.00791893 0.00017912 0.00015145 0.00763740 0.00804098 0.00097319 0.00754868 0.00029686 0.00067601 0.00036063 0.00834737 0.01001550 0.00049198 0.00942805 0.00015405 0.00066941 0.01028857 0.00835678 0.01052052 0.00909896 0.00443208 0.01054486 0.00019764 0.00014426 0.00792522 0.00016438 0.00016357 0.00802054 0.01079006 0.00013602 0.00883594 0.00801826 0.00810687 0.00793645 0.00788525 0.00014769 0.00011106 0.05709926 0.00809308 0.00932594 0.00016808 0.00015412 0.00925725 0.00167574 0.00046517 0.00018092 0.01019319 0.01088159 0.00023463 0.00040624 0.00029533 0.00018639 0.00054510 0.00019459 0.00043838 0.00086506 0.00014568 0.00823710 0.00841644 0.00874570 0.00035934 0.00014615 0.00059958 0.00762971 0.00785401 0.00014695 0.00999148 0.00015197 0.00525942 0.00494983 0.00819594 0.00962966 0.00051298 0.00019243 0.00802740 0.00770358 0.00789158 0.00799329 0.00486225 0.00980061 0.00017445 0.00035683 0.00792834
