s_1645	s_1669	F_28	s_1661	s_1633	F_47	F_17	F_12	F_53	F_35	F_51	s_1688	s_1655	s_1617	s_1630	F_58	F_13	s_1626	F_37	s_1622	s_1691	s_1658	s_1666	F_39	F_44	F_64	F_31	s_1649	F_61	G_2	F_26	s_1613	F_19	F_21	s_1653	s_1667	s_1674	G_5	s_1684	F_32	s_1641	s_1686	s_1643	F_56	s_1689	s_1672	F_59	s_1632	F_41	F_27	F_54	F_15	s_1627	F_45	s_1664	s_1624	s_1615	s_1639	F_24	s_1679	s_1612	G_9	s_1677	s_1647	G_4	s_1692	F_52	F_34	F_25	s_1650	s_1620	F_11	F_18	F_62	F_43	s_1614	s_1648	F_29	s_1657	s_1671	s_1625	s_1646	s_1656	F_42	s_1660	F_40	s_1636	s_1690	s_1687	F_14	F_60	F_48	s_1682	F_20	F_23	F_57	s_1659	s_1676	s_1680	s_1638	s_1631	s_1662	F_36	F_66	F_38	G_7	s_1644	F_55	s_1637	F_67	F_46	F_65	G_8	s_1673	F_63	F_16	G_1	s_1654	s_1681	s_1683	s_1665	F_22	s_1621	G_6	F_30	s_1628	s_1685	s_1651	s_1642	G_3	F_33	F_50	s_1675	s_1668	s_1670	s_1678	F_49	s_1640	s_1623
F_51 0.00004924 0.00005330 0.00003763 0.00005952 0.00492608 0.00003712 0.00003763 0.00532051 0.00532863 0.00003506 0 0.00005243 0.07949542 0.00473628 0.00482586 0.00556237 0.00539527 0.00005939 0.00540263 0.00515810 0.00491942 0.00005936 0.00005388 0.00003675 0.07538897 0.15228637 0.00513303 0.00464759 0.00003655 0.00539541 0.00548683 0.00005124 0.00003963 0.00003785 0.00507665 0.00005341 0.00499435 0.00001573 0.00507611 0.00531079 0.00489464 0.00507485 0.00005077 0.00548964 0.00005281 0.00507615 0.00004920 0.00494148 0.00004006 0.00003598 0.00505733 0.00495047 0.00005676 0.00511762 0.00006028 0.00507729 0.00502366 0.00494180 0.00494765 0.00502105 0.08377688 0.00001363 0.00502057 0.00005101 0.00004053 0.00004702 0.00524090 0.00524185 0.00004183 0.00487268 0.00510475 0.00494586 0.00003808 0.00000000 0.00002730 0.00004994 0.00005895 0.00516474 0.07869480 0.00487339 0.00004676 0.00006694 0.00516078 0.00529083 0.00005995 0.00521340 0.00005125 0.00502508 0.00502186 0.00004109 0.07535473 0.00513041 0.00505618 0.00484965 0.00004101 0.00495324 0.00005994 0.00504674 0.00499712 0.00485892 0.00491915 0.00005973 0.00003805 0.00003654 0.00539519 0.00001284 0.00005066 0.00002512 0.00005041 0.00001294 0.00003663 0.00546976 0.00539430 0.00503907 0.00003835 0.00003810 0.00507099 0.00005175 0.00507756 0.00502335 0.00005319 0.00000925 0.00502343 0.00001479 0.00521955 0.05751163 0.00507837 0.00493935 0.00492062 0.00487427 0.00531918 0.15138306 0.00510633 0.00005257 0.00005304 0.00502123 0.00005166 0.00498961 0.00471360
s_1688 0.00000242 0.00000024 0.00003300 0.00001652 0.00481301 0.00001520 0.00001496 0.00532632 0.00532943 0.00005740 0.00005243 0 0.07960177 0.00473027 0.00479930 0.00551872 0.00543134 0.00000534 0.00542873 0.00543815 0.00479915 0.00001626 0.00000096 0.00002796 0.07533125 0.15273374 0.00510701 0.00471205 0.00003300 0.00558133 0.00551940 0.00000437 0.00002927 0.00004488 0.00536114 0.00000120 0.00528490 0.00004767 0.00536869 0.00531142 0.00480921 0.00537746 0.00000485 0.00546108 0.00000000 0.00539267 0.00000484 0.00483126 0.00001522 0.00002724 0.00511770 0.00520778 0.00000975 0.00510410 0.00001701 0.00536281 0.00528986 0.00483245 0.00524475 0.00531087 0.08349460 0.00004079 0.00531435 0.00000412 0.00002997 0.00003713 0.00522879 0.00529215 0.00003215 0.00477793 0.00539556 0.00521138 0.00001248 1.00000000 0.00003226 0.00000243 0.00001432 0.00512541 0.07844633 0.00517161 0.00000218 0.00002417 0.00545893 0.00530927 0.00001601 0.00522525 0.00000437 0.00539768 0.00530462 0.00003816 0.07532819 0.00511472 0.00534033 0.00517509 0.00003189 0.00542351 0.00001622 0.00535491 0.00528515 0.00483310 0.00480260 0.00001702 0.00002309 0.00003377 0.00539117 0.00003759 0.00000485 0.00004559 0.00000413 0.00003856 0.00003349 0.00563276 0.00552344 0.00532872 0.00003102 0.00003447 0.00534416 0.00000440 0.00536222 0.00530771 0.00000144 0.00004084 0.00531072 0.00004202 0.00523836 0.05757448 0.00536040 0.00481782 0.00483638 0.00513131 0.00532907 0.15242026 0.00541438 0.00000072 0.00000048 0.00530936 0.00000776 0.00485716 0.00496886
s_1655 0.07966591 0.07953694 0.07626596 0.07954230 0.07549977 0.07940410 0.07945268 0.08275026 0.08272598 0.07534378 0.07949542 0.07960177 0 0.07951213 0.07941858 0.08259613 0.08212528 0.07973782 0.08177730 0.07938976 0.07582380 0.07953690 0.07955593 0.07938835 0.07487806 0.15289367 0.08016528 0.07305208 0.07626685 0.08096290 0.08260575 0.07966362 0.07986455 0.07609278 0.07907507 0.07958267 0.07917764 0.07954418 0.07966597 0.08235467 0.07634653 0.07953547 0.07968675 0.08270147 0.07958688 0.07882715 0.07946142 0.07529328 0.07979230 0.07941381 0.08023808 0.07602747 0.07900343 0.08015470 0.07956828 0.07908554 0.07847630 0.07520856 0.07602153 0.07916764 0.00000059 0.07966335 0.07916424 0.07967161 0.07985959 0.07626229 0.08280061 0.08215010 0.07983418 0.07452408 0.07905978 0.07600620 0.07944289 1.00000000 0.07539910 0.07966954 0.07972054 0.08021515 0.00000061 0.07917678 0.07965837 0.07937992 0.07948140 0.08263702 0.07954709 0.08095256 0.07966982 0.07915724 0.07922318 0.07621340 0.07486771 0.08010560 0.07910227 0.07841544 0.07978602 0.07913932 0.07958644 0.07904986 0.07917367 0.07989328 0.07536291 0.07952461 0.07983254 0.07618850 0.08225195 0.07934865 0.07967763 0.07555233 0.07966232 0.07931078 0.07626598 0.08331738 0.08096169 0.07907817 0.07603624 0.07619788 0.07762174 0.07931088 0.07922659 0.07925543 0.07953657 0.07958812 0.07904989 0.07958921 0.08068697 0.00002470 0.07924804 0.07441943 0.07575160 0.07615929 0.08230512 0.15145383 0.07903903 0.07955074 0.07954277 0.07917332 0.07954544 0.07383239 0.07404980
s_1617 0.00471010 0.00470108 0.00473669 0.00471121 0.00005709 0.00476320 0.00476492 0.00552159 0.00552260 0.00468540 0.00473628 0.00473027 0.07951213 0 0.00000200 0.00545005 0.00542808 0.00452899 0.00467597 0.00551120 0.00005834 0.00470958 0.00472528 0.00474347 0.07453921 0.15172855 0.00513156 0.00006057 0.00474926 0.00552659 0.00548649 0.00472436 0.00475582 0.00477697 0.00549359 0.00472825 0.00548958 0.00472014 0.00551584 0.00552222 0.00005215 0.00551160 0.00470410 0.00556436 0.00472934 0.00548933 0.00467024 0.00005403 0.00478995 0.00474244 0.00508587 0.00084585 0.00447092 0.00507717 0.00471182 0.00549448 0.00546820 0.00005750 0.00088040 0.00548948 0.08385121 0.00473985 0.00548960 0.00470356 0.00475794 0.00483337 0.00499292 0.00537902 0.00476716 0.00006077 0.00549256 0.00088033 0.00477105 1.00000000 0.00476673 0.00468746 0.00470915 0.00514121 0.08213060 0.00547772 0.00470687 0.00466831 0.00551284 0.00552094 0.00468167 0.00532659 0.00467736 0.00550594 0.00548580 0.00477080 0.07453284 0.00507605 0.00549415 0.00080577 0.00476628 0.00549644 0.00468391 0.00549084 0.00548413 0.00000218 0.00005636 0.00471202 0.00476482 0.00474916 0.00544589 0.00470543 0.00470444 0.00474228 0.00470257 0.00473685 0.00477606 0.00540852 0.00542709 0.00549882 0.00483682 0.00475247 0.00086668 0.00469866 0.00549401 0.00548709 0.00472508 0.00471510 0.00550529 0.00471354 0.00527748 0.06439184 0.00548732 0.00006871 0.00010810 0.00080891 0.00552071 0.14839915 0.00549358 0.00472794 0.00472828 0.00548611 0.00466882 0.00016171 0.00548971
s_1630 0.00479951 0.00479697 0.00482726 0.00483640 0.00001515 0.00482506 0.00479764 0.00560274 0.00560211 0.00480602 0.00482586 0.00479930 0.07941858 0.00000200 0 0.00550481 0.00549806 0.00478805 0.00469323 0.00559128 0.00001444 0.00480221 0.00482557 0.00479397 0.07573406 0.15159591 0.00525624 0.00000415 0.00483759 0.00550536 0.00550330 0.00482043 0.00487751 0.00486889 0.00557561 0.00479789 0.00557436 0.00481011 0.00561096 0.00560495 0.00001263 0.00560548 0.00482768 0.00561315 0.00482787 0.00557171 0.00479488 0.00001294 0.00488291 0.00479751 0.00520505 0.00085905 0.00469674 0.00519832 0.00480756 0.00556350 0.00557383 0.00001701 0.00085391 0.00557488 0.08347669 0.00480060 0.00557351 0.00482746 0.00484682 0.00489766 0.00502943 0.00541353 0.00488373 0.00001910 0.00556514 0.00085386 0.00480054 1.00000000 0.00485509 0.00480555 0.00483050 0.00526122 0.08184109 0.00556968 0.00481819 0.00478862 0.00560704 0.00560055 0.00480385 0.00542366 0.00479836 0.00557811 0.00556972 0.00483241 0.07574813 0.00519602 0.00557919 0.00081573 0.00488073 0.00557991 0.00480623 0.00557632 0.00557085 0.00000074 0.00001451 0.00483586 0.00488117 0.00487009 0.00549451 0.00482339 0.00482732 0.00482732 0.00479672 0.00479963 0.00486821 0.00550257 0.00550549 0.00557628 0.00490080 0.00484204 0.00088061 0.00482250 0.00557743 0.00557036 0.00479767 0.00480667 0.00556457 0.00482918 0.00536705 0.06075695 0.00557193 0.00002576 0.00006216 0.00082371 0.00559965 0.14744818 0.00557792 0.00482583 0.00482855 0.00557011 0.00481695 0.00011004 0.00522765
F_58 0.00552618 0.00552493 0.00553559 0.00553419 0.00546920 0.00551607 0.00551886 0.00468640 0.00466750 0.00553229 0.00556237 0.00551872 0.08259613 0.00545005 0.00550481 0 0.00472678 0.00549959 0.00494157 0.00505033 0.00548725 0.00552668 0.00551742 0.00552185 0.07612139 0.15197929 0.00527845 0.00536033 0.00556526 0.00480534 0.00466124 0.00552769 0.00557379 0.00558999 0.00503163 0.00552674 0.00502401 0.00555992 0.00505542 0.00467281 0.00544420 0.00505706 0.00553112 0.00482658 0.00552671 0.00503720 0.00550630 0.00550784 0.00557640 0.00551211 0.00530109 0.00583571 0.00549032 0.00529249 0.00553484 0.00503172 0.00501640 0.00551551 0.00582096 0.00502745 0.08511695 0.00556612 0.00503064 0.00552623 0.00558031 0.00560080 0.00537635 0.00476243 0.00558283 0.00552068 0.00503467 0.00582196 0.00551339 0.00000000 0.00556479 0.00552741 0.00553651 0.00531433 0.08037535 0.00481954 0.00552486 0.00551010 0.00505710 0.00468534 0.00553911 0.00478654 0.00553171 0.00503281 0.00503313 0.00553134 0.07589979 0.00530825 0.00503446 0.00579797 0.00557853 0.00502555 0.00553776 0.00503226 0.00502786 0.00551834 0.00550628 0.00552679 0.00556986 0.00556722 0.00470671 0.00551404 0.00552504 0.00558294 0.00552795 0.00555788 0.00553128 0.00474507 0.00480407 0.00503479 0.00558891 0.00553254 0.00582457 0.00553803 0.00503111 0.00503292 0.00551306 0.00556615 0.00503129 0.00556244 0.00553948 0.05891835 0.00503315 0.00545798 0.00575003 0.00578741 0.00468301 0.15161337 0.00503275 0.00551703 0.00552679 0.00502734 0.00550470 0.00571004 0.00464643
F_13 0.00540478 0.00543051 0.00541020 0.00541192 0.00546059 0.00539534 0.00539420 0.00495049 0.00495532 0.00539198 0.00539527 0.00543134 0.08212528 0.00542808 0.00549806 0.00472678 0 0.00541110 0.00488681 0.00504037 0.00547884 0.00540250 0.00542819 0.00539792 0.07581506 0.15047622 0.00515259 0.00533606 0.00540534 0.00501278 0.00069259 0.00540693 0.00539422 0.00539050 0.00497644 0.00543519 0.00494886 0.00539591 0.00501467 0.00494077 0.00545205 0.00498725 0.00541050 0.00483405 0.00543018 0.00495905 0.00539511 0.00547921 0.00539404 0.00539143 0.00516424 0.00558414 0.00537907 0.00515338 0.00541072 0.00494985 0.00496832 0.00547690 0.00558199 0.00496691 0.08408179 0.00540118 0.00496820 0.00540978 0.00539717 0.00539422 0.00539729 0.00373255 0.00539996 0.00545122 0.00497881 0.00558035 0.00539542 0.00000000 0.00540076 0.00541286 0.00540961 0.00517937 0.07972841 0.00474506 0.00540656 0.00541931 0.00504398 0.00493684 0.00541232 0.00371317 0.00541058 0.00497722 0.00497348 0.00540962 0.07586927 0.00518254 0.00493870 0.00556007 0.00539447 0.00497179 0.00540991 0.00497576 0.00495273 0.00547826 0.00545815 0.00540925 0.00539403 0.00540974 0.00438676 0.00534852 0.00540499 0.00539589 0.00540806 0.00540317 0.00541078 0.00091200 0.00501202 0.00499108 0.00539117 0.00540922 0.00558092 0.00540414 0.00494992 0.00497141 0.00541892 0.00539774 0.00497730 0.00540349 0.00537880 0.05740305 0.00497415 0.00549408 0.00552841 0.00555832 0.00494077 0.15150020 0.00500407 0.00542099 0.00542995 0.00496701 0.00538903 0.00553206 0.00462520
s_1626 0.00000169 0.00000582 0.00003339 0.00001520 0.00477986 0.00000974 0.00000999 0.00528286 0.00528528 0.00006408 0.00005939 0.00000534 0.07973782 0.00452899 0.00478805 0.00549959 0.00541110 0 0.00540064 0.00544427 0.00473678 0.00001545 0.00000608 0.00002682 0.07522209 0.15274479 0.00508753 0.00480104 0.00003241 0.00552885 0.00552156 0.00000363 0.00002982 0.00004017 0.00529965 0.00000607 0.00530426 0.00005465 0.00536409 0.00528437 0.00477600 0.00536860 0.00000362 0.00544100 0.00000558 0.00530086 0.00000361 0.00477183 0.00001415 0.00002635 0.00510118 0.00521478 0.00000426 0.00508433 0.00001547 0.00537234 0.00529540 0.00476642 0.00521845 0.00530538 0.08374965 0.00004782 0.00530543 0.00000314 0.00002858 0.00003275 0.00524097 0.00525724 0.00003050 0.00476527 0.00539432 0.00521520 0.00001167 1.00000000 0.00003819 0.00000169 0.00001302 0.00511099 0.08207791 0.00529233 0.00000097 0.00002312 0.00537678 0.00528655 0.00001519 0.00521285 0.00000362 0.00530331 0.00530242 0.00003705 0.07523282 0.00509373 0.00530423 0.00515269 0.00003024 0.00530322 0.00001518 0.00531305 0.00530518 0.00479309 0.00477141 0.00001522 0.00002223 0.00003414 0.00539248 0.00004440 0.00000411 0.00005138 0.00000338 0.00004536 0.00003290 0.00562175 0.00549545 0.00530675 0.00002589 0.00003363 0.00534937 0.00000364 0.00530060 0.00530562 0.00000582 0.00004762 0.00532019 0.00004904 0.00522182 0.06461928 0.00530073 0.00482122 0.00488166 0.00513400 0.00528181 0.15129219 0.00531267 0.00000632 0.00000558 0.00530640 0.00000650 0.00493707 0.00497248
F_37 0.00542389 0.00542076 0.00540630 0.00543511 0.00481803 0.00541585 0.00541664 0.00495205 0.00495888 0.00540353 0.00540263 0.00542873 0.08177730 0.00467597 0.00469323 0.00494157 0.00488681 0.00540064 0 0.00504157 0.00477541 0.00541942 0.00542724 0.00541428 0.07603885 0.15111645 0.00535462 0.00449701 0.00540551 0.00504646 0.00488719 0.00542050 0.00541644 0.00542002 0.00503683 0.00542902 0.00501655 0.00540580 0.00504798 0.00492692 0.00473258 0.00504785 0.00543485 0.00488576 0.00542111 0.00502572 0.00541472 0.00485306 0.00541997 0.00540466 0.00537294 0.00566030 0.00535898 0.00538103 0.00543120 0.00503179 0.00500554 0.00485035 0.00566624 0.00502262 0.08501423 0.00540330 0.00502130 0.00543363 0.00541733 0.00543718 0.00555689 0.00491015 0.00541860 0.00481426 0.00501086 0.00565178 0.00541541 0.00000000 0.00541978 0.00543091 0.00543549 0.00538185 0.07989666 0.00480070 0.00542168 0.00541707 0.00505398 0.00496182 0.00543848 0.00481751 0.00543485 0.00498668 0.00502466 0.00541359 0.07623983 0.00537670 0.00502949 0.00563362 0.00541703 0.00503286 0.00543639 0.00502216 0.00503226 0.00472714 0.00480630 0.00542706 0.00540631 0.00540690 0.00494331 0.00535502 0.00542548 0.00541508 0.00542373 0.00540621 0.00540738 0.00508746 0.00504472 0.00502091 0.00541736 0.00540540 0.00564887 0.00542490 0.00501781 0.00502449 0.00541079 0.00541308 0.00501229 0.00540863 0.00554738 0.05823998 0.00501595 0.00474767 0.00468663 0.00562866 0.00494271 0.15079947 0.00499611 0.00542051 0.00542083 0.00502410 0.00540973 0.00463444 0.00463992
s_1622 0.00544102 0.00543034 0.00543451 0.00545367 0.00562398 0.00545627 0.00544934 0.00482241 0.00481938 0.00517902 0.00515810 0.00543815 0.07938976 0.00551120 0.00559128 0.00505033 0.00504037 0.00544427 0.00504157 0 0.00561268 0.00544225 0.00543590 0.00543515 0.07599297 0.15247139 0.00584922 0.00517400 0.00543958 0.00493081 0.00515003 0.00533778 0.00544032 0.00543970 0.00001170 0.00544877 0.00001095 0.00515503 0.00001220 0.00481735 0.00558675 0.00001120 0.00544397 0.00450806 0.00543557 0.00001051 0.00543689 0.00562867 0.00544882 0.00544675 0.00588375 0.00535790 0.00541337 0.00584899 0.00545978 0.00001145 0.00006222 0.00563214 0.00537431 0.00001469 0.08355341 0.00514841 0.00001295 0.00544396 0.00543814 0.00546334 0.00573418 0.00499145 0.00545071 0.00562314 0.00001146 0.00537054 0.00544290 1.00000000 0.00516249 0.00533713 0.00544477 0.00588209 0.08153977 0.00001071 0.00543901 0.00544660 0.00001046 0.00481649 0.00545786 0.00506152 0.00543863 0.00000996 0.00001046 0.00544830 0.07600063 0.00586650 0.00001320 0.00536885 0.00545019 0.00003660 0.00545800 0.00001096 0.00001621 0.00560740 0.00562449 0.00544090 0.00545753 0.00544865 0.00505906 0.00514891 0.00544361 0.00514454 0.00543937 0.00515236 0.00543669 0.00526406 0.00489503 0.00001123 0.00544888 0.00543879 0.00551262 0.00545127 0.00001120 0.00001170 0.00544275 0.00515620 0.00000896 0.00515590 0.00578342 0.05512761 0.00000996 0.00561127 0.00561785 0.00535830 0.00482242 0.15179000 0.00001071 0.00543697 0.00543524 0.00001521 0.00542077 0.00564162 0.00000996
s_1691 0.00477035 0.00479871 0.00468709 0.00480818 0.00000179 0.00479760 0.00480063 0.00559117 0.00559242 0.00465482 0.00491942 0.00479915 0.07582380 0.00005834 0.00001444 0.00548725 0.00547884 0.00473678 0.00477541 0.00561268 0 0.00479893 0.00479908 0.00479780 0.07623464 0.15232022 0.00519447 0.00005325 0.00468517 0.00548831 0.00550532 0.00476583 0.00478779 0.00467308 0.00559274 0.00480164 0.00557955 0.00491423 0.00561986 0.00559959 0.00001019 0.00561727 0.00479998 0.00559606 0.00476968 0.00558970 0.00479729 0.00000282 0.00479367 0.00479972 0.00514173 0.00081338 0.00468471 0.00513430 0.00480563 0.00559125 0.00560468 0.00000642 0.00079614 0.00558373 0.08037473 0.00490676 0.00558453 0.00476909 0.00478943 0.00467253 0.00496580 0.00542161 0.00481695 0.00000128 0.00559533 0.00079494 0.00480332 1.00000000 0.00471081 0.00479608 0.00480284 0.00521801 0.07707371 0.00545106 0.00479701 0.00479163 0.00561828 0.00559072 0.00477218 0.00543276 0.00479924 0.00559237 0.00558960 0.00468934 0.07625033 0.00513155 0.00559521 0.00086483 0.00481565 0.00560410 0.00477242 0.00559447 0.00558284 0.00001443 0.00000310 0.00480244 0.00481790 0.00468910 0.00547586 0.00489424 0.00480013 0.00471329 0.00479696 0.00490503 0.00468503 0.00555613 0.00548836 0.00559474 0.00467474 0.00468701 0.00083413 0.00476047 0.00559388 0.00559200 0.00479935 0.00491132 0.00559143 0.00488671 0.00533504 0.05776726 0.00558940 0.00001096 0.00005143 0.00078485 0.00559134 0.14892290 0.00559424 0.00479951 0.00480067 0.00558128 0.00478938 0.00009358 0.00523802
s_1658 0.00001499 0.00001599 0.00004528 0.00000097 0.00481526 0.00002415 0.00002415 0.00532830 0.00533187 0.00006568 0.00005936 0.00001626 0.07953690 0.00470958 0.00480221 0.00552668 0.00540250 0.00001545 0.00541942 0.00544225 0.00479893 0 0.00001747 0.00003774 0.07525094 0.15234245 0.00510771 0.00468730 0.00004431 0.00552600 0.00550463 0.00001815 0.00004049 0.00005094 0.00536270 0.00001674 0.00531446 0.00005462 0.00537664 0.00531099 0.00481128 0.00538079 0.00001766 0.00545856 0.00001648 0.00533572 0.00001421 0.00483344 0.00002759 0.00003701 0.00511916 0.00519778 0.00001838 0.00510263 0.00000097 0.00536349 0.00528665 0.00483469 0.00523024 0.00531618 0.08351743 0.00004804 0.00531621 0.00001694 0.00003997 0.00004372 0.00522620 0.00525228 0.00004261 0.00477236 0.00539298 0.00520116 0.00002485 0.00000000 0.00003795 0.00001525 0.00000266 0.00512541 0.07847699 0.00530836 0.00001522 0.00003217 0.00546005 0.00531198 0.00000048 0.00522869 0.00001719 0.00531452 0.00531272 0.00004896 0.07524936 0.00511429 0.00531398 0.00513099 0.00004210 0.00532594 0.00000072 0.00532989 0.00531682 0.00483512 0.00480488 0.00000072 0.00003361 0.00004581 0.00539172 0.00004462 0.00001738 0.00005187 0.00001764 0.00004509 0.00004479 0.00565539 0.00552486 0.00532274 0.00003623 0.00004552 0.00524908 0.00001800 0.00530981 0.00531507 0.00001668 0.00004760 0.00531061 0.00004901 0.00523687 0.05758004 0.00530796 0.00481778 0.00483460 0.00503202 0.00533129 0.15192142 0.00533167 0.00001647 0.00001696 0.00531679 0.00001783 0.00486002 0.00498714
s_1666 0.00000315 0.00000096 0.00003420 0.00001675 0.00480979 0.00001523 0.00001449 0.00532527 0.00532901 0.00005718 0.00005388 0.00000096 0.07955593 0.00472528 0.00482557 0.00551742 0.00542819 0.00000608 0.00542724 0.00543590 0.00479908 0.00001747 0 0.00002875 0.07517149 0.15274774 0.00508202 0.00470763 0.00003396 0.00557840 0.00551318 0.00000510 0.00003077 0.00004343 0.00535924 0.00000120 0.00537453 0.00004840 0.00543490 0.00531013 0.00480614 0.00546907 0.00000510 0.00546027 0.00000072 0.00541372 0.00000533 0.00482814 0.00001647 0.00002802 0.00509474 0.00521062 0.00001000 0.00508040 0.00001799 0.00536090 0.00530228 0.00482736 0.00524434 0.00537601 0.08357546 0.00004152 0.00537979 0.00000485 0.00003099 0.00003718 0.00522426 0.00529755 0.00003292 0.00477270 0.00539339 0.00521390 0.00001373 1.00000000 0.00003129 0.00000340 0.00001457 0.00510509 0.07853223 0.00538729 0.00000267 0.00002447 0.00545674 0.00532379 0.00001675 0.00522908 0.00000534 0.00537435 0.00536784 0.00003912 0.07518748 0.00509030 0.00536978 0.00517800 0.00003290 0.00540045 0.00001723 0.00540310 0.00537410 0.00482805 0.00479934 0.00001774 0.00002411 0.00003522 0.00536888 0.00003832 0.00000558 0.00004389 0.00000510 0.00003929 0.00003445 0.00563032 0.00552055 0.00538166 0.00002980 0.00003568 0.00537863 0.00000513 0.00536743 0.00537141 0.00000144 0.00004156 0.00530852 0.00004275 0.00523795 0.05748036 0.00536544 0.00481241 0.00483309 0.00513359 0.00532842 0.15248849 0.00540230 0.00000216 0.00000144 0.00537518 0.00000898 0.00485656 0.00498394
F_39 0.00002736 0.00002795 0.00002175 0.00003832 0.00480778 0.00001362 0.00001363 0.00531816 0.00532508 0.00004083 0.00003675 0.00002796 0.07938835 0.00474347 0.00479397 0.00552185 0.00539792 0.00002682 0.00541428 0.00543515 0.00479780 0.00003774 0.00002875 0 0.07531614 0.15235822 0.00509841 0.00468092 0.00002110 0.00533332 0.00549978 0.00002888 0.00001830 0.00002865 0.00535625 0.00002873 0.00529802 0.00003175 0.00536280 0.00529095 0.00480634 0.00536754 0.00002961 0.00544359 0.00002793 0.00538386 0.00002648 0.00482371 0.00001655 0.00001512 0.00512202 0.00519467 0.00002178 0.00510659 0.00003784 0.00535673 0.00531492 0.00482527 0.00523122 0.00530225 0.08373354 0.00002643 0.00530190 0.00002864 0.00001851 0.00003494 0.00524842 0.00524405 0.00002068 0.00476400 0.00538585 0.00519891 0.00001505 0.00000000 0.00003119 0.00002695 0.00003656 0.00511682 0.07874538 0.00513402 0.00002714 0.00004539 0.00545358 0.00530560 0.00003826 0.00522992 0.00002888 0.00530573 0.00530247 0.00002563 0.07528734 0.00511399 0.00536238 0.00513354 0.00001970 0.00537178 0.00003844 0.00532589 0.00530099 0.00482743 0.00479642 0.00003830 0.00001198 0.00002183 0.00538096 0.00002119 0.00002931 0.00002798 0.00002884 0.00002283 0.00002109 0.00565441 0.00533222 0.00532207 0.00002922 0.00002077 0.00536115 0.00002903 0.00535749 0.00530429 0.00002864 0.00002428 0.00530613 0.00002715 0.00522067 0.05769399 0.00535840 0.00478081 0.00479722 0.00516086 0.00532055 0.15196393 0.00538845 0.00002819 0.00002794 0.00530177 0.00002580 0.00485803 0.00496490
F_44 0.07536534 0.07516159 0.07521733 0.07525376 0.07602077 0.07615390 0.07612782 0.07564202 0.07588155 0.07487489 0.07538897 0.07533125 0.07487806 0.07453921 0.07573406 0.07612139 0.07581506 0.07522209 0.07603885 0.07599297 0.07623464 0.07525094 0.07517149 0.07531614 0 0.15106385 0.07420742 0.07391260 0.07522552 0.07531879 0.07548178 0.07535313 0.07534940 0.07516593 0.07602966 0.07516109 0.07576666 0.07536474 0.07582019 0.07564337 0.07580718 0.07601436 0.07533017 0.07603379 0.07532600 0.07608431 0.07509568 0.07569082 0.07615409 0.07542051 0.07464744 0.07537177 0.07518000 0.07444275 0.07542163 0.07603356 0.07561700 0.07569021 0.07557372 0.07574407 0.07740103 0.07533203 0.07612589 0.07537116 0.07542143 0.07626703 0.07621235 0.07566422 0.07528634 0.07592137 0.07604342 0.07554793 0.07610941 0.00000000 0.07564136 0.07536212 0.07535894 0.07444666 0.07139644 0.07318193 0.07541058 0.07507917 0.07619896 0.07540617 0.07539935 0.07445955 0.07516967 0.07585871 0.07622450 0.07541488 0.00000192 0.07455754 0.07585521 0.07495221 0.07538523 0.07571860 0.07539967 0.07603751 0.07610927 0.07531421 0.07599990 0.07522932 0.07534586 0.07524046 0.07577437 0.07449238 0.07519469 0.07532623 0.07532912 0.07539698 0.07523463 0.07607013 0.07527933 0.07624390 0.07598517 0.07514975 0.07522020 0.07508685 0.07603369 0.07623148 0.07501673 0.07541727 0.07623491 0.07535626 0.07645888 0.06141406 0.07602309 0.07573430 0.07532744 0.07406870 0.07556141 0.15122324 0.07603752 0.07517254 0.07517463 0.07574558 0.07515765 0.07611441 0.07095951
F_64 0.15279658 0.15279578 0.15229398 0.15279131 0.15243031 0.15230009 0.15231824 0.15182984 0.15190129 0.15195063 0.15228637 0.15273374 0.15289367 0.15172855 0.15159591 0.15197929 0.15047622 0.15274479 0.15111645 0.15247139 0.15232022 0.15234245 0.15274774 0.15235822 0.15106385 0 0.15117453 0.14979066 0.15234588 0.15000047 0.15115292 0.15272617 0.15227041 0.15221376 0.15211860 0.15280363 0.15209469 0.15221272 0.15215805 0.15100022 0.15173130 0.15219836 0.15280400 0.15165849 0.15278014 0.15241039 0.15229481 0.15211125 0.15222185 0.15224125 0.15157242 0.15125504 0.15243935 0.15156126 0.15276386 0.15212840 0.15230913 0.15212337 0.15138574 0.15208914 0.15425810 0.15227129 0.15212204 0.15272045 0.15227743 0.15267453 0.15192945 0.15198083 0.15227293 0.15221405 0.15213391 0.15129657 0.15237258 0.00000000 0.15221771 0.15272617 0.15276815 0.15114049 0.14580789 0.14577163 0.15270326 0.15263094 0.15218416 0.15141688 0.15276869 0.15207429 0.15279089 0.15210383 0.15212156 0.15229954 0.15112490 0.15118085 0.15209224 0.15175505 0.15227759 0.15177547 0.15276869 0.15207432 0.15208748 0.15209143 0.15237827 0.15221083 0.15221520 0.15191917 0.15165546 0.15019857 0.15237208 0.15220932 0.15280738 0.15210933 0.15238212 0.15129400 0.15000499 0.15209304 0.15231125 0.15227350 0.15132957 0.15267115 0.15209238 0.15214165 0.15237757 0.15222921 0.15212103 0.15224975 0.15147205 0.13799024 0.15211604 0.15169275 0.15203901 0.15173058 0.15191453 0.00467947 0.15210385 0.15238883 0.15281451 0.15208978 0.15222565 0.15269074 0.14356117
