s_2937	F_52	F_34	F_25	s_2971	s_2940	F_28	F_18	F_11	s_2968	F_62	F_47	F_17	F_12	s_2961	s_2912	F_43	s_2970	F_29	s_2917	F_53	F_35	s_2904	F_51	F_42	s_2909	F_40	F_58	F_13	F_37	s_2939	F_14	F_60	F_48	s_2923	F_20	F_23	s_2941	s_2907	F_57	F_39	s_2931	F_44	s_2955	s_2918	s_2953	F_64	F_31	F_61	G_2	s_2930	F_36	F_26	F_66	F_38	F_19	s_2972	G_7	s_2964	F_21	s_2956	s_2920	F_55	s_2966	F_67	s_2903	G_5	F_46	F_65	G_8	F_32	F_63	F_16	s_2945	G_1	s_2914	F_56	s_2933	s_2965	F_59	s_2915	F_41	F_27	F_22	s_2954	F_54	s_2950	F_30	s_2959	G_6	F_15	s_2948	s_2942	s_2926	G_3	F_45	s_2908	s_2962	F_50	F_33	s_2949	s_2927	s_2969	F_24	s_2916	F_49	s_2952	s_2921	G_9	s_2944	G_4
F_32 0.01444364 0.01493975 0.01260773 0.01379833 0.01185635 0.01449092 0.01373825 0.01374757 0.01534007 0.01459067 0.16114790 0.01380501 0.01379516 0.00007087 0.01334087 0.01403216 0.01367812 0.01312824 0.01448473 0.01332919 0.00006688 0.01356618 0.01330150 0.01384515 0.00007516 0.01324433 0.01279374 0.01229428 0.01298413 0.01264568 0.01457022 0.01370878 0.07566830 0.01430658 0.01315532 0.01520261 0.01383744 0.01454192 0.01337465 0.01254847 0.01371575 0.01313718 0.07564337 0.01350115 0.01335866 0.01419210 0.15100022 0.01447808 0.01370124 0.00908793 0.01330217 0.01371827 0.01304880 0.01368061 0.01295560 0.01374681 0.01324887 0.01364923 0.01450006 0.01373909 0.01346719 0.01306183 0.01375733 0.01434722 0.01380858 0.08329674 0.01386014 0.01370122 0.01453945 0.00908685 0 0.01370934 0.01373021 0.01338656 0.01524444 0.01331089 0.01240155 0.08437918 0.01449278 0.01371116 0.01333795 0.01373369 0.01374192 0.01384501 0.01291660 0.01444707 0.01411860 0.01477770 0.01336669 0.01388169 0.01520348 0.01458591 0.01463640 0.01297698 0.01518450 0.01447709 0.01240185 0.01335938 0.15148547 0.00006868 0.01408409 0.01283464 0.08329254 0.01530719 0.01330690 0.01370064 0.01453143 0.01288954 0.01384507 0.01316469 0.01374780
F_63 0.01368067 0.01451207 0.01383637 0.00110060 0.01396659 0.01266059 0.00002650 0.00036234 0.01439367 0.01694354 0.16158285 0.00042265 0.00042255 0.01383418 0.01477456 0.01332487 0.00002221 0.01497508 0.01419630 0.00027569 0.01381512 0.00007631 0.00028911 0.00146788 0.01367045 0.01522441 0.01403468 0.01532548 0.01398094 0.01417614 0.01245499 0.00002966 0.07615022 0.01411571 0.01501148 0.01493946 0.00109545 0.01270408 0.00029044 0.01469719 0.00036129 0.00145378 0.07598517 0.00033197 0.00032256 0.01240914 0.15231125 0.01416371 0.00002938 0.01429624 0.00024935 0.00102107 0.01423796 0.00002691 0.01439165 0.00102073 0.00035707 0.00125903 0.01351972 0.00000263 0.00034519 0.01520937 0.00001016 0.01222975 0.00139148 0.07997343 0.00142543 0.00002745 0.01683029 0.01426720 0.01370934 0 0.00002551 0.00034993 0.01461937 0.00032783 0.01509824 0.08089378 0.01258907 0.00035680 0.00037143 0.00102359 0.00035764 0.00140194 0.00032483 0.01406030 0.01245488 0.01381381 0.00028438 0.00138483 0.01430669 0.01363146 0.01262676 0.01504822 0.01404901 0.01412871 0.01458086 0.00033664 0.15163400 0.01381307 0.01229140 0.01488653 0.07612165 0.01435415 0.00029655 0.00037153 0.01264131 0.01496729 0.00138602 0.00034669 0.00101745
F_16 0.01350202 0.01445634 0.01378174 0.00002818 0.01366909 0.01289102 0.00000493 0.00002731 0.01431350 0.01681236 0.16114790 0.00002633 0.00002657 0.01377363 0.01463807 0.01314620 0.00011813 0.01485145 0.01420205 0.00022828 0.01382168 0.00020725 0.00020180 0.00149506 0.01378774 0.01489971 0.01389734 0.01502330 0.01399569 0.01412450 0.01281764 0.00000728 0.07513222 0.01414616 0.01493317 0.01505959 0.00003005 0.01297033 0.00020831 0.01459199 0.00002874 0.00147498 0.07514975 0.00019737 0.00027073 0.01242222 0.15227350 0.01414402 0.00000352 0.01397036 0.00019924 0.00002721 0.01446833 0.00001338 0.01448119 0.00002678 0.00019094 0.00139116 0.01353133 0.00002407 0.00021270 0.01511128 0.00012096 0.01261412 0.00142143 0.07988370 0.00145653 0.00000539 0.01694659 0.01396898 0.01373021 0.00002551 0 0.00020746 0.01466756 0.00026789 0.01547263 0.08077763 0.01277610 0.00018264 0.00021752 0.00002560 0.00002873 0.00142399 0.00019400 0.01416199 0.01271507 0.01385518 0.00019400 0.00141397 0.01430563 0.01365219 0.01303306 0.01494396 0.01418486 0.01414312 0.01442412 0.00020361 0.15198205 0.01381942 0.01257568 0.01475615 0.07612578 0.01427987 0.00023174 0.00018729 0.01290305 0.01475128 0.00141717 0.00020669 0.00003026
s_2945 0.01284640 0.01417713 0.01341204 0.00022398 0.01326198 0.01310207 0.00020320 0.00004859 0.01448203 0.01678452 0.03207965 0.00004721 0.00004913 0.01347790 0.01428951 0.01256506 0.00034252 0.01507143 0.01369728 0.00016411 0.01346602 0.00057226 0.00011391 0.00039985 0.01342376 0.01501532 0.01352792 0.01421770 0.01368565 0.01377690 0.01295838 0.00021065 0.07228302 0.01364323 0.01505569 0.01407429 0.00022392 0.01308736 0.00010650 0.01442145 0.00018958 0.00133956 0.07232782 0.00008540 0.00020426 0.01318613 0.14606056 0.01360921 0.00020709 0.01418224 0.00011958 0.00018465 0.01425285 0.00020999 0.01403133 0.00021864 0.00009093 0.00032533 0.01291145 0.00049136 0.00011500 0.01504957 0.00048341 0.01301712 0.00032498 0.08055736 0.00037050 0.00020753 0.01538050 0.01418140 0.01338656 0.00034993 0.00020746 0 0.01473217 0.00021084 0.01427395 0.08158638 0.01305644 0.00004161 0.00016676 0.00007750 0.00018865 0.00032825 0.00009519 0.01371423 0.01345571 0.01361788 0.00008975 0.00033473 0.01458638 0.01286295 0.01319034 0.01488210 0.01413358 0.01362488 0.01440233 0.00009916 0.14560837 0.01346950 0.01290570 0.01466896 0.07746675 0.01460310 0.00016521 0.00006057 0.01312336 0.01485788 0.00033611 0.00011032 0.00022661
G_1 0.00438319 0.01397997 0.01475682 0.01581787 0.01563418 0.00349941 0.01463945 0.01528319 0.00002178 0.01758604 0.16114790 0.01531971 0.01532220 0.01522094 0.01658253 0.00432393 0.01356580 0.01572951 0.01571796 0.01460214 0.01515887 0.01348607 0.01454637 0.01486337 0.01522085 0.01566602 0.01496242 0.01629632 0.01510990 0.01524237 0.00347177 0.01464604 0.07522139 0.01559376 0.01563568 0.00083815 0.01585083 0.00352013 0.01476602 0.01531215 0.01526558 0.01472536 0.07522020 0.01467473 0.01462837 0.00369413 0.15132957 0.01587021 0.01466640 0.01531961 0.01466165 0.01582082 0.01498731 0.01464682 0.01530547 0.01577918 0.01474231 0.01486249 0.00438113 0.01462002 0.01491149 0.01566601 0.01354292 0.00358467 0.01486693 0.08072099 0.01489508 0.01466048 0.01780924 0.01530504 0.01524444 0.01461937 0.01466756 0.01473217 0 0.01464793 0.01616557 0.08132347 0.00345897 0.01529712 0.01464330 0.01577811 0.01528048 0.01486082 0.01430288 0.01589943 0.00334437 0.01436267 0.01477368 0.01487433 0.00000563 0.00443485 0.00350764 0.01557298 0.00014063 0.01576716 0.01477845 0.01473182 0.15056593 0.01514720 0.00329332 0.01526259 0.07771231 0.00002154 0.01441027 0.01525142 0.00377306 0.01542928 0.01486791 0.01446838 0.01579984
s_2914 0.01283724 0.01393106 0.01325879 0.00028492 0.01320724 0.01300567 0.00025912 0.00010816 0.01441016 0.01674340 0.04322084 0.00010710 0.00010903 0.01333410 0.01386841 0.01249743 0.00032395 0.01501321 0.01342473 0.00025660 0.01345786 0.00054889 0.00021679 0.00044440 0.01321860 0.01479639 0.01333083 0.01405619 0.01363338 0.01379357 0.01299076 0.00027187 0.07144799 0.01336199 0.01499220 0.01401806 0.00028318 0.01302246 0.00020378 0.01428964 0.00024862 0.00146398 0.07151320 0.00017869 0.00030439 0.01323644 0.14506287 0.01338439 0.00026811 0.01391210 0.00022641 0.00024580 0.01414180 0.00025828 0.01381526 0.00028627 0.00018377 0.00037642 0.01287572 0.00046821 0.00019150 0.01487360 0.00046459 0.01301066 0.00037053 0.07965036 0.00041745 0.00026800 0.01523315 0.01392503 0.01331089 0.00032783 0.00026789 0.00021084 0.01464793 0 0.01418808 0.08137175 0.01297170 0.00010435 0.00026960 0.00014000 0.00024790 0.00037396 0.00018261 0.01350789 0.01334515 0.01358565 0.00017343 0.00037983 0.01439422 0.01289888 0.01311631 0.01476840 0.01392177 0.01333556 0.01438834 0.00014504 0.14440550 0.01345854 0.01287548 0.01473079 0.07710895 0.01441489 0.00026653 0.00012607 0.01306150 0.01488083 0.00038243 0.00022278 0.00028543
F_56 0.01528083 0.01493002 0.01324018 0.01534493 0.01171137 0.01563110 0.01549147 0.01461682 0.01625955 0.01461396 0.16114790 0.01466882 0.01467102 0.01264041 0.01321521 0.01492140 0.01513083 0.01284312 0.01510724 0.01409812 0.01262148 0.01510110 0.01413488 0.01487713 0.01242500 0.01295538 0.01347966 0.01286980 0.01292833 0.01308469 0.01549930 0.01540487 0.07608349 0.01506859 0.01288648 0.01589025 0.01533244 0.01561813 0.01423433 0.01247179 0.01454297 0.01444334 0.07603379 0.01425169 0.01417802 0.01499065 0.15165849 0.01495378 0.01549448 0.01274223 0.01410916 0.01526779 0.01295823 0.01547227 0.01308501 0.01531996 0.01406081 0.01479368 0.01529169 0.01511838 0.01431675 0.01285649 0.01511741 0.01536674 0.01486089 0.08375484 0.01489602 0.01548061 0.01514946 0.01274146 0.01240155 0.01509824 0.01547263 0.01427395 0.01616557 0.01418808 0 0.08446591 0.01553894 0.01459558 0.01419737 0.01531234 0.01458674 0.01487906 0.01370449 0.01501994 0.01495727 0.01461412 0.01420249 0.01488994 0.01617688 0.01531490 0.01566903 0.01272450 0.01612902 0.01497417 0.01206935 0.01414134 0.15175568 0.01254828 0.01513156 0.01255363 0.08361152 0.01626076 0.01424194 0.01455823 0.01553151 0.01260525 0.01487676 0.01405995 0.01530461
s_2933 0.08136617 0.08460595 0.08431466 0.08281388 0.08221267 0.07981872 0.08078760 0.08258251 0.08073035 0.08361067 0.05570393 0.08254302 0.08270842 0.08443494 0.07920326 0.07995695 0.08055305 0.08226262 0.08280112 0.08124190 0.08441526 0.08033681 0.08131582 0.08257843 0.08440192 0.06192707 0.08417314 0.08473241 0.08452674 0.08411249 0.07961035 0.08081004 0.07931963 0.08260879 0.08191671 0.08157874 0.08274127 0.07991301 0.08214134 0.08223505 0.08262440 0.08129038 0.07928927 0.08155811 0.08154948 0.07959301 0.14765053 0.08253944 0.08079007 0.08365487 0.08152602 0.08279754 0.08477566 0.08079568 0.08464930 0.08283085 0.08156341 0.08258870 0.08159783 0.08095472 0.08148264 0.08229994 0.08069531 0.07977228 0.08242037 0.00042385 0.08249953 0.08084953 0.08426926 0.08365537 0.08437918 0.08089378 0.08077763 0.08158638 0.08132347 0.08137175 0.08446591 0 0.07956258 0.08261198 0.08186910 0.08277721 0.08265217 0.08254018 0.08162304 0.08286319 0.07965815 0.08322596 0.08164072 0.08250540 0.08042177 0.08145358 0.07955750 0.08221315 0.08040390 0.08256747 0.08150918 0.08170983 0.14704592 0.08423325 0.07952619 0.08080768 0.00056817 0.08074674 0.08191059 0.08282544 0.08016733 0.08125631 0.08251088 0.08182941 0.08281216
s_2965 0.00018465 0.01368207 0.01430535 0.01345311 0.01475706 0.00018182 0.01293144 0.01322497 0.00335114 0.01779503 0.08635334 0.01319341 0.01322365 0.01452491 0.01569078 0.00022156 0.01279913 0.01620201 0.01484329 0.01290574 0.01448308 0.01262071 0.01291390 0.01420367 0.01452790 0.01591869 0.01442332 0.01428152 0.01447548 0.01309695 0.00018967 0.01288312 0.07400711 0.01445004 0.01614192 0.00380117 0.01340119 0.00019053 0.01299276 0.01543731 0.01310783 0.01358472 0.07399013 0.01306839 0.01301157 0.00060096 0.14605950 0.01458432 0.01289646 0.01481955 0.01292344 0.01349002 0.01429998 0.01278768 0.01478346 0.01332970 0.01303031 0.01425700 0.00019183 0.01260098 0.01312970 0.01610290 0.01281208 0.00021366 0.01428713 0.07868060 0.01425511 0.01294111 0.01573344 0.01481868 0.01449278 0.01258907 0.01277610 0.01305644 0.00345897 0.01297170 0.01553894 0.07956258 0 0.01321992 0.01292610 0.01334984 0.01322726 0.01422059 0.01258740 0.01449488 0.00069348 0.01448689 0.01301881 0.01417430 0.00340706 0.00021468 0.00025605 0.01599619 0.00314112 0.01449960 0.01535405 0.01296858 0.14232504 0.01452663 0.00018877 0.01573101 0.07349035 0.00336264 0.01289631 0.01307133 0.00032171 0.01583768 0.01427626 0.01277236 0.01330900
F_59 0.01301612 0.01452298 0.01379815 0.00020206 0.01332711 0.01318362 0.00018088 0.00001212 0.01496791 0.01677919 0.16114790 0.00000971 0.00001166 0.01383330 0.01426855 0.01266042 0.00034038 0.01485137 0.01415255 0.00006590 0.01384993 0.00060431 0.00003674 0.00044975 0.01379312 0.01503129 0.01393290 0.01456812 0.01397571 0.01420195 0.01314214 0.00018611 0.07498109 0.01400654 0.01492688 0.01442155 0.00020020 0.01322355 0.00003902 0.01452899 0.00016804 0.00121870 0.07509568 0.00002479 0.00010104 0.01299127 0.15229481 0.01408807 0.00018587 0.01400128 0.00003494 0.00016149 0.01458098 0.00018197 0.01434453 0.00019355 0.00002036 0.00029283 0.01302836 0.00050771 0.00003988 0.01511165 0.00049563 0.01297457 0.00037761 0.08153140 0.00041524 0.00018393 0.01576690 0.01399990 0.01371116 0.00035680 0.00018264 0.00004161 0.01529712 0.00010435 0.01459558 0.08261198 0.01321992 0 0.00007715 0.00004233 0.00016284 0.00037699 0.00003025 0.01399592 0.01316285 0.01388072 0.00002923 0.00037317 0.01490476 0.01312051 0.01333332 0.01491639 0.01482794 0.01404244 0.01449719 0.00003421 0.15165268 0.01384819 0.01281844 0.01475668 0.07936266 0.01505195 0.00006658 0.00001675 0.01321289 0.01488547 0.00037482 0.00004398 0.00020097
s_2915 0.01287830 0.01408228 0.01334402 0.00026470 0.01339475 0.01286933 0.00021539 0.00008413 0.01434208 0.01659315 0.03839380 0.00008231 0.00008303 0.01342807 0.01423775 0.01251323 0.00037778 0.01498434 0.01371053 0.00019824 0.01347305 0.00057814 0.00016477 0.00040477 0.01331364 0.01479667 0.01350076 0.01418981 0.01367506 0.01367648 0.01290176 0.00022186 0.07235447 0.01368284 0.01492784 0.01399856 0.00023306 0.01291467 0.00014969 0.01429347 0.00022526 0.00143083 0.07239472 0.00013777 0.00024084 0.01304281 0.14525311 0.01369586 0.00024218 0.01392194 0.00016869 0.00021953 0.01424783 0.00023860 0.01396094 0.00025554 0.00013678 0.00032806 0.01288304 0.00051368 0.00015529 0.01467412 0.00048267 0.01289947 0.00033271 0.08033918 0.00037378 0.00021686 0.01533738 0.01392166 0.01333795 0.00037143 0.00021752 0.00016676 0.01464330 0.00026960 0.01419737 0.08186910 0.01292610 0.00007715 0 0.00011528 0.00022359 0.00033317 0.00014535 0.01374688 0.01328755 0.01363045 0.00013916 0.00033677 0.01432592 0.01285578 0.01290562 0.01473239 0.01400096 0.01364313 0.01435514 0.00010699 0.14506414 0.01347226 0.01279828 0.01461540 0.07679470 0.01440150 0.00022082 0.00009909 0.01295868 0.01484159 0.00033771 0.00018113 0.00025967
F_41 0.01354084 0.01449166 0.01378768 0.00001340 0.01388650 0.01336805 0.00002586 0.00004498 0.01546609 0.01680950 0.16114790 0.00012084 0.00012140 0.01384765 0.01484293 0.01321967 0.00102684 0.01504840 0.01433556 0.00010267 0.01381584 0.00116302 0.00007483 0.00067550 0.01369363 0.01513426 0.01400440 0.01503711 0.01396994 0.01420008 0.01330720 0.00002900 0.07613958 0.01430299 0.01506760 0.01506855 0.00001314 0.01341004 0.00007173 0.01486770 0.00004476 0.00127241 0.07615409 0.00006073 0.00014035 0.01328084 0.15222185 0.01430495 0.00002653 0.01412731 0.00007377 0.00004324 0.01414548 0.00002581 0.01455575 0.00002899 0.00005796 0.00057097 0.01352410 0.00101973 0.00007805 0.01525091 0.00102412 0.01314638 0.00062315 0.08181063 0.00065975 0.00002628 0.01615334 0.01414525 0.01373369 0.00102359 0.00002560 0.00007750 0.01577811 0.00014000 0.01531234 0.08277721 0.01334984 0.00004233 0.00011528 0 0.00004547 0.00058890 0.00006760 0.01430949 0.01353568 0.01387728 0.00006724 0.00058657 0.01547037 0.01361445 0.01348845 0.01505784 0.01542248 0.01432370 0.01464955 0.00007392 0.15212526 0.01380751 0.01299492 0.01494875 0.07983480 0.01547451 0.00010409 0.00005451 0.01330881 0.01502253 0.00059144 0.00007907 0.00001316
F_27 0.01304316 0.01452055 0.01378285 0.00004733 0.01356497 0.01319480 0.00002908 0.00001456 0.01497525 0.01676521 0.16114790 0.00001554 0.00001533 0.01383744 0.01468998 0.01267926 0.00034841 0.01489378 0.01419604 0.00020977 0.01385509 0.00042739 0.00018341 0.00022400 0.01373056 0.01495607 0.01394693 0.01455912 0.01395358 0.01416318 0.01315175 0.00003047 0.07539198 0.01412734 0.01491688 0.01434752 0.00004870 0.01323610 0.00019104 0.01473865 0.00001824 0.00141594 0.07542051 0.00017799 0.00025284 0.01298134 0.15224125 0.01413561 0.00002836 0.01397707 0.00018027 0.00001415 0.01451461 0.00003031 0.01432842 0.00004479 0.00017218 0.00014166 0.01303732 0.00035202 0.00019412 0.01509693 0.00034752 0.01298312 0.00014949 0.08155426 0.00019422 0.00002761 0.01566560 0.01397568 0.01374192 0.00035764 0.00002873 0.00018865 0.01528048 0.00024790 0.01458674 0.08265217 0.01322726 0.00016284 0.00022359 0.00004547 0 0.00014851 0.00017647 0.01416746 0.01315852 0.01389704 0.00017510 0.00015151 0.01489574 0.01313075 0.01334363 0.01490271 0.01483515 0.01413566 0.01437843 0.00018484 0.15217352 0.01385448 0.01282632 0.01479798 0.07939205 0.01499292 0.00021260 0.00017394 0.01321786 0.01487245 0.00015583 0.00018861 0.00004907
F_22 0.01350119 0.01445671 0.01380306 0.00062921 0.01377559 0.01436527 0.00141053 0.00015916 0.01449961 0.01598937 0.16114790 0.00021941 0.00022208 0.01380888 0.01469475 0.01306558 0.00136459 0.01397645 0.01411834 0.00033237 0.01382957 0.00148701 0.00032380 0.00001664 0.01370587 0.01433665 0.01392007 0.01509828 0.01401312 0.01416509 0.01423950 0.00135453 0.07540293 0.01396481 0.01399579 0.01401755 0.00060641 0.01437623 0.00033202 0.01383214 0.00022932 0.00157748 0.07541727 0.00031961 0.00039007 0.01393408 0.15222921 0.01398192 0.00141105 0.01396428 0.00032076 0.00056204 0.01447627 0.00141038 0.01448548 0.00056928 0.00030739 0.00001171 0.01347611 0.00137122 0.00033130 0.01416802 0.00123950 0.01400740 0.00001572 0.08163091 0.00002592 0.00140958 0.01528397 0.01396288 0.01384501 0.00140194 0.00142399 0.00032825 0.01486082 0.00037396 0.01487906 0.08254018 0.01422059 0.00037699 0.00033317 0.00058890 0.00014851 0 0.00030765 0.01399038 0.01452615 0.01387082 0.00031662 0.00001849 0.01450554 0.01357034 0.01432545 0.01399659 0.01439142 0.01396707 0.01363182 0.00032102 0.15153223 0.01382836 0.01389994 0.01388346 0.07946982 0.01438137 0.00035291 0.00032328 0.01433175 0.01395340 0.00002196 0.00032603 0.00065699
s_2954 0.01288463 0.01364555 0.01294503 0.00021114 0.01274044 0.01306711 0.00019058 0.00003706 0.01410842 0.01613168 0.03209385 0.00003526 0.00003618 0.01300898 0.01391717 0.01253490 0.00031792 0.01440608 0.01315379 0.00013452 0.01301713 0.00053897 0.00009118 0.00037638 0.01289139 0.01485928 0.01305314 0.01370486 0.01319482 0.01331333 0.01300850 0.00019805 0.06967312 0.01312065 0.01497659 0.01355788 0.00021059 0.01311345 0.00008511 0.01380108 0.00017832 0.00129710 0.06971503 0.00006096 0.00017505 0.01279418 0.13994468 0.01313366 0.00019340 0.01342331 0.00009694 0.00017397 0.01378336 0.00019141 0.01354161 0.00020718 0.00006521 0.00030483 0.01240520 0.00046678 0.00007884 0.01497987 0.00045938 0.01262663 0.00030311 0.08054315 0.00034667 0.00019429 0.01483325 0.01343515 0.01291660 0.00032483 0.00019400 0.00009519 0.01430288 0.00018261 0.01370449 0.08162304 0.01258740 0.00003025 0.00014535 0.00006760 0.00017647 0.00030765 0 0.01324608 0.01295747 0.01311967 0.00005840 0.00031268 0.01409234 0.01299606 0.01317119 0.01481911 0.01371346 0.01307558 0.01445698 0.00007850 0.13940640 0.01301989 0.01272284 0.01465246 0.07518045 0.01411403 0.00014281 0.00004712 0.01308647 0.01478975 0.00031680 0.00009069 0.00021273
F_54 0.01451242 0.01437582 0.01345716 0.01414132 0.01503626 0.01451933 0.01408847 0.01423195 0.01589638 0.01866665 0.16114790 0.01423117 0.01420325 0.01472999 0.01625536 0.01426531 0.01393424 0.01651618 0.00000583 0.01373101 0.01473271 0.01388982 0.01382673 0.01407364 0.01457199 0.01669579 0.01344290 0.01457378 0.01390890 0.01443299 0.01452465 0.01412911 0.07460178 0.00000585 0.01651987 0.01599168 0.01412036 0.01457364 0.01378329 0.01627503 0.01412910 0.01403734 0.07464744 0.01378548 0.01377559 0.01443801 0.15157242 0.00000762 0.01402629 0.01458539 0.01367710 0.01413320 0.01446994 0.01401512 0.01332751 0.01412235 0.01364257 0.01396764 0.01459729 0.01409284 0.01385441 0.01650327 0.01408440 0.01428588 0.01410294 0.08162490 0.01410564 0.01412221 0.01528933 0.01458232 0.01444707 0.01406030 0.01416199 0.01371423 0.01589943 0.01350789 0.01501994 0.08286319 0.01449488 0.01399592 0.01374688 0.01430949 0.01416746 0.01399038 0.01324608 0 0.01420145 0.01479482 0.01375984 0.01397856 0.01602083 0.01463713 0.01472099 0.01635932 0.01578677 0.00000985 0.01585373 0.01364778 0.15072915 0.01473169 0.01419503 0.01611903 0.08049024 0.01600800 0.01370750 0.01408863 0.01458842 0.01628605 0.01396366 0.01354955 0.01409373
s_2950 0.00131137 0.01339656 0.01388941 0.01333624 0.01465035 0.00071527 0.01251067 0.01316643 0.00337745 0.01697313 0.04106485 0.01314598 0.01314973 0.01403512 0.01610779 0.00119627 0.01299793 0.01530569 0.01432970 0.01333855 0.01405631 0.01266232 0.01333421 0.01422320 0.01403459 0.01565882 0.01409364 0.01481058 0.01415458 0.01246681 0.00092905 0.01248731 0.07290679 0.01401444 0.01575305 0.00376734 0.01337797 0.00073589 0.01334462 0.01469424 0.01308770 0.01369287 0.07290027 0.01297709 0.01346759 0.00032968 0.14327138 0.01411935 0.01249467 0.01408615 0.01330957 0.01337825 0.01392217 0.01271933 0.01433372 0.01349466 0.01304933 0.01427866 0.00106506 0.01249450 0.01299158 0.01600738 0.01294906 0.00082706 0.01437699 0.07878130 0.01436391 0.01249710 0.01612591 0.01408558 0.01411860 0.01245488 0.01271507 0.01345571 0.00334437 0.01334515 0.01495727 0.07965815 0.00069348 0.01316285 0.01328755 0.01353568 0.01315852 0.01452615 0.01295747 0.01420145 0 0.01363531 0.01293826 0.01427251 0.00337024 0.00119861 0.00092154 0.01582270 0.00312077 0.01406207 0.01495781 0.01302483 0.14230578 0.01403735 0.00082262 0.01534774 0.06826231 0.00337268 0.01331601 0.01312241 0.00075255 0.01550769 0.01432313 0.01304728 0.01352165
F_30 0.01441492 0.01354674 0.01392125 0.01390325 0.01487126 0.01453513 0.01384878 0.01389635 0.01481338 0.01789333 0.16114790 0.01387318 0.01388311 0.01485601 0.01687867 0.01404057 0.01381922 0.01606546 0.01479567 0.01354257 0.01489391 0.01371491 0.01354948 0.01385161 0.01475092 0.01637726 0.01407025 0.01467511 0.01414542 0.01467989 0.01453245 0.01386876 0.07649277 0.01474925 0.01612225 0.01460705 0.01390240 0.01451834 0.01358788 0.01578181 0.01379718 0.01404288 0.07645888 0.01362978 0.01353698 0.01406412 0.15147205 0.01474617 0.01382454 0.01505428 0.01349503 0.01388343 0.01414115 0.01384152 0.01494650 0.01389493 0.01341177 0.01378787 0.01445237 0.01383059 0.01368050 0.01606152 0.01379035 0.01439364 0.01386409 0.08222144 0.01388878 0.01383851 0.01548733 0.01505198 0.01477770 0.01381381 0.01385518 0.01361788 0.01436267 0.01358565 0.01461412 0.08322596 0.01448689 0.01388072 0.01363045 0.01387728 0.01389704 0.01387082 0.01311967 0.01479482 0.01363531 0 0.01359498 0.01385907 0.01477082 0.01448850 0.01459967 0.01588424 0.01460845 0.01475211 0.01548305 0.01351635 0.15189437 0.01488930 0.01409430 0.01581120 0.08113532 0.01479621 0.01360183 0.01380818 0.01458909 0.01577228 0.01386497 0.01342092 0.01389384
s_2959 0.01283162 0.01415080 0.01337748 0.00021199 0.01311199 0.01309857 0.00019070 0.00003652 0.01452808 0.01654084 0.03623728 0.00003417 0.00003561 0.01346067 0.01416065 0.01257894 0.00027814 0.01491220 0.01366639 0.00012244 0.01347274 0.00050007 0.00008786 0.00038841 0.01334277 0.01489426 0.01349220 0.01416539 0.01366108 0.01376512 0.01302402 0.00019763 0.07235521 0.01363644 0.01499115 0.01406968 0.00021123 0.01307489 0.00008273 0.01427304 0.00017721 0.00128596 0.07239874 0.00006263 0.00017220 0.01281877 0.14699949 0.01364960 0.00019386 0.01388991 0.00008798 0.00017302 0.01423803 0.00019530 0.01398794 0.00020735 0.00006006 0.00031372 0.01286105 0.00042749 0.00008302 0.01499119 0.00042031 0.01303339 0.00031195 0.08063600 0.00035830 0.00019359 0.01535344 0.01388908 0.01336669 0.00028438 0.00019400 0.00008975 0.01477368 0.00017343 0.01420249 0.08164072 0.01301881 0.00002923 0.00013916 0.00006724 0.00017510 0.00031662 0.00005840 0.01375984 0.01293826 0.01359498 0 0.00032234 0.01452028 0.01298166 0.01318388 0.01481075 0.01416781 0.01359026 0.01434606 0.00007286 0.14661555 0.01347560 0.01271315 0.01465931 0.07759837 0.01453404 0.00012969 0.00004789 0.01310303 0.01479774 0.00032257 0.00008391 0.00021297
G_6 0.01350667 0.01445792 0.01381333 0.00062543 0.01374573 0.01426268 0.00141302 0.00015446 0.01427907 0.01598890 0.16114790 0.00020994 0.00021042 0.01386418 0.01463630 0.01306051 0.00135562 0.01395900 0.01408694 0.00033520 0.01386378 0.00149668 0.00032819 0.00002472 0.01382524 0.01420741 0.01392682 0.01505969 0.01403014 0.01417296 0.01411576 0.00134478 0.07534807 0.01394245 0.01399590 0.01384127 0.00060299 0.01427181 0.00033640 0.01370232 0.00023111 0.00157259 0.07535626 0.00032594 0.00039567 0.01385682 0.15224975 0.01394967 0.00141350 0.01427125 0.00032579 0.00056487 0.01446991 0.00141516 0.01442513 0.00056689 0.00031195 0.00001501 0.01345746 0.00135628 0.00033542 0.01413324 0.00123994 0.01387845 0.00001801 0.08162382 0.00002241 0.00141198 0.01539926 0.01453672 0.01388169 0.00138483 0.00141397 0.00033473 0.01487433 0.00037983 0.01488994 0.08250540 0.01417430 0.00037317 0.00033677 0.00058657 0.00015151 0.00001849 0.00031268 0.01397856 0.01427251 0.01385907 0.00032234 0 0.01438980 0.01355047 0.01420199 0.01397270 0.01440562 0.01393158 0.01349733 0.00032493 0.15130406 0.01386395 0.01377590 0.01386261 0.07951246 0.01439058 0.00035746 0.00032962 0.01423403 0.01378583 0.00001800 0.00033096 0.00064622
