s_129	G_20	s_163	s_133	s_194	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_135	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	s_192	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_221	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_126	s_150	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_176	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_251	s_130	s_175	s_255	G_6	s_141	G_30	G_29	s_173	s_235	G_3	s_211	s_206	s_210	s_232	s_157	s_186	s_190	G_24	s_161	s_238	G_13
s_158 0.00002449 0.01857322 0.00079235 0.01867450 0.00073242 0.01796232 0.01794784 0.00003527 0.01789261 0.00002761 0 0.01829347 0.01815792 0.00003472 0.00002408 0.00005026 0.01842195 0.01986185 0.01898232 0.01782224 0.01791559 0.01821985 0.01951667 0.01897785 0.01982672 0.01821856 0.01815485 0.00078655 0.01787058 0.01791243 0.01813680 0.00003527 0.01938155 0.00002208 0.01948384 0.01865629 0.01796689 0.01791500 0.01795043 0.01840203 0.01794359 0.01784757 0.01943607 0.00005248 0.01799562 0.01931559 0.01931873 0.01861474 0.00002391 0.01789224 0.00004299 0.00069703 0.01807432 0.01956811 0.01816521 0.00005612 0.01948759 0.01793011 0.01748427 0.01833940 0.00003315 0.00003260 0.01787468 0.00003885 0.00005115 0.00001786 0.01763416 0.01755892 0.01933436 0.01821020 0.01797336 0.01843941 0.01802525 0.00004712 0.01785763 0.00005677 0.01866416 0.01814068 0.00002465 0.00077385 0.00003814 0.01783676 0.01803584 0.01977008 0.01791867 0.01796492 0.01762402 0.01791987 0.01795858 0.01814466 0.00003879 0.01793278 0.01797000 0.01788808 0.02042143 0.00003814 0.01887914 0.01847667 0.01788901 0.01794304 0.00077535 0.00003946 0.01796524 0.00003665 0.01810459 0.00003579 0.00003275 0.01703200 0.01863524 0.01865598 0.01748774 0.01824210 0.01814299 0.00003154 0.01944870 0.01826098 0.01774555 0.01796223 0.00004137 0.01793376 0.00007314 0.00004758 0.00003202 0.00005350 0.01780124 0.00004039 0.01623007 0.01817234 0.01868453 0.01834261 0.01874842 0.01831107 0.01797916 0.00004506 0.01796903 0.01834800 0.00004951 0.01778629 0.01835662 0.01956040 0.01983477 0.01781979 0.00003494 0.01846985 0.01940749 0.01842975 0.00005028 0.00002631 0.01875793 0.01833157 0.00005964 0.01780105 0.01786314 0.00003736 0.01949441 0.01935673 0.02026596 0.01812837 0.01932779 0.01793674 0.00001774 0.01790277 0.01794973 0.01797860 0.00077691 0.01783519 0.01781745
G_18 0.01827946 0.00253986 0.01778349 0.01884422 0.01673463 0.01826250 0.00030418 0.01832332 0.00029899 0.01804403 0.01829347 0 0.01813107 0.01828703 0.01833463 0.01832130 0.01894280 0.01943544 0.01813875 0.00013216 0.00030156 0.00047077 0.01890127 0.01802725 0.01900194 0.01836428 0.01812365 0.01784225 0.00012325 0.00041927 0.01811470 0.01833334 0.01967556 0.01835735 0.01887329 0.01798743 0.00030658 0.00030830 0.00030618 0.00366890 0.00030672 0.00014618 0.01881400 0.01834779 0.00021842 0.01871811 0.01857763 0.01942388 0.01829810 0.00013398 0.01830774 0.01675798 0.00018962 0.01896257 0.01819339 0.01835452 0.01894696 0.00030130 0.01861209 0.00012467 0.01828454 0.01825174 0.00018445 0.01835995 0.01830086 0.01807040 0.01878318 0.01872390 0.01872820 0.00048039 0.00030108 0.01773392 0.00018498 0.01825032 0.00013784 0.01782876 0.01797991 0.01834791 0.01834634 0.01781004 0.01828854 0.00013040 0.00016516 0.01897954 0.00013458 0.00032277 0.01876118 0.00030836 0.00029870 0.01835415 0.01835894 0.00030607 0.00030578 0.00030361 0.01990675 0.01830560 0.01862694 0.01894814 0.01866453 0.00030980 0.01783357 0.01836488 0.00021667 0.01773723 0.01898008 0.01831288 0.01780241 0.01817039 0.01799012 0.01798628 0.01853833 0.00064732 0.00054339 0.01833076 0.01884191 0.01838629 0.00014018 0.00032726 0.01830670 0.00030513 0.01924322 0.01827212 0.01834197 0.01835763 0.00013450 0.01830717 0.00075438 0.01808677 0.01905679 0.00048875 0.01898496 0.00016030 0.00032621 0.01831339 0.00030672 0.00393190 0.01828496 0.00012409 0.00371808 0.01886941 0.01902663 0.00015178 0.01829505 0.01856291 0.01886234 0.01879499 0.01829962 0.01828421 0.01903265 0.00050624 0.01833069 0.00013087 0.00014003 0.01832116 0.01905959 0.01859071 0.02046016 0.01806840 0.01870823 0.00030075 0.01830718 0.00030464 0.00030071 0.00015201 0.01780468 0.00031206 0.00012349
s_205 0.01815694 0.01851762 0.01813286 0.01892487 0.01700622 0.01820704 0.01813752 0.01815985 0.01815909 0.01795101 0.01815792 0.01813107 0 0.01815600 0.01817164 0.01814083 0.01910079 0.00826118 0.00792642 0.01811500 0.01815382 0.01813712 0.01923526 0.01755008 0.00950521 0.00890022 0.00001450 0.01815399 0.01814283 0.01817723 0.00002569 0.01815633 0.01813899 0.01816438 0.01924308 0.01844202 0.01815518 0.01817724 0.01814462 0.01790349 0.01816398 0.01812808 0.00814541 0.01817233 0.01819870 0.01027756 0.01856558 0.01873249 0.01815687 0.01816898 0.01814617 0.01699104 0.01820261 0.01925970 0.00897076 0.01814105 0.01923049 0.01816911 0.01757015 0.01815669 0.01815216 0.01816659 0.01818133 0.01814453 0.01814132 0.01843806 0.01763154 0.01756473 0.01026586 0.01805730 0.01814079 0.01641344 0.01819820 0.01815279 0.01812040 0.01809121 0.01844068 0.01837771 0.01811817 0.01813861 0.01815169 0.01816295 0.01818772 0.00953300 0.01818790 0.01813900 0.01760499 0.01817527 0.01813767 0.01838899 0.01815532 0.01815779 0.01817490 0.01817071 0.01972028 0.01814359 0.01816060 0.01909916 0.01764857 0.01817305 0.01813572 0.01815248 0.01816874 0.01809316 0.01795410 0.01815784 0.01749906 0.01729885 0.01843792 0.01840047 0.01762055 0.01815756 0.01806702 0.01815386 0.00813192 0.00891329 0.01810369 0.01815458 0.01815685 0.01814149 0.01816252 0.01816091 0.01815336 0.01815540 0.01813566 0.01815334 0.01779382 0.00002132 0.01772253 0.01810572 0.01778998 0.01823744 0.01813694 0.01815997 0.01817012 0.01786953 0.01814226 0.01813257 0.01774507 0.01921951 0.00952316 0.01819160 0.01815435 0.00865006 0.00815856 0.01910651 0.01814450 0.01816327 0.01841065 0.01808255 0.01813931 0.01816274 0.01813085 0.01815340 0.01891759 0.01858406 0.02015755 0.00002927 0.01027296 0.01817425 0.01814595 0.01814740 0.01814398 0.01811509 0.01813899 0.01808428 0.01813981
s_172 0.00004051 0.01858831 0.00077696 0.01869348 0.00073965 0.01797740 0.01790655 0.00004062 0.01791386 0.00004120 0.00003472 0.01828703 0.01815600 0 0.00004551 0.00003434 0.01843383 0.01986369 0.01896541 0.01782368 0.01799450 0.01822952 0.01954161 0.01897556 0.01985338 0.01823597 0.01815331 0.00078267 0.01787619 0.01798829 0.01813525 0.00004460 0.01939080 0.00003102 0.01950851 0.01864111 0.01794384 0.01802867 0.01791093 0.01844884 0.01792056 0.01784267 0.01938895 0.00003237 0.01802068 0.01930081 0.01934986 0.01864469 0.00003709 0.01789776 0.00004889 0.00072898 0.01809655 0.01959276 0.01816720 0.00003344 0.01951226 0.01797539 0.01751258 0.01832398 0.00003363 0.00004469 0.01789592 0.00004423 0.00004272 0.00002309 0.01765679 0.01758497 0.01931500 0.01822682 0.01797543 0.01844971 0.01802645 0.00003216 0.01782489 0.00002430 0.01864986 0.01815539 0.00003052 0.00078108 0.00002601 0.01780513 0.01803650 0.01980919 0.01787470 0.01792792 0.01764668 0.01796523 0.01795989 0.01816047 0.00004150 0.01790954 0.01796990 0.01789372 0.02041976 0.00003156 0.01888294 0.01850717 0.01789980 0.01791949 0.00078367 0.00004572 0.01799659 0.00003445 0.01811427 0.00005918 0.00004311 0.01703743 0.01862002 0.01864021 0.01749121 0.01828388 0.01817478 0.00002468 0.01944825 0.01825996 0.01780621 0.01799727 0.00002629 0.01789419 0.00007500 0.00004027 0.00004531 0.00006102 0.01780283 0.00003086 0.01631033 0.01817080 0.01868976 0.01836637 0.01875332 0.01834008 0.01791907 0.00003556 0.01803430 0.01834976 0.00003144 0.01779636 0.01840551 0.01958500 0.01986173 0.01788462 0.00003972 0.01846864 0.01940724 0.01850246 0.00004022 0.00002995 0.01881126 0.01836296 0.00003742 0.01789033 0.01784537 0.00000473 0.01956895 0.01935095 0.02040915 0.01812676 0.01926432 0.01791374 0.00002598 0.01790807 0.01790986 0.01799375 0.00078065 0.01785782 0.01785772
s_222 0.00002954 0.01860413 0.00049587 0.01870364 0.00072417 0.01797803 0.01796746 0.00002998 0.01797543 0.00002792 0.00002408 0.01833463 0.01817164 0.00004551 0 0.00004709 0.01849983 0.01989168 0.01898412 0.01783446 0.01800404 0.01825496 0.01953822 0.01898362 0.01979838 0.01828465 0.01815973 0.00049971 0.01790107 0.01800312 0.01816823 0.00003263 0.01939571 0.00001189 0.01954071 0.01871116 0.01805266 0.01803823 0.01797679 0.01847270 0.01800262 0.01782723 0.01944666 0.00004669 0.01807379 0.01927435 0.01935819 0.01867062 0.00001058 0.01790122 0.00003768 0.00069758 0.01812403 0.01962278 0.01816507 0.00004706 0.01951006 0.01803130 0.01748705 0.01837446 0.00002223 0.00003675 0.01794303 0.00002263 0.00004749 0.00002079 0.01760638 0.01756826 0.01937238 0.01824333 0.01802536 0.01702420 0.01812942 0.00005300 0.01784755 0.00003970 0.01872165 0.01815482 0.00002042 0.00050458 0.00003784 0.01783744 0.01805460 0.01977898 0.01794160 0.01798911 0.01767910 0.01802113 0.01801008 0.01816556 0.00003086 0.01800214 0.01807153 0.01792743 0.02042860 0.00003658 0.01885685 0.01857403 0.01802518 0.01803548 0.00048723 0.00002753 0.01805066 0.00002015 0.01806571 0.00002413 0.00002762 0.01702564 0.01865688 0.01868934 0.01757481 0.01831366 0.01820080 0.00002811 0.01946056 0.01825288 0.01775917 0.01805111 0.00004779 0.01798730 0.00007816 0.00002912 0.00003736 0.00005329 0.01783338 0.00005104 0.01636956 0.01818376 0.01867437 0.01841962 0.01874343 0.01839975 0.01796800 0.00003553 0.01808815 0.01842293 0.00005116 0.01781041 0.01837480 0.01959017 0.01980931 0.01791079 0.00002275 0.01861000 0.01945632 0.01856854 0.00004501 0.00003490 0.01881934 0.01838507 0.00005439 0.01783476 0.01790531 0.00004495 0.01957505 0.01936610 0.02053518 0.01815772 0.01929044 0.01801868 0.00002827 0.01792104 0.01800453 0.01804390 0.00049339 0.01792119 0.01783584
s_145 0.00002881 0.01867017 0.00044900 0.01866475 0.00074649 0.01794343 0.01798552 0.00002060 0.01794856 0.00002989 0.00005026 0.01832130 0.01814083 0.00003434 0.00004709 0 0.01870743 0.01997778 0.01911007 0.01787604 0.01795956 0.01828196 0.01955513 0.01897637 0.01975229 0.01822019 0.01813722 0.00046001 0.01792640 0.01797369 0.01811980 0.00002669 0.01948138 0.00003880 0.01952225 0.01864649 0.01801085 0.01800801 0.01799021 0.01847839 0.01799964 0.01788596 0.01952587 0.00002352 0.01804226 0.01938263 0.01942039 0.01861999 0.00005052 0.01794816 0.00002591 0.00072571 0.01811778 0.01959234 0.01815542 0.00001140 0.01957028 0.01799272 0.01752249 0.01838099 0.00004047 0.00004389 0.01794678 0.00002722 0.00001321 0.00008426 0.01770913 0.01759513 0.01939429 0.01827305 0.01803714 0.01847955 0.01810280 0.00001992 0.01787586 0.00003461 0.01865524 0.01813074 0.00000925 0.00045438 0.00002503 0.01786533 0.01806437 0.01970482 0.01796790 0.01800741 0.01770766 0.01798256 0.01798628 0.01813436 0.00003089 0.01798790 0.01803253 0.01793989 0.02051543 0.00002508 0.01887907 0.01875711 0.01819191 0.01799868 0.00045357 0.00005325 0.01802767 0.00004788 0.01816151 0.00004705 0.00003227 0.01721608 0.01862482 0.01864499 0.01755193 0.01831492 0.01820656 0.00003035 0.01953747 0.01824489 0.01778064 0.01800436 0.00001850 0.01797293 0.00009786 0.00003991 0.00001690 0.00001931 0.01786556 0.00001346 0.01626117 0.01815534 0.01877034 0.01840211 0.01883278 0.01840218 0.01801760 0.00002350 0.01804930 0.01838630 0.00000899 0.01785404 0.01841928 0.01959923 0.01975990 0.01791686 0.00004255 0.01845294 0.01950451 0.01871166 0.00002008 0.00003778 0.01877455 0.01839536 0.00001533 0.01787855 0.01792163 0.00003592 0.01957036 0.01942476 0.02044516 0.01811068 0.01934728 0.01799371 0.00004217 0.01794315 0.01798894 0.01803370 0.00046377 0.01789355 0.01785083
s_248 0.01879988 0.01953291 0.01850725 0.01948157 0.01728577 0.01881355 0.01892403 0.01880962 0.01888272 0.01845076 0.01842195 0.01894280 0.01910079 0.01843383 0.01849983 0.01870743 0 0.02048127 0.02006337 0.01881453 0.01887242 0.01884127 0.01991184 0.01855625 0.02041990 0.01910712 0.01910293 0.01860941 0.01888673 0.01892036 0.01911373 0.01876032 0.02072755 0.01849492 0.01992785 0.01900270 0.01892455 0.01880601 0.01894279 0.01926772 0.01887124 0.01872445 0.01986994 0.01876432 0.01902243 0.01965144 0.02001447 0.01939530 0.01843636 0.01885017 0.01882136 0.01727144 0.01907523 0.01998963 0.01911720 0.01868218 0.01977842 0.01894680 0.01870346 0.01894833 0.01838778 0.01844373 0.01876581 0.01879399 0.01876372 0.01896777 0.01857738 0.01886600 0.01973504 0.01864274 0.01890692 0.01798736 0.01897401 0.01869435 0.01877288 0.01826243 0.01900463 0.01896523 0.01882579 0.01853413 0.01843206 0.01875660 0.01900519 0.02044798 0.01888382 0.01895147 0.01855274 0.01889552 0.01895864 0.01900058 0.01883757 0.01876635 0.01889752 0.01893839 0.02037242 0.01872241 0.01877214 0.00005130 0.01959876 0.01878417 0.01855330 0.01840085 0.01906088 0.01829878 0.01950552 0.01873234 0.01814869 0.01900860 0.01899797 0.01899963 0.01873752 0.01869238 0.01862208 0.01842302 0.01988213 0.01913476 0.01876679 0.01887096 0.01876206 0.01891924 0.01906412 0.01845207 0.01880457 0.01879589 0.01881694 0.01871036 0.01877187 0.01910773 0.01990173 0.01901928 0.01989883 0.01895873 0.01892358 0.01872671 0.01883061 0.01904933 0.01879297 0.01871805 0.01897753 0.01993300 0.02045238 0.01892577 0.01843570 0.01939001 0.01988415 0.00001093 0.01875536 0.01844087 0.01964562 0.01880890 0.01880658 0.01882648 0.01881722 0.01846978 0.01926357 0.01997873 0.02097136 0.01911994 0.01969888 0.01880784 0.01844533 0.01894408 0.01894346 0.01896844 0.01851454 0.01867089 0.01881946
s_226 0.01999016 0.01999286 0.01982744 0.01960638 0.01963381 0.01858330 0.01904305 0.02003234 0.01914117 0.01969648 0.01986185 0.01943544 0.00826118 0.01986369 0.01989168 0.01997778 0.02048127 0 0.01176051 0.01920891 0.01908730 0.01939614 0.02063136 0.01881211 0.01286431 0.01148118 0.00824537 0.01985276 0.01921730 0.01909510 0.00826122 0.01996310 0.01754930 0.01987000 0.02070379 0.01946604 0.01908894 0.01911677 0.01897481 0.01915403 0.01903517 0.01914418 0.00000370 0.02002561 0.01920525 0.01060926 0.01964730 0.01872192 0.01984743 0.01922418 0.01995667 0.01959905 0.01927566 0.02075078 0.01212456 0.01997484 0.02063588 0.01914797 0.01774441 0.01941846 0.01985504 0.01987543 0.01924487 0.01999053 0.01996007 0.01983842 0.01818584 0.01796599 0.01059136 0.01936556 0.01899003 0.01783772 0.01921091 0.01997780 0.01921489 0.01968973 0.01953091 0.01894493 0.01994231 0.01986094 0.01985800 0.01922349 0.01918790 0.01295058 0.01923014 0.01910285 0.01815565 0.01905826 0.01910325 0.01903463 0.01998900 0.01904734 0.01915501 0.01906025 0.02062692 0.01995784 0.01920898 0.02052773 0.01797886 0.01908367 0.01984956 0.01986371 0.01921949 0.01970293 0.01849915 0.01997262 0.01928406 0.01700953 0.01941842 0.01942013 0.01795833 0.01944827 0.01929674 0.01982660 0.00001727 0.01149898 0.01922178 0.01909091 0.02003321 0.01909381 0.02130122 0.01983701 0.01997135 0.01998227 0.01921243 0.01995664 0.01961223 0.00824731 0.01727290 0.01932953 0.01729970 0.01944358 0.01904944 0.02000554 0.01909171 0.01906641 0.01995313 0.01914218 0.01899438 0.02064530 0.01296438 0.01923288 0.01984071 0.01207294 0.00000309 0.02049489 0.01996256 0.01986934 0.01817923 0.01936246 0.01997854 0.01920961 0.01917347 0.01988487 0.02027131 0.01958938 0.02098355 0.00826829 0.01046452 0.01904597 0.01986043 0.01902710 0.01902148 0.01922605 0.01983256 0.01899727 0.01920236
s_231 0.01917725 0.01931686 0.01895229 0.01869421 0.01677705 0.01762089 0.01812292 0.01915699 0.01810101 0.01890601 0.01898232 0.01813875 0.00792642 0.01896541 0.01898412 0.01911007 0.02006337 0.01176051 0 0.01811529 0.01812318 0.01835244 0.02022872 0.01771857 0.00563106 0.00527263 0.00790465 0.01899393 0.01809588 0.01804525 0.00789524 0.01912655 0.01962088 0.01902685 0.02027252 0.01878097 0.01812700 0.01810804 0.01810026 0.01865274 0.01811966 0.01806266 0.01101474 0.01916110 0.01817926 0.01185045 0.02023787 0.01869440 0.01895566 0.01810873 0.01913577 0.01686956 0.01824580 0.02028545 0.00581360 0.01906560 0.02024013 0.01811573 0.01791475 0.01817627 0.01895519 0.01895424 0.01812546 0.01917880 0.01913266 0.01955960 0.01809732 0.01791855 0.01178112 0.01827098 0.01810268 0.01665669 0.01820486 0.01901690 0.01805165 0.01886087 0.01896658 0.01817117 0.01914285 0.01896497 0.01896066 0.01810338 0.01816518 0.00564757 0.01814765 0.01809994 0.01810202 0.01810547 0.01810949 0.01823632 0.01914374 0.01812024 0.01810575 0.01811377 0.02040328 0.01910818 0.01838821 0.02009148 0.01815578 0.01811804 0.01898766 0.01900600 0.01818602 0.01880849 0.01897747 0.01912341 0.01852970 0.01785915 0.01877586 0.01896261 0.01800543 0.01837629 0.01829886 0.01892377 0.01094871 0.00522751 0.01806243 0.01812582 0.01902398 0.01811787 0.01968978 0.01897930 0.01916559 0.01917122 0.01806192 0.01910519 0.01832165 0.00789708 0.01900332 0.01839917 0.01904988 0.01828393 0.01810312 0.01914835 0.01810223 0.01864094 0.01913044 0.01806008 0.01839964 0.02026570 0.00590918 0.01812367 0.01895100 0.00527923 0.01102179 0.02003259 0.01913678 0.01896634 0.01870344 0.01839272 0.01916590 0.01807194 0.01807433 0.01902197 0.01898182 0.02029401 0.02009318 0.00790914 0.01176975 0.01811389 0.01888149 0.01812170 0.01810110 0.01816807 0.01894971 0.01803717 0.01807968
G_31 0.01779500 0.00239816 0.01773020 0.01881457 0.01663404 0.01813809 0.00028571 0.01787829 0.00028548 0.01761694 0.01782224 0.00013216 0.01811500 0.01782368 0.01783446 0.01787604 0.01881453 0.01920891 0.01811529 0 0.00028517 0.00013032 0.01862234 0.01797877 0.01883105 0.01821757 0.01810504 0.01774298 0.00008523 0.00045021 0.01809588 0.01787397 0.01969913 0.01785051 0.01861179 0.01801973 0.00028811 0.00028332 0.00028718 0.00353711 0.00028225 0.00013504 0.01867450 0.01786535 0.00016980 0.01863220 0.01829801 0.01935428 0.01782856 0.00013197 0.01789150 0.01674058 0.00016197 0.01870172 0.01800942 0.01787695 0.01871421 0.00028178 0.01848471 0.00013921 0.01782407 0.01779237 0.00016789 0.01785824 0.01787400 0.01749373 0.01883211 0.01863455 0.01868822 0.00014604 0.00028812 0.01776969 0.00015718 0.01781136 0.00011931 0.01773554 0.01801016 0.01830647 0.01785110 0.01776356 0.01782587 0.00013356 0.00011875 0.01882313 0.00010422 0.00030168 0.01884772 0.00028834 0.00028490 0.01831646 0.01787971 0.00028866 0.00028861 0.00028563 0.01956131 0.01786141 0.01805488 0.01878858 0.01864401 0.00028764 0.01775693 0.01787731 0.00015990 0.01771863 0.01891567 0.01786731 0.01733634 0.01814879 0.01802104 0.01801578 0.01854343 0.00029196 0.00019805 0.01782740 0.01870413 0.01816423 0.00010849 0.00030664 0.01785338 0.00028324 0.01871601 0.01781025 0.01787152 0.01786764 0.00011698 0.01784660 0.00039724 0.01808709 0.01903210 0.00011046 0.01909419 0.00017560 0.00030248 0.01786104 0.00028982 0.00382454 0.01787786 0.00011330 0.00356470 0.01865091 0.01883328 0.00012335 0.01782231 0.01827127 0.01869613 0.01872967 0.01789054 0.01782359 0.01869133 0.00020539 0.01789686 0.00012113 0.00015012 0.01782236 0.01910715 0.01821149 0.02045885 0.01806853 0.01868798 0.00028275 0.01781195 0.00027983 0.00028169 0.00012534 0.01774221 0.00029141 0.00010239
s_168 0.01792165 0.00258979 0.01779106 0.01884111 0.01675981 0.01813914 0.00003809 0.01799771 0.00000287 0.01769329 0.01791559 0.00030156 0.01815382 0.01799450 0.01800404 0.01795956 0.01887242 0.01908730 0.01812318 0.00028517 0 0.00031204 0.01870860 0.01817637 0.01881479 0.01815980 0.01814835 0.01792693 0.00028594 0.00009372 0.01814625 0.01799421 0.01968228 0.01799752 0.01869581 0.01773519 0.00003520 0.00002213 0.00001355 0.00348034 0.00001251 0.00029140 0.01856444 0.01800238 0.00033887 0.01863242 0.01842249 0.01933885 0.01792093 0.00031677 0.01795552 0.01673584 0.00033364 0.01867821 0.01795767 0.01798525 0.01872932 0.00000888 0.01857626 0.00029891 0.01799403 0.01788203 0.00033678 0.01798902 0.01796329 0.01764951 0.01879360 0.01863764 0.01863668 0.00031837 0.00000756 0.01925392 0.00031369 0.01792318 0.00029695 0.01787933 0.01773675 0.01831429 0.01795711 0.01780713 0.01799612 0.00029723 0.00028314 0.01876784 0.00029731 0.00000834 0.01878515 0.00004776 0.00000939 0.01831424 0.01799083 0.00000677 0.00001331 0.00002189 0.01956869 0.01793743 0.01810825 0.01886882 0.01839346 0.00001121 0.01782633 0.01799880 0.00034204 0.01784035 0.01883655 0.01794633 0.01743323 0.01806620 0.01773379 0.01773578 0.01858572 0.00049615 0.00037502 0.01795701 0.01862436 0.01818202 0.00029397 0.00001017 0.01799272 0.00001120 0.01876057 0.01797562 0.01795424 0.01799042 0.00029561 0.01793535 0.00010273 0.01813612 0.01906680 0.00028379 0.01911142 0.00033917 0.00003259 0.01798770 0.00001329 0.00366616 0.01793499 0.00028249 0.00351792 0.01867584 0.01884467 0.00030335 0.01791556 0.01816686 0.01862992 0.01874941 0.01796741 0.01800593 0.01861552 0.00037602 0.01799314 0.00031628 0.00029852 0.01799184 0.02008292 0.01840716 0.02024589 0.01811731 0.01862847 0.00001252 0.01795042 0.00002608 0.00000756 0.00029304 0.01779713 0.00001804 0.00029466
G_22 0.01820332 0.00243906 0.01784852 0.01897093 0.01671611 0.01831897 0.00031188 0.01826003 0.00031235 0.01798758 0.01821985 0.00047077 0.01813712 0.01822952 0.01825496 0.01828196 0.01884127 0.01939614 0.01835244 0.00013032 0.00031204 0 0.01902632 0.01826698 0.01908678 0.01838748 0.01812556 0.01785645 0.00012168 0.00044264 0.01811987 0.01828703 0.01970073 0.01826518 0.01900447 0.01784142 0.00032098 0.00031903 0.00031273 0.00346271 0.00030201 0.00015186 0.01890368 0.01827407 0.00022193 0.01892970 0.01845846 0.01945805 0.01821344 0.00014446 0.01828765 0.01684374 0.00021310 0.01906085 0.01819561 0.01829250 0.01899231 0.00031763 0.01860950 0.00044347 0.01822902 0.01817662 0.00020193 0.01829399 0.01830007 0.01796418 0.01890936 0.01875176 0.01893536 0.00016549 0.00032303 0.01778864 0.00021152 0.01821025 0.00014458 0.01783945 0.01791907 0.01844090 0.01826531 0.01786526 0.01823127 0.00014545 0.00015760 0.01909427 0.00013513 0.00033877 0.01892206 0.00032665 0.00031728 0.01842952 0.01827187 0.00031501 0.00032576 0.00031990 0.01993051 0.01825851 0.01861026 0.01894421 0.01868586 0.00031030 0.01785174 0.01827294 0.00022253 0.01779537 0.01904847 0.01827285 0.01772079 0.01818908 0.01792323 0.01783365 0.01865890 0.00026065 0.00015756 0.01823299 0.01888554 0.01842694 0.00013389 0.00033642 0.01827127 0.00030774 0.01913126 0.01821556 0.01825683 0.01828166 0.00013251 0.01824307 0.00079881 0.01808900 0.01915659 0.00015656 0.01909050 0.00049971 0.00033954 0.01824790 0.00032658 0.00378346 0.01827302 0.00012989 0.00358776 0.01904627 0.01911921 0.00014598 0.01820968 0.01853832 0.01892463 0.01867345 0.01830326 0.01823491 0.01911105 0.00015640 0.01830086 0.00015921 0.00015590 0.01825030 0.01914829 0.01849398 0.02052247 0.01807293 0.01890428 0.00031725 0.01821445 0.00031458 0.00031067 0.00015266 0.01785473 0.00030971 0.00012230
s_215 0.01938846 0.01904368 0.01945777 0.02082851 0.01861717 0.01943190 0.01875293 0.01950327 0.01862107 0.01922854 0.01951667 0.01890127 0.01923526 0.01954161 0.01953822 0.01955513 0.01991184 0.02063136 0.02022872 0.01862234 0.01870860 0.01902632 0 0.01908739 0.02022642 0.01916036 0.01922470 0.01945399 0.01874085 0.01887381 0.01923298 0.01950581 0.01992927 0.01958417 0.00002029 0.01942399 0.01872626 0.01873564 0.01874815 0.01925514 0.01871393 0.01867925 0.02027853 0.01950009 0.01869043 0.02003372 0.01980001 0.02046876 0.01951882 0.01863889 0.01956346 0.01865001 0.01875609 0.00001635 0.01897274 0.01945828 0.00001869 0.01866338 0.01897788 0.01899959 0.01954226 0.01954875 0.01891670 0.01956875 0.01955053 0.02019708 0.01995230 0.01906537 0.02014818 0.01887750 0.01882219 0.01827289 0.01882698 0.01933634 0.01881283 0.01942155 0.01941531 0.02003355 0.01951135 0.01946844 0.01954305 0.01879635 0.01882879 0.02039324 0.01879482 0.01880204 0.01994725 0.01868819 0.01880128 0.02004047 0.01954679 0.01874447 0.01866267 0.01875773 0.02080716 0.01954170 0.01997452 0.01989095 0.01942185 0.01870535 0.01945931 0.01955952 0.01877609 0.01948270 0.01977618 0.01956394 0.01891435 0.01866241 0.01940884 0.01937384 0.01900688 0.01902920 0.01900392 0.01949609 0.02023607 0.01914586 0.01864303 0.01871675 0.01953505 0.01879334 0.02010912 0.01950520 0.01953729 0.01955328 0.01875330 0.01951855 0.01862074 0.01924913 0.01947654 0.01894020 0.01939124 0.01897476 0.01874767 0.01951333 0.01869473 0.01920270 0.01953893 0.01868821 0.01914099 0.00001317 0.02027381 0.01868051 0.01951927 0.01981458 0.02022905 0.01990702 0.01957850 0.01954332 0.02030781 0.01886993 0.01958533 0.01869942 0.01872826 0.01955741 0.02074001 0.01978894 0.02149103 0.01923375 0.02009425 0.01863656 0.01944181 0.01866764 0.01875068 0.01872445 0.01945869 0.01861444 0.01865246
