G_20	s_263	s_194	s_252	s_201	s_245	s_228	s_341	s_274	G_18	s_205	s_222	s_248	s_226	s_231	G_31	G_22	s_261	s_215	s_296	s_240	s_224	G_33	s_326	s_208	s_336	s_343	s_219	s_257	s_279	s_237	s_196	s_183	G_2	G_27	s_321	s_304	s_246	G_14	s_286	s_288	s_269	s_241	G_10	s_265	G_5	s_282	s_323	s_192	G_16	s_239	s_344	s_220	s_243	s_203	s_250	s_187	G_25	s_297	s_330	s_184	G_21	s_299	s_338	s_329	s_254	s_349	s_233	s_209	G_28	s_300	s_313	s_188	s_308	G_19	s_347	s_216	G_17	s_229	s_314	s_195	G_9	G_12	s_275	s_218	G_4	s_202	s_253	s_225	s_337	s_227	s_214	s_291	s_339	s_346	s_273	s_260	s_249	s_221	s_191	s_311	s_185	G_32	s_293	s_332	s_280	s_284	s_320	s_236	G_36	G_34	G_23	s_306	s_316	s_223	s_262	s_322	s_325	s_287	s_328	G_7	s_256	s_350	s_230	s_207	s_310	G_8	s_234	s_303	s_258	G_35	s_242	s_281	s_324	G_1	G_26	G_11	s_204	s_307	s_295	s_305	s_298	G_15	s_217	s_251	s_264	s_285	s_315	s_193	s_255	G_6	s_289	G_30	s_266	G_29	s_302	s_235	G_3	s_290	s_211	s_206	s_232	s_210	s_292	s_186	G_24	s_348	s_238	s_270	G_13	s_340
s_205 0.01907111 0.01868562 0.01781659 0.01909923 0.02050767 0.01805791 0.01833429 0.01928112 0.00488103 0.01824621 0 0.01862833 0.01867401 0.01860278 0.01832807 0.01822311 0.01847217 0.01813951 0.01869439 0.01879039 0.01870881 0.01865558 0.01824483 0.01811238 0.01862552 0.00517442 0.01947730 0.01866952 0.01810908 0.01807365 0.01800349 0.01846310 0.01892364 0.01841013 0.01820703 0.01666304 0.01870365 0.01803799 0.01837330 0.00904936 0.01229900 0.01890695 0.01851804 0.02016848 0.01859187 0.01826497 0.01905760 0.01844725 0.01889848 0.01848627 0.01861193 0.01813435 0.01871122 0.01854644 0.01127300 0.02021204 0.01891643 0.01828287 0.01159250 0.01229113 0.01897753 0.01832624 0.01859738 0.01859424 0.00902449 0.01873047 0.01783973 0.01812057 0.01861841 0.01849098 0.01896312 0.00524854 0.01772039 0.01829179 0.01826865 0.01811895 0.01858807 0.01818869 0.01822234 0.01814895 0.01785955 0.01824160 0.01823387 0.00481238 0.01713431 0.01822503 0.02052522 0.01799862 0.01854752 0.00487998 0.01861073 0.01864299 0.01814142 0.01866452 0.01963840 0.01847884 0.01803244 0.01786877 0.01807271 0.01882633 0.01873499 0.01881125 0.01838731 0.01810797 0.01870624 0.01811739 0.00903794 0.01773906 0.01802398 0.01850762 0.01844503 0.01824748 0.01814164 0.02078750 0.01847734 0.00639803 0.01905333 0.01902280 0.00906777 0.01922193 0.01819979 0.01799509 0.01784845 0.01834376 0.01863659 0.01816333 0.01859817 0.01812857 0.01873702 0.01755766 0.01832468 0.01867544 0.01912596 0.01907908 0.01825307 0.01820757 0.01823893 0.01147965 0.01259030 0.01880165 0.01848158 0.00080468 0.01824337 0.01860576 0.02036455 0.01860291 0.00906659 0.01738221 0.01879301 0.01873452 0.01863751 0.01233441 0.01824534 0.01887576 0.01832774 0.01717852 0.01809230 0.02018674 0.01897509 0.01852994 0.00020223 0.01800574 0.01867484 0.01804538 0.01890868 0.01839397 0.01798823 0.01812418 0.01894838 0.01821164 0.01863675
s_222 0.01812198 0.00129015 0.01709055 0.01811002 0.02016755 0.01729582 0.00087095 0.01807643 0.02008790 0.01778788 0.01862833 0 0.00017624 0.00011343 0.00084757 0.01735377 0.01783133 0.01733026 0.00010400 0.00029005 0.00010315 0.00010460 0.01737238 0.01732802 0.00012185 0.02052675 0.01810444 0.00019537 0.01736183 0.01719856 0.01718280 0.01751950 0.00012054 0.01793157 0.01732722 0.00136800 0.00012268 0.01718615 0.01757192 0.01767675 0.01861799 0.01817166 0.00010808 0.01887955 0.00125013 0.01741538 0.01902712 0.00012733 0.00016680 0.01768856 0.00011171 0.01736780 0.00016204 0.00010288 0.01842844 0.02007358 0.00012043 0.01779253 0.01895980 0.01869905 0.00014413 0.01746649 0.00062341 0.00013605 0.01761820 0.00016833 0.01725178 0.01728876 0.00012630 0.01780555 0.00065149 0.01865372 0.01725426 0.01741264 0.01764333 0.01754657 0.00016130 0.01734602 0.00089613 0.01733931 0.01738005 0.01736105 0.01760546 0.02006327 0.01663154 0.01737949 0.02011405 0.01726099 0.00011266 0.02011433 0.00013581 0.00012395 0.01729625 0.00014912 0.01809972 0.01850848 0.01733229 0.01701479 0.01708800 0.00011780 0.00011432 0.00011999 0.01760549 0.01731708 0.00015697 0.01732836 0.01761793 0.01703419 0.01719748 0.01783428 0.01770319 0.01733810 0.01739083 0.02059452 0.00010796 0.01990193 0.01827898 0.01863389 0.01768701 0.01920839 0.01734677 0.01726584 0.01727973 0.00096132 0.00012269 0.01720865 0.01787743 0.01727245 0.00015414 0.01703509 0.01779193 0.00010523 0.01916112 0.01926325 0.01782588 0.01729039 0.01788213 0.01850849 0.01932531 0.01888444 0.00084295 0.01984741 0.01741254 0.00012959 0.02008063 0.00126165 0.01765779 0.01685116 0.00013518 0.00019597 0.01791304 0.01880403 0.01740897 0.01816064 0.01742512 0.01719904 0.01723623 0.01888991 0.01943459 0.00011922 0.01866560 0.01723202 0.00013911 0.01724932 0.00012212 0.01755297 0.01743562 0.01723641 0.01820526 0.01738242 0.00013659
s_248 0.01808043 0.00128508 0.01723228 0.01805125 0.02011288 0.01727248 0.00085987 0.01796595 0.02010274 0.01779621 0.01867401 0.00017624 0 0.00010516 0.00082960 0.01728665 0.01786300 0.01738347 0.00011142 0.00032794 0.00009433 0.00010285 0.01734822 0.01729618 0.00010485 0.02040639 0.01798299 0.00018828 0.01734195 0.01717111 0.01711193 0.01761172 0.00010640 0.01794223 0.01724708 0.00136344 0.00011286 0.01714278 0.01758544 0.01768159 0.01858190 0.01829931 0.00009570 0.01879231 0.00124657 0.01733755 0.01907409 0.00011214 0.00015508 0.01762085 0.00009185 0.01736191 0.00015487 0.00008740 0.01855604 0.02005257 0.00010604 0.01778043 0.01907536 0.01871641 0.00012557 0.01740727 0.00063517 0.00012321 0.01759309 0.00017869 0.01723142 0.01725734 0.00010726 0.01776379 0.00067211 0.01858753 0.01729548 0.01733174 0.01765934 0.01752835 0.00015289 0.01731462 0.00088022 0.01730487 0.01748849 0.01741017 0.01762480 0.02003361 0.01674641 0.01732559 0.02012831 0.01730974 0.00009795 0.02006628 0.00011800 0.00010880 0.01731358 0.00013706 0.01798137 0.01835385 0.01735473 0.01695904 0.01715184 0.00010837 0.00009934 0.00011134 0.01755109 0.01729452 0.00014356 0.01733045 0.01764454 0.01680470 0.01722673 0.01782606 0.01768109 0.01727706 0.01733634 0.02054950 0.00010218 0.02004885 0.01840644 0.01917129 0.01761247 0.01909373 0.01727358 0.01734015 0.01724550 0.00094727 0.00011195 0.01721699 0.01789635 0.01732319 0.00012196 0.01703057 0.01779156 0.00009210 0.01921870 0.01895534 0.01788207 0.01732015 0.01787916 0.01853586 0.01939365 0.01892075 0.00083871 0.01993854 0.01735019 0.00011316 0.02006761 0.00125190 0.01769648 0.01685693 0.00011718 0.00019095 0.01793431 0.01878488 0.01734638 0.01823182 0.01739024 0.01727427 0.01718909 0.01884656 0.01914460 0.00010747 0.01870002 0.01720634 0.00012345 0.01730950 0.00010645 0.01757243 0.01738650 0.01723055 0.01820354 0.01729889 0.00012924
s_226 0.01805154 0.00122145 0.01720168 0.01799614 0.01999251 0.01720815 0.00080227 0.01797793 0.01996082 0.01774281 0.01860278 0.00011343 0.00010516 0 0.00077612 0.01731202 0.01776678 0.01725645 0.00006068 0.00027314 0.00004298 0.00005651 0.01733124 0.01725452 0.00006053 0.02035211 0.01798655 0.00013250 0.01728695 0.01727188 0.01710913 0.01746340 0.00006052 0.01792000 0.01729350 0.00131196 0.00006241 0.01711016 0.01751211 0.01755925 0.01856593 0.01798018 0.00004530 0.01869784 0.00118533 0.01737984 0.01909329 0.00006794 0.00009830 0.01762303 0.00005177 0.01731031 0.00009882 0.00005074 0.01839471 0.01992400 0.00005787 0.01773855 0.01891954 0.01860743 0.00008090 0.01742375 0.00055577 0.00007294 0.01756264 0.00011173 0.01716947 0.01720640 0.00006146 0.01775363 0.00060486 0.01853425 0.01729436 0.01735773 0.01758174 0.01751123 0.00010613 0.01730676 0.00082206 0.01729159 0.01741328 0.01730197 0.01756628 0.01997997 0.01663584 0.01733684 0.01993698 0.01718530 0.00004632 0.01995907 0.00007245 0.00006326 0.01724177 0.00008622 0.01799796 0.01835939 0.01725399 0.01694888 0.01711093 0.00005022 0.00005437 0.00006815 0.01756426 0.01726512 0.00008886 0.01727237 0.01760134 0.01704504 0.01714185 0.01774375 0.01761057 0.01729290 0.01730093 0.02047838 0.00005410 0.01973799 0.01808822 0.01886302 0.01762207 0.01899076 0.01728143 0.01722864 0.01729664 0.00088458 0.00007028 0.01714866 0.01780997 0.01721023 0.00009505 0.01697094 0.01772675 0.00005074 0.01911736 0.01897396 0.01779292 0.01726218 0.01787157 0.01852399 0.01923692 0.01883973 0.00077470 0.01976087 0.01732845 0.00006816 0.01977376 0.00119223 0.01761993 0.01676096 0.00007264 0.00013814 0.01785811 0.01873040 0.01736267 0.01805173 0.01738150 0.01713537 0.01716938 0.01871314 0.01909250 0.00006206 0.01865936 0.01721946 0.00007889 0.01719333 0.00006481 0.01748549 0.01737945 0.01717394 0.01804868 0.01734572 0.00007503
s_231 0.01780604 0.00127130 0.01704692 0.01767799 0.02001075 0.01707744 0.00010153 0.01784199 0.01968464 0.01713425 0.01832807 0.00084757 0.00082960 0.00077612 0 0.01712789 0.01730338 0.01707221 0.00048764 0.00070870 0.00077651 0.00077768 0.01715327 0.01700171 0.00050169 0.02009410 0.01787804 0.00057013 0.01730765 0.01692855 0.01692960 0.01733948 0.00048479 0.01761919 0.01687566 0.00138599 0.00076973 0.01692529 0.01736359 0.01750186 0.01824471 0.01792706 0.00077094 0.01857499 0.00123359 0.01710846 0.01884176 0.00049820 0.00052290 0.01756792 0.00076877 0.01707025 0.00081257 0.00076513 0.01830640 0.01979254 0.00049076 0.01712719 0.01874380 0.01842241 0.00051248 0.01720349 0.00102960 0.00050195 0.01744959 0.00080346 0.01726724 0.01699237 0.00048779 0.01724925 0.00100519 0.01833131 0.01711789 0.01710499 0.01747760 0.01734244 0.00052691 0.01707509 0.00010755 0.01705802 0.01721605 0.01708376 0.01741977 0.01964135 0.01688437 0.01711140 0.02002558 0.01700544 0.00078219 0.01962999 0.00079764 0.00046738 0.01704341 0.00051266 0.01792188 0.01784162 0.01706522 0.01703411 0.01687943 0.00048990 0.00078492 0.00048800 0.01738944 0.01701437 0.00051903 0.01708083 0.01745543 0.01682182 0.01695491 0.01724909 0.01714811 0.01708106 0.01708550 0.02028638 0.00077295 0.01945547 0.01807777 0.01882669 0.01751054 0.01872749 0.01710370 0.01699031 0.01730210 0.00018876 0.00049820 0.01694990 0.01744861 0.01702539 0.00082508 0.01681017 0.01712949 0.00077520 0.01890314 0.01827108 0.01757205 0.01706421 0.01752327 0.01838872 0.01914669 0.01865667 0.00006276 0.01929770 0.01709322 0.00048887 0.01981188 0.00123011 0.01748525 0.01686123 0.00050149 0.00085124 0.01756904 0.01855351 0.01714545 0.01801831 0.01712321 0.01723825 0.01697693 0.01851638 0.01910604 0.00051113 0.01835639 0.01686674 0.00051375 0.01696875 0.00049830 0.01743283 0.01721355 0.01694437 0.01804621 0.01711989 0.00050409
G_31 0.00239816 0.01782359 0.01766804 0.01854350 0.01934356 0.00034362 0.01715252 0.01754655 0.02004665 0.00013216 0.01822311 0.01735377 0.01728665 0.01731202 0.01712789 0 0.00013032 0.00033127 0.01720095 0.01750438 0.01724411 0.01720636 0.00008523 0.00030446 0.01710566 0.01989886 0.01777888 0.01733709 0.01854377 0.00031075 0.00030338 0.00242579 0.01726718 0.00353711 0.00013504 0.01680529 0.01727005 0.00033734 0.00016980 0.01769513 0.01786943 0.01764666 0.01718971 0.01829801 0.01784065 0.00013197 0.01762977 0.01526838 0.01715459 0.00016197 0.01720855 0.00030688 0.01729880 0.01718670 0.01811316 0.02024114 0.01722721 0.00013921 0.01823475 0.01806456 0.01730661 0.00016789 0.01754567 0.01709195 0.01727821 0.01738834 0.01842903 0.00033993 0.01738570 0.00014604 0.01760147 0.01713155 0.01761870 0.00035228 0.00015718 0.00150747 0.01735154 0.00011931 0.01711770 0.00031477 0.01779401 0.00013356 0.00011875 0.01986939 0.01776810 0.00010422 0.01939372 0.00032265 0.01728007 0.01980196 0.01733925 0.01739136 0.00034016 0.01706753 0.01813153 0.01753706 0.00033564 0.01801382 0.00036417 0.01726505 0.01725613 0.01729677 0.00015990 0.00033848 0.01728071 0.00032465 0.01762554 0.01577540 0.00030576 0.00029196 0.00019805 0.00010849 0.00032203 0.02074595 0.01703144 0.02032220 0.01772575 0.01758049 0.01756556 0.01826316 0.00011698 0.00035340 0.01839043 0.01703759 0.01719287 0.00030555 0.00011046 0.00035077 0.01734408 0.01681870 0.00017560 0.01733156 0.01809541 0.01824828 0.00382454 0.00011330 0.00356470 0.01825519 0.01867386 0.01781309 0.01700393 0.01884614 0.00012335 0.01723230 0.02025638 0.01766738 0.01763133 0.01778291 0.01711685 0.01743101 0.00020539 0.01814247 0.00012113 0.01760768 0.00015012 0.01784655 0.00030413 0.01821149 0.01896631 0.01709651 0.01819357 0.00030917 0.01729963 0.00034674 0.01731990 0.00012534 0.01739285 0.00030580 0.01764685 0.00010239 0.01735902
G_22 0.00243906 0.01795883 0.01783749 0.01874036 0.01984625 0.00035567 0.01742645 0.01771901 0.02027337 0.00047077 0.01847217 0.01783133 0.01786300 0.01776678 0.01730338 0.00013032 0 0.00034568 0.01754193 0.01803930 0.01779535 0.01765141 0.00012168 0.00031902 0.01784931 0.02029619 0.01796311 0.01787792 0.01870769 0.00031761 0.00031885 0.00240744 0.01770355 0.00346271 0.00015186 0.01693223 0.01785671 0.00035064 0.00022193 0.01776449 0.01819323 0.01765107 0.01767192 0.01845846 0.01795690 0.00014446 0.01789546 0.01577257 0.01773034 0.00021310 0.01769774 0.00032963 0.01782511 0.01769365 0.01837207 0.02049307 0.01778533 0.00044347 0.01849901 0.01839106 0.01780960 0.00020193 0.01802034 0.01759106 0.01734769 0.01774970 0.01855903 0.00036664 0.01777814 0.00016549 0.01814662 0.01759274 0.01779075 0.00037671 0.00021152 0.00157980 0.01777657 0.00014458 0.01726391 0.00032433 0.01797884 0.00014545 0.00015760 0.02009001 0.01789132 0.00013513 0.01978512 0.00033667 0.01772203 0.02014592 0.01777728 0.01786067 0.00035095 0.01752378 0.01814724 0.01794623 0.00034985 0.01818483 0.00048084 0.01770799 0.01783259 0.01776813 0.00022253 0.00034532 0.01771068 0.00033487 0.01769595 0.01578618 0.00031612 0.00026065 0.00015756 0.00013389 0.00034389 0.02102591 0.01748551 0.02070451 0.01781288 0.01807940 0.01762942 0.01856813 0.00013251 0.00036018 0.01852988 0.01731135 0.01773850 0.00031859 0.00015656 0.00036535 0.01792050 0.01691101 0.00049971 0.01789684 0.01846408 0.01897223 0.00378346 0.00012989 0.00358776 0.01848113 0.01890376 0.01813044 0.01724585 0.01916262 0.00014598 0.01775048 0.02051316 0.01779364 0.01770110 0.01800414 0.01762038 0.01794728 0.00015640 0.01850557 0.00015921 0.01767114 0.00015590 0.01797381 0.00031833 0.01849398 0.01913061 0.01764698 0.01849910 0.00033262 0.01784872 0.00036094 0.01786494 0.00015266 0.01758321 0.00031510 0.01764276 0.00012230 0.01785097
s_261 0.00258208 0.01790107 0.01760922 0.01840891 0.01924989 0.00011718 0.01721643 0.01824987 0.02015603 0.00032975 0.01813951 0.01733026 0.01738347 0.01725645 0.01707221 0.00033127 0.00034568 0 0.01720162 0.01759088 0.01729032 0.01716640 0.00031364 0.00007194 0.01737144 0.02046922 0.01829784 0.01746828 0.01842500 0.00008161 0.00007434 0.00266452 0.01726750 0.00336493 0.00032779 0.01678433 0.01743582 0.00012599 0.00035577 0.01787085 0.01811275 0.01753847 0.01717350 0.01809712 0.01785210 0.00033990 0.01826895 0.01718556 0.01735950 0.00035753 0.01671105 0.00008472 0.01739601 0.01716930 0.01772789 0.02002455 0.01735065 0.00035794 0.01826733 0.01809420 0.01738629 0.00039686 0.01758745 0.01744373 0.01781956 0.01743369 0.01846918 0.00012285 0.01733019 0.00035149 0.01789978 0.01784504 0.01756624 0.00013943 0.00034799 0.00163105 0.01737100 0.00031627 0.01710002 0.00007494 0.01775692 0.00032930 0.00032518 0.02012378 0.01743182 0.00033820 0.01936363 0.00010995 0.01723419 0.02002343 0.01735652 0.01735122 0.00012079 0.01745970 0.01833529 0.01762472 0.00011508 0.01782235 0.00017589 0.01727842 0.01746874 0.01727807 0.00036235 0.00012525 0.01751442 0.00008547 0.01780973 0.01743278 0.00008140 0.00053606 0.00040208 0.00031742 0.00010820 0.02111263 0.01704532 0.01972748 0.01770397 0.01830776 0.01784466 0.01841899 0.00033647 0.00012956 0.01847040 0.01714593 0.01731804 0.00007833 0.00030775 0.00013231 0.01745593 0.01672116 0.00037116 0.01744021 0.01834704 0.01835882 0.00363436 0.00031587 0.00340779 0.01783341 0.01871458 0.01799426 0.01738162 0.01906347 0.00032650 0.01732471 0.02019867 0.01775929 0.01784732 0.01804422 0.01719299 0.01746944 0.00040201 0.01817266 0.00034498 0.01756044 0.00036192 0.01795478 0.00007721 0.01809428 0.01906702 0.01721428 0.01809563 0.00009124 0.01742637 0.00013028 0.01739952 0.00032623 0.01765024 0.00007667 0.01753913 0.00031966 0.01747693
s_215 0.01805080 0.00118286 0.01707531 0.01790819 0.02026341 0.01713789 0.00052633 0.01822277 0.02005477 0.01764835 0.01869439 0.00010400 0.00011142 0.00006068 0.00048764 0.01720095 0.01754193 0.01720162 0 0.00015547 0.00005036 0.00006042 0.01722878 0.01716867 0.00004669 0.02045857 0.01825888 0.00012828 0.01717051 0.01706725 0.01703899 0.01760970 0.00003920 0.01778255 0.01700483 0.00132492 0.00007011 0.01704172 0.01742525 0.01757106 0.01862294 0.01799931 0.00005244 0.01879566 0.00114607 0.01727820 0.01891397 0.00005099 0.00007804 0.01760508 0.00006178 0.01724177 0.00009463 0.00005425 0.01854804 0.02002261 0.00004020 0.01778544 0.01890667 0.01865547 0.00005605 0.01728334 0.00056127 0.00005592 0.01728752 0.00011100 0.01717111 0.01714334 0.00004249 0.01770005 0.00055266 0.01872373 0.01722540 0.01727689 0.01759858 0.01741645 0.00007901 0.01727637 0.00052976 0.01719090 0.01732822 0.01721486 0.01746396 0.01995836 0.01699761 0.01725055 0.02022289 0.01711955 0.00005576 0.02001939 0.00007342 0.00004712 0.01716152 0.00006107 0.01825883 0.01821007 0.01719196 0.01686646 0.01716372 0.00003804 0.00006230 0.00004400 0.01752681 0.01715798 0.00007342 0.01719899 0.01755989 0.01693309 0.01705531 0.01762006 0.01752493 0.01718691 0.01724450 0.02052816 0.00005574 0.01976869 0.01813455 0.01876296 0.01759040 0.01889821 0.01719527 0.01713038 0.01723688 0.00058093 0.00004971 0.01707789 0.01775360 0.01712629 0.00010336 0.01694287 0.01773908 0.00005685 0.01897819 0.01895231 0.01767300 0.01715654 0.01773361 0.01855709 0.01928612 0.01877540 0.00046026 0.01978732 0.01729849 0.00004841 0.02003918 0.00114436 0.01752192 0.01672066 0.00005410 0.00014268 0.01776339 0.01876171 0.01735802 0.01796025 0.01724181 0.01719829 0.01710195 0.01880980 0.01934529 0.00004288 0.01864189 0.01707116 0.00005824 0.01711549 0.00004634 0.01740041 0.01721412 0.01707779 0.01806195 0.01723568 0.00005721
s_296 0.01827073 0.00140655 0.01740385 0.01780675 0.02037843 0.01746931 0.00075305 0.01847294 0.01988562 0.01794712 0.01879039 0.00029005 0.00032794 0.00027314 0.00070870 0.01750438 0.01803930 0.01759088 0.00015547 0 0.00026242 0.00026602 0.01754009 0.01749296 0.00026292 0.02067561 0.01853707 0.00033714 0.01750847 0.01726511 0.01736534 0.01766593 0.00026185 0.01813029 0.01754442 0.00154652 0.00027587 0.01735113 0.01777610 0.01745254 0.01794107 0.01840966 0.00025772 0.01904184 0.00136768 0.01755071 0.01832497 0.00026606 0.00028829 0.01785092 0.00026250 0.01757481 0.00031622 0.00026704 0.01877788 0.01991165 0.00026188 0.01800088 0.01928923 0.01894828 0.00027879 0.01759122 0.00075440 0.00026495 0.01783996 0.00034531 0.01751653 0.01746793 0.00025936 0.01792275 0.00075377 0.01896209 0.01737821 0.01760991 0.01783509 0.01781266 0.00029933 0.01751310 0.00074963 0.01753351 0.01750177 0.01760393 0.01782025 0.01968069 0.01697134 0.01757776 0.02028435 0.01743273 0.00027614 0.02027191 0.00029544 0.00026164 0.01754436 0.00027764 0.01843361 0.01819904 0.01744569 0.01694900 0.01721542 0.00025582 0.00027003 0.00026382 0.01774918 0.01746703 0.00027830 0.01761597 0.01746876 0.01704961 0.01737195 0.01797627 0.01787486 0.01746803 0.01760648 0.02081480 0.00026793 0.02019955 0.01864245 0.01922521 0.01739234 0.01922713 0.01746776 0.01745112 0.01748112 0.00080229 0.00025940 0.01742696 0.01808643 0.01750276 0.00024377 0.01631132 0.01794662 0.00026273 0.01907912 0.01926760 0.01805409 0.01752233 0.01806304 0.01884541 0.01959822 0.01885124 0.00068582 0.02000748 0.01748671 0.00026616 0.01988211 0.00136971 0.01738851 0.01706091 0.00027237 0.00035854 0.01810642 0.01842143 0.01756590 0.01832327 0.01760220 0.01751839 0.01743574 0.01909290 0.01913249 0.00025864 0.01878586 0.01732394 0.00028380 0.01725275 0.00026083 0.01776557 0.01757226 0.01743994 0.01840043 0.01754910 0.00027691
s_240 0.01804611 0.00122814 0.01704375 0.01800488 0.02006922 0.01720950 0.00079101 0.01797456 0.02005598 0.01774442 0.01870881 0.00010315 0.00009433 0.00004298 0.00077651 0.01724411 0.01779535 0.01729032 0.00005036 0.00026242 0 0.00004521 0.01729737 0.01718307 0.00005565 0.02038531 0.01797035 0.00011742 0.01725515 0.01727081 0.01708044 0.01754245 0.00005382 0.01787977 0.01726890 0.00130802 0.00005610 0.01719450 0.01752361 0.01753722 0.01868473 0.01819497 0.00003549 0.01876289 0.00118013 0.01729820 0.01895855 0.00006004 0.00009347 0.01755017 0.00003595 0.01738034 0.00008566 0.00003393 0.01835602 0.01999308 0.00005222 0.01773322 0.01891047 0.01861967 0.00007395 0.01735747 0.00055767 0.00006479 0.01758224 0.00010323 0.01722605 0.01724503 0.00005218 0.01771057 0.00057925 0.01851794 0.01720629 0.01734920 0.01759221 0.01757546 0.00009211 0.01726141 0.00081277 0.01729413 0.01733151 0.01735650 0.01758505 0.02000751 0.01673714 0.01726494 0.02005695 0.01726423 0.00004300 0.02004688 0.00006559 0.00005243 0.01730639 0.00007497 0.01796170 0.01838968 0.01729214 0.01690680 0.01711203 0.00005079 0.00004378 0.00005499 0.01752072 0.01728167 0.00008256 0.01727551 0.01755181 0.01683238 0.01719678 0.01778409 0.01762246 0.01722837 0.01725784 0.02054890 0.00003636 0.01989045 0.01835824 0.01906194 0.01759921 0.01900349 0.01721747 0.01725609 0.01729862 0.00087114 0.00005348 0.01720664 0.01782710 0.01727089 0.00008759 0.01698237 0.01774059 0.00003523 0.01909794 0.01931427 0.01782766 0.01727135 0.01784512 0.01847389 0.01935782 0.01880225 0.00078319 0.01987935 0.01723839 0.00005707 0.02001656 0.00118179 0.01762788 0.01675344 0.00006025 0.00013016 0.01788222 0.01864851 0.01729455 0.01799595 0.01733395 0.01725845 0.01714887 0.01881476 0.01909584 0.00005255 0.01865886 0.01716147 0.00007040 0.01727206 0.00004827 0.01752115 0.01727985 0.01715641 0.01812572 0.01725170 0.00006427
s_224 0.01794204 0.00122390 0.01713981 0.01806811 0.02014254 0.01716971 0.00079797 0.01796682 0.02007246 0.01760856 0.01865558 0.00010460 0.00010285 0.00005651 0.00077768 0.01720636 0.01765141 0.01716640 0.00006042 0.00026602 0.00004521 0 0.01723407 0.01720794 0.00006000 0.02051049 0.01800249 0.00013144 0.01727638 0.01726664 0.01710544 0.01742936 0.00005896 0.01793456 0.01715950 0.00131737 0.00006537 0.01708595 0.01739525 0.01759807 0.01860935 0.01810904 0.00004391 0.01879796 0.00118651 0.01724684 0.01901641 0.00006857 0.00009985 0.01759038 0.00004623 0.01723193 0.00009597 0.00004598 0.01842901 0.01995566 0.00006046 0.01764615 0.01888838 0.01860672 0.00008453 0.01730691 0.00055983 0.00007849 0.01752490 0.00010760 0.01718609 0.01710646 0.00005938 0.01763980 0.00059694 0.01858055 0.01733038 0.01731480 0.01756635 0.01747574 0.00010820 0.01718520 0.00081876 0.01722341 0.01744335 0.01718952 0.01744688 0.02005575 0.01667589 0.01723927 0.02009425 0.01716357 0.00005032 0.02008485 0.00007383 0.00006481 0.01718623 0.00008109 0.01800924 0.01838173 0.01723487 0.01693124 0.01711221 0.00005953 0.00005347 0.00006167 0.01742863 0.01718810 0.00009257 0.01721073 0.01760338 0.01698753 0.01707264 0.01764083 0.01748838 0.01718964 0.01727834 0.02047829 0.00004379 0.01974865 0.01826790 0.01889632 0.01762022 0.01894050 0.01715180 0.01705133 0.01725477 0.00088113 0.00006379 0.01709421 0.01769541 0.01707601 0.00010027 0.01698741 0.01761649 0.00005140 0.01905113 0.01907842 0.01781257 0.01714250 0.01789142 0.01857854 0.01922422 0.01881808 0.00078126 0.01975947 0.01722234 0.00006996 0.01994900 0.00119288 0.01756473 0.01678581 0.00007237 0.00012669 0.01774375 0.01873707 0.01723448 0.01822329 0.01732315 0.01722553 0.01715278 0.01871079 0.01937275 0.00006257 0.01863692 0.01709900 0.00007914 0.01713888 0.00005858 0.01738817 0.01737699 0.01709326 0.01819098 0.01721194 0.00007486
