	Acinetobacter_lwoffii_N199_BC07	Acinetobacter_pittii_N104_BC09	Acinetobacter_pittii_N214_BC03	Aerococcus_viridans_N127_BC12	Bacillus_cereus_N128_BC08	Bacillus_cereus_N204_BC03	Bacillus_thuringiensis_N101_BC05	Bacillus_thuringiensis_N118_BC06	Bacillus_thuringiensis_N128_BC08	Bacillus_thuringiensis_N162_BC02	Bacillus_thuringiensis_N183_BC12	Bacillus_thuringiensis_N219_BC01	Bacillus_thuringiensis_N221_BC09	Bacillus_thuringiensis_N236_BC05	Bacillus_thuringiensis_N238_BC12	Burkholderia_cenocepacia_N139_BC07	Burkholderia_cenocepacia_N209_BC12	Burkholderia_contaminans_N151_BC06	Burkholderia_lata_N104_BC06	Burkholderia_lata_N127_BC08	Burkholderia_lata_N127_BC10	Burkholderia_lata_N139_BC07	Burkholderia_lata_N139_BC08	Burkholderia_lata_N150_BC11	Burkholderia_lata_N151_BC06	Burkholderia_lata_N200_BC05	Candida_albicans_N235_BC07	Candida_dubliniensis_N235_BC07	Candida_dubliniensis_N239_BC02	Chromobacterium_vaccinii_N175_BC04	Chromobacterium_vaccinii_N183_BC04	Chromobacterium_vaccinii_N187_BC02	Chromobacterium_vaccinii_N196_BC09	Chromobacterium_vaccinii_N208_BC01	Chromobacterium_vaccinii_N227_BC02	Chromobacterium_vaccinii_N228_BC06	Chromobacterium_violaceum_N196_BC11	Chromobacterium_violaceum_N221_BC06	Comamonas_testosteroni_N114_BC09	Corynebacterium_striatum_N230_BC07	Elizabethkingia_anophelis_N109_BC09	Elizabethkingia_anophelis_N167_BC01	Elizabethkingia_anophelis_N221_BC03	Elizabethkingia_genomosp._N155_BC09	Elizabethkingia_genomosp._N221_BC03	Elizabethkingia_miricola_N109_BC06	Elizabethkingia_miricola_N109_BC10	Elizabethkingia_miricola_N138_BC07	Elizabethkingia_miricola_N161_BC04	Elizabethkingia_miricola_N161_BC05	Elizabethkingia_miricola_N161_BC06	Elizabethkingia_miricola_N167_BC02	Elizabethkingia_miricola_N167_BC04	Elizabethkingia_miricola_N171_BC04	Elizabethkingia_miricola_N194_BC10	Elizabethkingia_miricola_N217_BC08	Elizabethkingia_miricola_N239_BC03	Enterococcus_sp._N233_BC08	Lysinibacillus_sp._N170_BC01	Lysinibacillus_sp._N220_BC01	Lysinibacillus_sp._N234_BC11	Macrococcus_sp._N125_BC08	Paenibacillus_sp._N132_BC08	Paenibacillus_sp._N143_BC11	Paenibacillus_sp._N173_BC04	Paenibacillus_sp._N190_BC10	Paenibacillus_sp._N198_BC04	Paenibacillus_sp._N220_BC06	Paenibacillus_xylanexedens_N101_BC06	Paenibacillus_xylanexedens_N195_BC10	Pantoea_rwandensis_N156_BC03	Plautia_stali_N105_BC01	Pseudomonas_oryzihabitans_N112_BC11	Pseudomonas_putida_N188_BC01	Pseudomonas_putida_N192_BC11	Pseudomonas_putida_N198_BC03	Pseudomonas_putida_N227_BC03	Pseudomonas_resinovorans_N133_BC12	Pseudomonas_sp._N104_BC04	Sphingomonas_sp._N156_BC01	Sphingomonas_sp._N156_BC02	Sphingomonas_sp._N162_BC07	Sphingomonas_sp._N182_BC07	Sphingomonas_sp._N182_BC08	Sphingomonas_sp._N215_BC02	Sphingomonas_sp._N216_BC07	Sphingomonas_sp._N223_BC05	Staphylococcus_capitis_N103_BC08	Staphylococcus_capitis_N108_BC10	Staphylococcus_capitis_N113_BC01	Staphylococcus_capitis_N113_BC02	Staphylococcus_capitis_N113_BC03	Staphylococcus_capitis_N114_BC03	Staphylococcus_capitis_N116_BC10	Staphylococcus_capitis_N121_BC07	Staphylococcus_capitis_N125_BC06	Staphylococcus_capitis_N125_BC07	Staphylococcus_capitis_N125_BC08	Staphylococcus_capitis_N128_BC08	Staphylococcus_capitis_N128_BC10	Staphylococcus_capitis_N128_BC11	Staphylococcus_capitis_N131_BC08	Staphylococcus_capitis_N131_BC09	Staphylococcus_capitis_N131_BC10	Staphylococcus_capitis_N135_BC02	Staphylococcus_capitis_N135_BC03	Staphylococcus_capitis_N136_BC10	Staphylococcus_capitis_N140_BC11	Staphylococcus_capitis_N154_BC02	Staphylococcus_capitis_N165_BC06	Staphylococcus_capitis_N169_BC03	Staphylococcus_capitis_N176_BC05	Staphylococcus_capitis_N176_BC06	Staphylococcus_capitis_N178_BC01	Staphylococcus_capitis_N181_BC06	Staphylococcus_capitis_N188_BC05	Staphylococcus_capitis_N200_BC09	Staphylococcus_capitis_N202_BC02	Staphylococcus_capitis_N203_BC06	Staphylococcus_capitis_N209_BC03	Staphylococcus_capitis_N210_BC05	Staphylococcus_capitis_N212_BC03	Staphylococcus_capitis_N217_BC06	Staphylococcus_capitis_N218_BC02	Staphylococcus_capitis_N220_BC11	Staphylococcus_capitis_N221_BC07	Staphylococcus_capitis_N225_BC11	Staphylococcus_capitis_N233_BC04	Staphylococcus_capitis_N235_BC02	Staphylococcus_capitis_N237_BC11	Staphylococcus_capitis_N238_BC04	Staphylococcus_cohnii_N101_BC08	Staphylococcus_cohnii_N129_BC02	Staphylococcus_kloosii_N232_BC10	Staphylococcus_piscifermentans_N233_BC03	Staphylococcus_succinus_N168_BC08	Staphylococcus_succinus_N176_BC09	Staphylococcus_succinus_N176_BC11	Staphylococcus_succinus_N176_BC12	Staphylococcus_succinus_N202_BC08	Staphylococcus_succinus_N225_BC07	Stenotrophomonas_maltophilia_N116_BC12	Stenotrophomonas_maltophilia_N117_BC02	Stenotrophomonas_maltophilia_N131_BC06	Stenotrophomonas_maltophilia_N178_BC12	Stenotrophomonas_maltophilia_N188_BC07	Stenotrophomonas_maltophilia_N188_BC09	Stenotrophomonas_maltophilia_N188_BC10	Stenotrophomonas_maltophilia_N201_BC07	Stenotrophomonas_maltophilia_N203_BC03	Stenotrophomonas_maltophilia_N216_BC11	Stenotrophomonas_maltophilia_N228_BC08	Streptococcus_salivarius_N174_BC07	
Bacillus_thuringiensis_N183_BC12	1.0	1.0	1.0	0.328965	0.0785817	0.100636	0.0440624	0.122255	0.0917657	0.0375603	0	0.0573253	0.0370269	0.0655379	0.0564869	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.35328	0.320287	0.300994	0.306598	0.339586	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.207109	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.320287	0.339586	0.339586	0.339586	0.372583	0.328965	0.339586	0.312952	0.339586	0.35328	0.339586	0.339586	0.339586	0.328965	0.339586	0.339586	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.320287	0.339586	0.35328	0.328965	0.339586	0.328965	0.328965	0.339586	0.328965	0.339586	0.372583	0.372583	0.328965	0.320287	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.22668	1.0	
Bacillus_thuringiensis_N219_BC01	1.0	0.372583	0.405585	0.339586	0.0802797	0.103815	0.0540862	0.127359	0.0849439	0.0526539	0.0573253	0	0.0504618	0.0309745	0.031569	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.35328	0.339586	0.291447	0.328965	0.339586	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.204284	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.320287	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.339586	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.328965	0.320287	0.339586	0.328965	0.339586	0.328965	0.339586	0.328965	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.208588	1.0	
Bacillus_thuringiensis_N221_BC09	1.0	0.372583	1.0	0.328965	0.0961527	0.103219	0.0452424	0.136471	0.0969736	0.0369042	0.0370269	0.0504618	0	0.0668569	0.055104	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.35328	0.328965	0.306598	0.320287	0.35328	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.239237	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.320287	0.339586	0.339586	0.339586	0.405585	0.339586	0.339586	0.306598	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.35328	0.35328	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.339586	0.320287	0.339586	0.339586	0.35328	0.339586	0.328965	0.339586	0.328965	0.339586	0.339586	0.35328	0.35328	0.312952	0.300994	0.339586	0.339586	0.339586	0.328965	0.328965	0.328965	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.22668	0.405585	
Bacillus_thuringiensis_N236_BC05	1.0	0.405585	0.405585	0.339586	0.0715889	0.104267	0.0749829	0.113823	0.0790711	0.0717924	0.0655379	0.0309745	0.0668569	0	0.0340249	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.35328	0.339586	0.312952	0.328965	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.339586	0.35328	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.217673	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.320287	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.339586	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.328965	0.306598	0.328965	0.320287	0.328965	0.320287	0.339586	0.320287	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.202933	1.0	
Bacillus_thuringiensis_N238_BC12	1.0	0.405585	0.405585	0.328965	0.0774628	0.0879038	0.0705214	0.122717	0.0796916	0.0540236	0.0564869	0.031569	0.055104	0.0340249	0	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.35328	0.328965	0.295981	0.320287	0.328965	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.195553	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.320287	0.339586	0.339586	0.339586	0.405585	0.339586	0.339586	0.306598	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.328965	0.339586	0.339586	0.339586	0.339586	0.339586	0.320287	0.339586	0.339586	0.372583	0.339586	0.328965	0.339586	0.328965	0.339586	0.339586	0.35328	0.339586	0.320287	0.306598	0.328965	0.320287	0.328965	0.320287	0.328965	0.320287	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.204284	1.0	
Burkholderia_cenocepacia_N139_BC07	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0	0.00442156	0.091041	0.101622	0.0392331	0.0948599	0.218593	0.0460045	0.06574	0.0614807	0.0668867	1.0	1.0	1.0	0.300994	0.295981	0.295981	0.291447	0.320287	0.312952	0.312952	0.300994	0.287309	0.243761	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.306598	0.306598	0.236445	0.306598	0.300994	0.312952	0.35328	0.320287	0.320287	0.35328	0.320287	0.320287	0.320287	0.35328	0.320287	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.300994	0.300994	0.287309	0.291447	0.287309	0.287309	0.283502	0.328965	0.291447	0.283502	0.283502	1.0	
Burkholderia_cenocepacia_N209_BC12	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.00442156	0	0.0909857	0.101338	0.0394322	0.0954705	0.220489	0.046235	0.0654516	0.0611983	0.0661476	1.0	1.0	1.0	0.300994	0.295981	0.295981	0.291447	0.320287	0.312952	0.312952	0.300994	0.287309	0.243761	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.306598	0.306598	0.23011	0.306598	0.300994	0.312952	0.35328	0.320287	0.320287	0.35328	0.320287	0.320287	0.320287	0.35328	0.320287	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.300994	0.300994	0.287309	0.287309	0.287309	0.287309	0.283502	0.328965	0.291447	0.283502	0.283502	1.0	
Burkholderia_contaminans_N151_BC06	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.091041	0.0909857	0	0.0893627	0.0542118	0.0517833	0.0455645	0.0730018	0.0650801	0.224525	0.0700636	1.0	1.0	1.0	0.339586	0.339586	0.339586	0.328965	0.339586	0.328965	0.328965	0.339586	0.339586	0.312952	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.306598	0.328965	0.291447	0.328965	0.320287	0.320287	0.405585	0.35328	0.35328	0.372583	0.35328	0.35328	0.35328	0.372583	0.35328	0.372583	0.35328	0.372583	0.372583	0.35328	1.0	0.35328	0.35328	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.35328	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.35328	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.339586	0.328965	0.328965	0.35328	0.328965	0.328965	0.328965	0.35328	0.328965	0.320287	0.328965	1.0	
Burkholderia_lata_N104_BC06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.101622	0.101338	0.0893627	0	0.0732837	0.0673071	0.0678547	0.0589682	0.0564645	0.0701612	0.0668867	1.0	1.0	1.0	0.35328	0.339586	0.339586	0.339586	0.35328	0.328965	0.405585	0.320287	0.320287	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.405585	0.405585	1.0	0.35328	0.405585	0.35328	0.372583	0.35328	1.0	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.339586	0.320287	0.372583	0.339586	0.339586	0.339586	0.35328	0.328965	0.339586	0.339586	1.0	
Burkholderia_lata_N127_BC08	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.0392331	0.0394322	0.0542118	0.0732837	0	0.0176589	0.0201413	0.0303826	0.0327971	0.0302269	0.0350645	1.0	1.0	1.0	0.320287	0.295981	0.295981	0.300994	0.312952	0.312952	0.320287	0.320287	0.300994	0.26803	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.339586	0.35328	0.25242	0.291447	0.287309	0.291447	0.287309	0.26546	0.339586	0.35328	0.35328	0.372583	0.35328	0.35328	0.35328	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.300994	0.306598	0.287309	0.300994	0.25242	0.25242	0.250557	0.306598	0.295981	0.291447	0.250557	1.0	
Burkholderia_lata_N127_BC10	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.0948599	0.0954705	0.0517833	0.0673071	0.0176589	0	0.010352	0.0322806	0.030101	0.0283876	0.0331072	1.0	1.0	1.0	0.328965	0.312952	0.312952	0.328965	0.320287	0.320287	0.339586	0.339586	0.339586	0.306598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.35328	0.245371	0.312952	0.287309	0.312952	0.306598	0.25242	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.328965	0.320287	0.283502	0.328965	0.243761	0.245371	0.242205	0.339586	0.283502	0.306598	0.243761	1.0	
Burkholderia_lata_N139_BC07	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.218593	0.220489	0.0455645	0.0678547	0.0201413	0.010352	0	0.0370392	0.0296126	0.0276624	0.0324062	1.0	1.0	1.0	0.320287	0.306598	0.306598	0.312952	0.312952	0.312952	0.328965	0.35328	0.339586	0.312952	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.339586	0.35328	0.240698	0.312952	0.295981	0.312952	0.306598	0.247037	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.320287	0.320287	0.287309	0.35328	0.239237	0.239237	0.236445	0.328965	0.287309	0.312952	0.242205	1.0	
Burkholderia_lata_N139_BC08	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.0460045	0.046235	0.0730018	0.0589682	0.0303826	0.0322806	0.0370392	0	0.0299276	0.0340249	0.0399288	1.0	1.0	1.0	0.312952	0.291447	0.291447	0.291447	0.300994	0.320287	0.300994	0.320287	0.300994	0.300994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.320287	0.300994	0.300994	0.300994	0.295981	0.312952	0.372583	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.35328	0.339586	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.320287	0.320287	0.300994	0.306598	0.306598	0.306598	0.306598	0.339586	0.306598	0.312952	0.306598	1.0	
Burkholderia_lata_N150_BC11	0.405585	0.405585	0.405585	0.372583	0.372583	0.372583	0.405585	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.06574	0.0654516	0.0650801	0.0564645	0.0327971	0.030101	0.0296126	0.0299276	0	0.0359285	0.0350415	1.0	1.0	1.0	0.306598	0.312952	0.312952	0.312952	0.312952	0.312952	0.312952	0.328965	0.328965	0.320287	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.328965	0.320287	0.300994	0.320287	0.312952	0.306598	0.405585	0.35328	0.35328	0.405585	0.35328	0.35328	0.35328	0.405585	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.328965	0.328965	0.306598	0.35328	0.320287	0.320287	0.320287	0.339586	0.312952	0.328965	0.320287	1.0	
