s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
s_2373 0.00475790 0.00559529 0.00463592 0.00559516 0.00476110 0.00476382 0.00558678 0.00554597 0.00558620 0.00463100 0 0.00488523 0.00477269 0.00551793 0.00545122 0.00479660 0.00481426 0.00479606 0.00000128 0.00559985 0.00479779 0.00475985 0.00559548 0.00480075 0.07592137 0.00563117 0.00560010 0.00001436 0.15221405 0.00517802 0.00476229 0.00463603 0.00557573 0.00479498 0.00549598 0.00476973 0.00476333 0.00464379 0.00482099 0.00479495 0.00490606 0.00559909 0.00559186 0.00476360 0.00475633 0.00479374 0.00563093 0.00476595 0.00476206 0.00560150 0.00477555 0.00563487 0.00476385 0.00513060 0.00078141 0.00006033 0.00000447 0.00512141 0.00001806 0.00476453 0.07981487 0.00076530 0.00563432 0.00560182 0.00000100 0.00487165 0.00560364 0.00477163 0.00477977 0.00496984 0.00543014 0.00009181 0.00482452 0.00076475 0.00479660 1.00000000 0.00560602 0.07453217 0.00465961 0.00520325 0.00559477 0.00559517 0.00558562 0.00544047 0.00563686 0.00463841 0.07593667 0.00001904 0.00512206 0.00083232 0.00560134 0.00479123 0.00560225 0.00559643 0.00005999 0.00476073 0.00476883 0.00559595 0.00482565 0.00463809 0.00547693 0.00489101 0.00477112 0.00562229 0.07662469 0.00468827 0.00560175 0.00560190 0.00489800 0.00466266 0.00555146 0.00466079 0.00557616 0.00000520 0.00476819 0.00465115 0.00560161 0.00463554 0.00080085 0.00000149 0.00487464 0.00559848 0.00462226 0.00488323 0.00531405 0.00476572 0.00476482 0.00001082 0.00479322 0.00559969 0.00075302 0.05453701 0.00559654 0.00558434 0.14801148 0.00477333 0.00475357 0.00479564 0.00005100 0.00514177
F_51 0.00005175 0.00502335 0.00003763 0.00487339 0.00003712 0.00003763 0.00532051 0.00494294 0.00532863 0.00003506 0.00488523 0 0.00005994 0.00556237 0.00539527 0.00005091 0.00540263 0.00005067 0.00490916 0.00502057 0.00004924 0.00003675 0.00502343 0.00005895 0.07538897 0.00507485 0.00502105 0.00488528 0.15228637 0.00513303 0.00005319 0.00003655 0.00539541 0.00005056 0.00548683 0.00003963 0.00005247 0.00003785 0.00004977 0.00005041 0.00001573 0.00499435 0.00531079 0.00005330 0.00005929 0.00005114 0.00548964 0.00005232 0.00004920 0.00509982 0.00004006 0.00516078 0.00003598 0.00505733 0.00495047 0.00468971 0.00491613 0.00511762 0.00484966 0.00005331 0.08353127 0.00494765 0.00514569 0.00510633 0.00490915 0.00001363 0.00507756 0.00004053 0.00006733 0.00524090 0.00524185 0.00497100 0.00004183 0.00494586 0.00003808 0.00000000 0.00505618 0.07949542 0.00002730 0.00516474 0.00507729 0.00502186 0.00529083 0.00521340 0.00507611 0.00004109 0.07535473 0.00481299 0.00513041 0.00484965 0.00507665 0.00004101 0.00495324 0.00510475 0.00463025 0.00005378 0.00006018 0.00502123 0.00003805 0.00003654 0.00539519 0.00001284 0.00005973 0.00502711 0.07869480 0.00002512 0.00504674 0.00502508 0.00001294 0.00003663 0.00546976 0.00005690 0.00539430 0.00492702 0.00005936 0.00003835 0.00504905 0.00003810 0.00507099 0.00493183 0.00000925 0.00507837 0.00004658 0.00001479 0.00521955 0.00005304 0.00005281 0.00493043 0.00004676 0.00507615 0.00487427 0.05609481 0.00499712 0.00531918 0.15138306 0.00005976 0.00005166 0.00005115 0.00487660 0.00471360
s_2382 0.00001774 0.00538910 0.00004535 0.00538216 0.00002242 0.00002291 0.00533784 0.00533479 0.00534089 0.00006759 0.00477269 0.00005994 0 0.00553776 0.00540991 0.00001738 0.00543639 0.00001810 0.00476432 0.00538990 0.00001664 0.00003844 0.00532573 0.00000314 0.07539967 0.00545669 0.00538986 0.00480660 0.15276869 0.00511871 0.00001720 0.00004439 0.00552537 0.00001810 0.00552161 0.00004049 0.00001645 0.00005245 0.00001569 0.00001739 0.00005496 0.00538780 0.00531978 0.00001669 0.00001611 0.00001857 0.00546745 0.00001620 0.00001517 0.00540607 0.00002514 0.00547511 0.00003796 0.00512858 0.00523793 0.00466468 0.00481034 0.00511372 0.00482989 0.00001717 0.08330288 0.00524066 0.00546386 0.00540485 0.00479995 0.00004836 0.00538310 0.00003998 0.00003327 0.00524039 0.00525471 0.00482484 0.00004238 0.00515761 0.00002312 1.00000000 0.00538765 0.07958644 0.00003970 0.00513646 0.00537860 0.00538665 0.00532076 0.00522761 0.00545249 0.00004927 0.07537689 0.00479693 0.00512718 0.00513733 0.00537781 0.00004188 0.00540757 0.00540813 0.00468093 0.00001720 0.00000072 0.00539047 0.00003384 0.00004587 0.00540031 0.00004518 0.00000145 0.00531452 0.07851690 0.00005339 0.00540379 0.00538842 0.00004566 0.00004511 0.00566361 0.00001978 0.00552424 0.00482318 0.00000072 0.00003798 0.00540774 0.00004560 0.00528823 0.00482827 0.00004816 0.00538157 0.00004402 0.00004934 0.00524785 0.00001621 0.00001693 0.00481048 0.00001545 0.00540959 0.00512580 0.05619372 0.00539082 0.00534060 0.15235540 0.00000144 0.00001759 0.00001762 0.00481174 0.00500143
F_58 0.00553803 0.00503292 0.00553559 0.00481954 0.00551607 0.00551886 0.00468640 0.00503392 0.00466750 0.00553229 0.00551793 0.00556237 0.00553776 0 0.00472678 0.00552623 0.00494157 0.00553112 0.00548725 0.00503064 0.00552816 0.00552185 0.00503129 0.00553651 0.07612139 0.00505706 0.00502745 0.00544420 0.15197929 0.00527845 0.00551306 0.00556526 0.00480534 0.00552504 0.00466124 0.00557379 0.00551703 0.00558999 0.00552741 0.00552795 0.00555992 0.00502401 0.00467281 0.00552576 0.00546282 0.00552851 0.00482658 0.00551872 0.00550630 0.00503266 0.00557640 0.00505710 0.00551211 0.00530109 0.00583571 0.00540248 0.00546920 0.00529249 0.00551834 0.00552674 0.08480175 0.00582096 0.00504827 0.00503275 0.00550628 0.00556612 0.00503111 0.00558031 0.00550647 0.00537635 0.00476243 0.00571280 0.00558283 0.00582196 0.00551339 0.00000000 0.00503446 0.08259613 0.00556479 0.00531433 0.00503172 0.00503313 0.00468534 0.00478654 0.00505542 0.00553134 0.07589979 0.00550481 0.00530825 0.00579797 0.00503163 0.00557853 0.00502555 0.00503467 0.00530449 0.00551742 0.00553392 0.00502734 0.00556986 0.00556722 0.00470671 0.00551404 0.00552679 0.00503381 0.08037535 0.00558294 0.00503226 0.00503281 0.00555788 0.00553128 0.00474507 0.00545102 0.00480407 0.00551017 0.00552668 0.00558891 0.00503342 0.00553254 0.00582457 0.00550784 0.00556615 0.00503315 0.00560508 0.00556244 0.00553948 0.00552679 0.00552754 0.00546275 0.00552486 0.00503720 0.00578741 0.05775225 0.00502786 0.00468301 0.15161337 0.00553906 0.00550470 0.00553171 0.00575241 0.00464643
F_13 0.00540414 0.00497141 0.00541020 0.00474506 0.00539534 0.00539420 0.00495049 0.00495852 0.00495532 0.00539198 0.00545122 0.00539527 0.00540991 0.00472678 0 0.00540614 0.00488681 0.00540686 0.00547626 0.00496820 0.00540478 0.00539792 0.00497730 0.00540961 0.07581506 0.00498725 0.00496691 0.00545332 0.15047622 0.00515259 0.00541892 0.00540534 0.00501278 0.00540136 0.00069259 0.00539422 0.00541733 0.00539050 0.00540921 0.00540806 0.00539591 0.00494886 0.00494077 0.00543051 0.00539839 0.00540329 0.00483405 0.00542765 0.00539511 0.00499873 0.00539404 0.00504398 0.00539143 0.00516424 0.00558414 0.00538437 0.00545812 0.00515338 0.00547588 0.00543150 0.08386479 0.00558199 0.00503977 0.00500407 0.00545566 0.00540118 0.00494992 0.00539717 0.00541316 0.00539729 0.00373255 0.00553343 0.00539996 0.00558035 0.00539542 0.00000000 0.00493870 0.08212528 0.00540076 0.00517937 0.00494985 0.00497348 0.00493684 0.00371317 0.00501467 0.00540962 0.07586927 0.00549559 0.00518254 0.00556007 0.00497644 0.00539447 0.00497179 0.00497881 0.00529062 0.00542451 0.00541105 0.00496701 0.00539403 0.00540974 0.00438676 0.00534852 0.00540925 0.00497906 0.07972841 0.00539589 0.00497576 0.00497722 0.00540317 0.00541078 0.00091200 0.00534801 0.00501202 0.00546829 0.00540250 0.00539117 0.00500171 0.00540922 0.00558092 0.00547681 0.00539774 0.00497415 0.00539375 0.00540349 0.00537880 0.00542995 0.00543018 0.00549278 0.00540656 0.00495905 0.00555832 0.05600820 0.00495273 0.00494077 0.15150020 0.00541156 0.00538903 0.00540694 0.00552885 0.00462520
s_2370 0.00000024 0.00529212 0.00003391 0.00528616 0.00001393 0.00001393 0.00532837 0.00523884 0.00533208 0.00005607 0.00479660 0.00005091 0.00001738 0.00552623 0.00540614 0 0.00542573 0.00000024 0.00475944 0.00529326 0.00000362 0.00002858 0.00531080 0.00001521 0.07537116 0.00538086 0.00529323 0.00479865 0.15272045 0.00509313 0.00000436 0.00003391 0.00551009 0.00000000 0.00551563 0.00003010 0.00000411 0.00004247 0.00000386 0.00000000 0.00004546 0.00529117 0.00531070 0.00000436 0.00000313 0.00000555 0.00546255 0.00000411 0.00000555 0.00530971 0.00001637 0.00537138 0.00002835 0.00510455 0.00523417 0.00465755 0.00480160 0.00509272 0.00482190 0.00000460 0.08326713 0.00523896 0.00544754 0.00530791 0.00479111 0.00003886 0.00528710 0.00003081 0.00002480 0.00523095 0.00525248 0.00480387 0.00003273 0.00515320 0.00001341 1.00000000 0.00529164 0.07965915 0.00002989 0.00511088 0.00536243 0.00528978 0.00532667 0.00522849 0.00535229 0.00003880 0.07537112 0.00481809 0.00510114 0.00508064 0.00528678 0.00003223 0.00531063 0.00539195 0.00485239 0.00000484 0.00001739 0.00529422 0.00002422 0.00003466 0.00537476 0.00003616 0.00001695 0.00532539 0.08206534 0.00004317 0.00530743 0.00529177 0.00003640 0.00003440 0.00565900 0.00000700 0.00550923 0.00481474 0.00001691 0.00002866 0.00531130 0.00003513 0.00528495 0.00482011 0.00003864 0.00528560 0.00003417 0.00003983 0.00524045 0.00000436 0.00000582 0.00483967 0.00000290 0.00531229 0.00503993 0.05610932 0.00529384 0.00533149 0.15242722 0.00001739 0.00000845 0.00000024 0.00479158 0.00498605
F_37 0.00542490 0.00502449 0.00540630 0.00480070 0.00541585 0.00541664 0.00495205 0.00501569 0.00495888 0.00540353 0.00481426 0.00540263 0.00543639 0.00494157 0.00488681 0.00542573 0 0.00542695 0.00476659 0.00502130 0.00542389 0.00541428 0.00501229 0.00543549 0.07603885 0.00504785 0.00502262 0.00472455 0.15111645 0.00535462 0.00541079 0.00540551 0.00504646 0.00541761 0.00488719 0.00541644 0.00541266 0.00542002 0.00542302 0.00542373 0.00540580 0.00501655 0.00492692 0.00542076 0.00537829 0.00541263 0.00488576 0.00542085 0.00541472 0.00501571 0.00541997 0.00505398 0.00540466 0.00537294 0.00566030 0.00462766 0.00480939 0.00538103 0.00471909 0.00542114 0.08469447 0.00566624 0.00504042 0.00499611 0.00479762 0.00540330 0.00501781 0.00541733 0.00541621 0.00555689 0.00491015 0.00462670 0.00541860 0.00565178 0.00541541 0.00000000 0.00502949 0.08177730 0.00541978 0.00538185 0.00503179 0.00502466 0.00496182 0.00481751 0.00504798 0.00541359 0.07623983 0.00468502 0.00537670 0.00563362 0.00503683 0.00541703 0.00503286 0.00501086 0.00446684 0.00541936 0.00543230 0.00502410 0.00540631 0.00540690 0.00494331 0.00535502 0.00542706 0.00500640 0.07989666 0.00541508 0.00502216 0.00498668 0.00540621 0.00540738 0.00508746 0.00532698 0.00504472 0.00483369 0.00541942 0.00541736 0.00501842 0.00540540 0.00564887 0.00484463 0.00541308 0.00501595 0.00543768 0.00540863 0.00554738 0.00542083 0.00542111 0.00474183 0.00542168 0.00502572 0.00562866 0.05694964 0.00503226 0.00494271 0.15079947 0.00543508 0.00540973 0.00542695 0.00468599 0.00463992
s_2366 0.00000049 0.00537584 0.00003464 0.00537015 0.00001466 0.00001442 0.00532711 0.00532174 0.00533054 0.00005712 0.00479606 0.00005067 0.00001810 0.00553112 0.00540686 0.00000024 0.00542695 0 0.00479023 0.00537733 0.00000435 0.00002955 0.00531084 0.00001545 0.07533017 0.00544345 0.00537695 0.00479891 0.15280400 0.00509315 0.00000460 0.00003464 0.00552817 0.00000024 0.00551219 0.00003058 0.00000436 0.00004296 0.00000434 0.00000024 0.00004570 0.00537488 0.00531089 0.00000460 0.00000409 0.00000579 0.00546391 0.00000484 0.00000627 0.00539371 0.00001710 0.00545865 0.00002834 0.00510470 0.00520529 0.00465808 0.00480182 0.00508959 0.00482212 0.00000484 0.08326503 0.00523765 0.00544755 0.00539192 0.00479134 0.00003910 0.00537075 0.00003153 0.00002508 0.00523122 0.00525200 0.00480102 0.00003369 0.00520925 0.00001438 1.00000000 0.00537530 0.07967429 0.00003063 0.00511149 0.00536249 0.00537308 0.00532547 0.00522456 0.00543925 0.00003953 0.07532736 0.00481831 0.00510102 0.00513469 0.00537039 0.00003344 0.00539460 0.00539197 0.00485149 0.00000509 0.00001835 0.00537722 0.00002494 0.00003540 0.00536962 0.00003592 0.00001718 0.00532564 0.08207817 0.00004415 0.00539143 0.00537550 0.00003664 0.00003513 0.00563133 0.00000844 0.00552703 0.00481496 0.00001763 0.00002964 0.00539549 0.00003611 0.00537266 0.00482033 0.00003889 0.00536922 0.00003466 0.00004032 0.00524187 0.00000460 0.00000654 0.00481230 0.00000314 0.00539676 0.00512395 0.05610954 0.00537760 0.00532987 0.15243776 0.00001763 0.00000942 0.00000048 0.00479226 0.00496904
s_2414 0.00475235 0.00558903 0.00467790 0.00544826 0.00478790 0.00479092 0.00559117 0.00551995 0.00559242 0.00464498 0.00000128 0.00490916 0.00476432 0.00548725 0.00547626 0.00475944 0.00476659 0.00479023 0 0.00558157 0.00476224 0.00478802 0.00558846 0.00479465 0.07623464 0.00561419 0.00558077 0.00001017 0.15232022 0.00518013 0.00479116 0.00467598 0.00548831 0.00479038 0.00550272 0.00477807 0.00478976 0.00466395 0.00478634 0.00478878 0.00490405 0.00557659 0.00559959 0.00479053 0.00471965 0.00475619 0.00559606 0.00478941 0.00478759 0.00559012 0.00478393 0.00561520 0.00478993 0.00512863 0.00081142 0.00005796 0.00000179 0.00512079 0.00001440 0.00479188 0.08014198 0.00079425 0.00562111 0.00559127 0.00000309 0.00489660 0.00559090 0.00477977 0.00477912 0.00496525 0.00541392 0.00009187 0.00480709 0.00079305 0.00479361 1.00000000 0.00559224 0.07581150 0.00470157 0.00520476 0.00558828 0.00558662 0.00559072 0.00542484 0.00561677 0.00467846 0.07625033 0.00001441 0.00511844 0.00086272 0.00558976 0.00480589 0.00559963 0.00559235 0.00005283 0.00478934 0.00479189 0.00557831 0.00480813 0.00467823 0.00547436 0.00488412 0.00479423 0.00562199 0.07706040 0.00470404 0.00559149 0.00558940 0.00489486 0.00467585 0.00555339 0.00466646 0.00548836 0.00000562 0.00479075 0.00466560 0.00559207 0.00467782 0.00083207 0.00000281 0.00489971 0.00558643 0.00466636 0.00487664 0.00533263 0.00479248 0.00476158 0.00001094 0.00478883 0.00558673 0.00078296 0.05641344 0.00557987 0.00559134 0.14885885 0.00479750 0.00477970 0.00478949 0.00004976 0.00523548
s_2399 0.00530121 0.00001048 0.00529648 0.00000876 0.00531106 0.00531039 0.00478910 0.00001403 0.00479018 0.00502166 0.00559985 0.00502057 0.00538990 0.00503064 0.00496820 0.00529326 0.00502130 0.00537733 0.00558157 0 0.00537296 0.00530190 0.00001025 0.00538081 0.07612589 0.00001025 0.00000452 0.00556040 0.15212204 0.00564318 0.00532373 0.00530142 0.00488623 0.00537673 0.00508785 0.00530360 0.00537787 0.00531300 0.00529145 0.00537482 0.00501640 0.00000832 0.00477912 0.00537235 0.00527834 0.00529160 0.00447676 0.00531227 0.00530241 0.00000834 0.00532689 0.00000661 0.00530404 0.00571651 0.00532463 0.00543261 0.00560798 0.00570994 0.00559245 0.00541064 0.08232902 0.00533830 0.00001267 0.00000859 0.00560375 0.00501153 0.00000762 0.00530434 0.00536421 0.00570559 0.00492948 0.00547100 0.00531459 0.00533447 0.00529928 1.00000000 0.00001047 0.07916424 0.00502460 0.00571221 0.00000835 0.00000906 0.00479103 0.00489796 0.00000807 0.00530239 0.07613403 0.00554677 0.00581109 0.00533338 0.00000762 0.00530915 0.00003451 0.00000882 0.00483825 0.00537637 0.00539033 0.00000714 0.00531446 0.00530274 0.00498450 0.00501581 0.00531770 0.00006162 0.07753157 0.00501424 0.00000834 0.00000715 0.00501018 0.00529872 0.00518415 0.00519586 0.00484755 0.00561315 0.00531621 0.00532078 0.00000740 0.00529623 0.00546506 0.00561126 0.00501676 0.00000858 0.00532188 0.00501724 0.00570601 0.00540223 0.00531132 0.00553590 0.00531454 0.00000937 0.00531596 0.02977204 0.00000880 0.00478566 0.15160150 0.00533047 0.00528639 0.00537220 0.00553506 0.00000877
s_2368 0.00000389 0.00537147 0.00003272 0.00536579 0.00001049 0.00001025 0.00532864 0.00532324 0.00533167 0.00005340 0.00479779 0.00004924 0.00001664 0.00552816 0.00540478 0.00000362 0.00542389 0.00000435 0.00476224 0.00537296 0 0.00002832 0.00530915 0.00001376 0.07536534 0.00543887 0.00537258 0.00480210 0.15279658 0.00509728 0.00000339 0.00003297 0.00550894 0.00000459 0.00551385 0.00002913 0.00000314 0.00004025 0.00000121 0.00000363 0.00004427 0.00537051 0.00531288 0.00000339 0.00000192 0.00000459 0.00545555 0.00000363 0.00000385 0.00538932 0.00001564 0.00545408 0.00002687 0.00511251 0.00520094 0.00466396 0.00480387 0.00509426 0.00482301 0.00000387 0.08329626 0.00523416 0.00544633 0.00538753 0.00479550 0.00003742 0.00536639 0.00003008 0.00002288 0.00523034 0.00525206 0.00480653 0.00003128 0.00520464 0.00001243 1.00000000 0.00537097 0.07966591 0.00002766 0.00511911 0.00536077 0.00536872 0.00531158 0.00522197 0.00543467 0.00003786 0.07534759 0.00479023 0.00510459 0.00513012 0.00536603 0.00003078 0.00539021 0.00539022 0.00485140 0.00000363 0.00001668 0.00537319 0.00002226 0.00003347 0.00539048 0.00003423 0.00001573 0.00530878 0.08206818 0.00004119 0.00538703 0.00537113 0.00003496 0.00003346 0.00563010 0.00000652 0.00550808 0.00481680 0.00001643 0.00002643 0.00539109 0.00003443 0.00533786 0.00482349 0.00003720 0.00536486 0.00003293 0.00003864 0.00524105 0.00000290 0.00000290 0.00484271 0.00000193 0.00539270 0.00511955 0.05618195 0.00537323 0.00533140 0.15237192 0.00001593 0.00000723 0.00000386 0.00479791 0.00498477
F_39 0.00002903 0.00530429 0.00002175 0.00513402 0.00001362 0.00001363 0.00531816 0.00524121 0.00532508 0.00004083 0.00475985 0.00003675 0.00003844 0.00552185 0.00539792 0.00002858 0.00541428 0.00002955 0.00478802 0.00530190 0.00002832 0 0.00530613 0.00003656 0.07531614 0.00536754 0.00530225 0.00479729 0.15235822 0.00509841 0.00002864 0.00002110 0.00533332 0.00002925 0.00549978 0.00001830 0.00002814 0.00002865 0.00002690 0.00002884 0.00003175 0.00529802 0.00529095 0.00002843 0.00002774 0.00002929 0.00544359 0.00002791 0.00002648 0.00538469 0.00001655 0.00545358 0.00001512 0.00512202 0.00519467 0.00467033 0.00479830 0.00510659 0.00481827 0.00002867 0.08348445 0.00523122 0.00544102 0.00538845 0.00478690 0.00002643 0.00535749 0.00001851 0.00004557 0.00524842 0.00524405 0.00480388 0.00002068 0.00519891 0.00001505 0.00000000 0.00536238 0.07938835 0.00003119 0.00511682 0.00535673 0.00530247 0.00530560 0.00522992 0.00536280 0.00002563 0.07528734 0.00478464 0.00511399 0.00513354 0.00535625 0.00001970 0.00537178 0.00538585 0.00466856 0.00002869 0.00003778 0.00530177 0.00001198 0.00002183 0.00538096 0.00002119 0.00003830 0.00534157 0.07874538 0.00002798 0.00532589 0.00530573 0.00002283 0.00002109 0.00565441 0.00002245 0.00533222 0.00481039 0.00003774 0.00002922 0.00533268 0.00002077 0.00536115 0.00481450 0.00002428 0.00535840 0.00003481 0.00002715 0.00522067 0.00002794 0.00002889 0.00477126 0.00002714 0.00538386 0.00516086 0.05622155 0.00530099 0.00532055 0.15196393 0.00003853 0.00002580 0.00002883 0.00475859 0.00496490
s_2344 0.00531915 0.00000858 0.00530039 0.00000954 0.00531889 0.00531320 0.00478371 0.00000739 0.00478256 0.00503348 0.00559548 0.00502343 0.00532573 0.00503129 0.00497730 0.00531080 0.00501229 0.00531084 0.00558846 0.00001025 0.00530915 0.00530613 0 0.00531311 0.07623491 0.00000758 0.00001025 0.00555998 0.15212103 0.00568593 0.00531481 0.00530428 0.00495784 0.00531035 0.00509620 0.00530833 0.00530740 0.00531568 0.00531473 0.00530865 0.00502030 0.00000715 0.00478472 0.00530297 0.00528404 0.00531492 0.00447976 0.00530864 0.00530550 0.00000834 0.00531699 0.00000611 0.00531526 0.00577703 0.00532580 0.00544961 0.00560365 0.00575265 0.00558726 0.00531815 0.08224988 0.00534142 0.00000869 0.00000834 0.00560052 0.00501456 0.00000548 0.00530743 0.00531240 0.00570147 0.00492567 0.00561455 0.00531995 0.00533743 0.00530280 1.00000000 0.00001382 0.07904989 0.00502661 0.00566523 0.00000786 0.00000977 0.00478853 0.00499126 0.00000831 0.00531321 0.07624093 0.00553568 0.00572211 0.00533507 0.00000786 0.00531871 0.00003290 0.00000692 0.00505046 0.00530644 0.00532305 0.00001098 0.00532465 0.00531346 0.00498596 0.00500533 0.00531213 0.00005807 0.08081300 0.00502180 0.00000715 0.00000643 0.00501745 0.00530146 0.00520000 0.00526412 0.00492075 0.00560974 0.00531061 0.00532414 0.00000739 0.00530381 0.00547223 0.00560545 0.00502133 0.00000715 0.00532387 0.00502060 0.00570857 0.00530794 0.00530828 0.00557800 0.00530798 0.00000696 0.00532447 1.33548585 0.00001217 0.00478069 0.15166168 0.00532380 0.00529169 0.00530593 0.00561010 0.00000811
s_2371 0.00001507 0.00538013 0.00004218 0.00537267 0.00002297 0.00002321 0.00533588 0.00532650 0.00533913 0.00006342 0.00480075 0.00005895 0.00000314 0.00553651 0.00540961 0.00001521 0.00543549 0.00001545 0.00479465 0.00538081 0.00001376 0.00003656 0.00531311 0 0.07535894 0.00544674 0.00538043 0.00480210 0.15276815 0.00509753 0.00001356 0.00004219 0.00552244 0.00001520 0.00551619 0.00003809 0.00001404 0.00004955 0.00001425 0.00001522 0.00005250 0.00537886 0.00531951 0.00001356 0.00001348 0.00001569 0.00546527 0.00001429 0.00001327 0.00539659 0.00002541 0.00546199 0.00003559 0.00511272 0.00520730 0.00466307 0.00480633 0.00509312 0.00482638 0.00001381 0.08331070 0.00524142 0.00545065 0.00539553 0.00479479 0.00004640 0.00537361 0.00003854 0.00003186 0.00523576 0.00526295 0.00480539 0.00004046 0.00521097 0.00002316 1.00000000 0.00537817 0.07972054 0.00003703 0.00511544 0.00536542 0.00537595 0.00531881 0.00523514 0.00544254 0.00004709 0.07533884 0.00482113 0.00510616 0.00513570 0.00537326 0.00004020 0.00539811 0.00539492 0.00485635 0.00001454 0.00000314 0.00538071 0.00003171 0.00004271 0.00539648 0.00004346 0.00000218 0.00531181 0.08213375 0.00005049 0.00539431 0.00537837 0.00004345 0.00004268 0.00563795 0.00001737 0.00552321 0.00481837 0.00000266 0.00003580 0.00539837 0.00004390 0.00537671 0.00482370 0.00004620 0.00537330 0.00004184 0.00004689 0.00524681 0.00001356 0.00001600 0.00481559 0.00001232 0.00539851 0.00511814 0.05616959 0.00538115 0.00533864 0.15235662 0.00000266 0.00001593 0.00001521 0.00479478 0.00498882
F_44 0.07508685 0.07623148 0.07521733 0.07318193 0.07615390 0.07612782 0.07564202 0.07620966 0.07588155 0.07487489 0.07592137 0.07538897 0.07539967 0.07612139 0.07581506 0.07537116 0.07603885 0.07533017 0.07623464 0.07612589 0.07536534 0.07531614 0.07623491 0.07535894 0 0.07601436 0.07574407 0.07580718 0.15106385 0.07420742 0.07501673 0.07522552 0.07531879 0.07519469 0.07548178 0.07534940 0.07517254 0.07516593 0.07536546 0.07532912 0.07536474 0.07576666 0.07564337 0.07516159 0.07509748 0.07535313 0.07603379 0.07533125 0.07509568 0.07585575 0.07615409 0.07619896 0.07542051 0.07464744 0.07537177 0.07424503 0.07602077 0.07444275 0.07531421 0.07516109 0.07734561 0.07557372 0.07598810 0.07603752 0.07599990 0.07533203 0.07603369 0.07542143 0.07502624 0.07621235 0.07566422 0.07611079 0.07528634 0.07554793 0.07610941 0.00000000 0.07585521 0.07487806 0.07564136 0.07444666 0.07603356 0.07622450 0.07540617 0.07445955 0.07582019 0.07541488 0.00000192 0.07573406 0.07455754 0.07495221 0.07602966 0.07538523 0.07571860 0.07604342 0.07328535 0.07517149 0.07541801 0.07574558 0.07534586 0.07524046 0.07577437 0.07449238 0.07522932 0.07553725 0.07139644 0.07532623 0.07603751 0.07585871 0.07539698 0.07523463 0.07607013 0.07501884 0.07527933 0.07566422 0.07525094 0.07598517 0.07624880 0.07514975 0.07522020 0.07569082 0.07541727 0.07602309 0.07629205 0.07535626 0.07645888 0.07517463 0.07532600 0.07575259 0.07541058 0.07608431 0.07406870 0.06219241 0.07610927 0.07556141 0.15122324 0.07542338 0.07515765 0.07516967 0.07535914 0.07095951
