s_129	G_20	s_133	s_112	s_194	s_201	s_228	s_142	s_158	G_18	s_205	s_172	s_115	s_222	s_145	s_226	G_31	s_168	s_106	G_22	s_215	s_135	s_138	s_199	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_121	s_118	s_196	s_183	s_164	s_178	s_102	G_2	s_213	G_27	s_136	G_14	G_10	s_182	s_156	G_5	s_144	s_117	s_192	G_16	s_100	s_220	s_203	s_111	s_187	G_25	s_184	s_154	G_21	s_124	s_131	s_159	s_97	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	s_101	G_12	s_218	G_4	s_114	s_202	s_225	s_104	s_108	s_132	s_127	s_212	s_227	s_214	s_99	s_134	s_148	s_198	s_221	s_191	s_162	s_120	s_185	G_32	s_171	s_126	s_143	s_149	s_107	s_150	s_197	s_179	G_36	G_34	s_137	s_152	G_23	s_169	s_177	s_176	s_223	s_103	s_146	s_140	s_113	s_122	G_7	s_147	s_207	s_119	s_105	s_189	s_180	G_8	s_110	G_35	s_116	s_170	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_109	s_130	s_175	s_193	G_6	s_141	G_30	G_29	s_173	G_3	s_98	s_211	s_206	s_210	s_157	s_186	s_190	G_24	s_161	G_13
s_205 0.00743509 0.00760000 0.00759489 0.00138561 0.00748284 0.00740309 0.00704165 0.00740910 0.00743254 0.00739743 0 0.00734839 0.00749664 0.00777928 0.00741323 0.00694024 0.00739815 0.00709284 0.00706691 0.00744979 0.00359869 0.00741862 0.00740217 0.00740211 0.00741380 0.00740279 0.00702817 0.00716069 0.00749798 0.00251149 0.00740619 0.00745814 0.00746263 0.00745512 0.00360474 0.00740080 0.00774771 0.00703945 0.00750903 0.00775006 0.00737547 0.00745178 0.00739315 0.00773999 0.00250909 0.00736832 0.00739587 0.00740352 0.00745842 0.00138838 0.00744009 0.00720506 0.00749949 0.00744549 0.00318839 0.00740741 0.00740971 0.00360022 0.00715953 0.00740768 0.00687108 0.00744863 0.00747101 0.00749205 0.00693939 0.00741598 0.00712135 0.00740543 0.00740859 0.00749080 0.00738628 0.00706942 0.00685917 0.00742154 0.00715463 0.00740708 0.00149605 0.00740375 0.00749309 0.00739685 0.00136976 0.00741948 0.00749829 0.00740297 0.00777475 0.00746763 0.00779168 0.00744488 0.00737773 0.00738145 0.00704195 0.00251241 0.00746471 0.00742149 0.00743804 0.00745424 0.00744549 0.00316958 0.00601841 0.00749509 0.00767380 0.00742139 0.00737788 0.00745780 0.00740856 0.00743828 0.00712287 0.00751773 0.00744412 0.00252033 0.00747658 0.00742860 0.00741760 0.00740183 0.00737810 0.00752097 0.00772699 0.00740415 0.00777657 0.00749958 0.00744002 0.00740106 0.00139979 0.00745801 0.00736417 0.00747752 0.00698613 0.00746082 0.00750077 0.00773853 0.00251807 0.00744462 0.00316862 0.00744181 0.00734120 0.00737907 0.00740581 0.00751953 0.00746599 0.00739181 0.00745170 0.00735507 0.00740097 0.00741651 0.00727174 0.00330665 0.00148719 0.00728350 0.00743729 0.00740695 0.00746404 0.00744249 0.00740665 0.00738981 0.00739968 0.00138073 0.00775399 0.00746530 0.00773599 0.00741086 0.00751825 0.00740901 0.00740586 0.00744305 0.00741068 0.00698144 0.00738989
s_172 0.00747199 0.00746652 0.00761565 0.00758663 0.00747894 0.00739257 0.00312941 0.00737321 0.00747050 0.00745007 0.00734839 0 0.00748000 0.00744583 0.00737667 0.00445129 0.00734442 0.00736532 0.00450908 0.00746558 0.00701014 0.00740627 0.00736696 0.00739207 0.00739215 0.00737056 0.00364847 0.00516561 0.00748426 0.00736160 0.00738065 0.00747386 0.00747566 0.00747331 0.00700625 0.00738324 0.00768321 0.00450955 0.00741952 0.00770271 0.00736061 0.00740732 0.00739257 0.00747095 0.00736113 0.00192881 0.00737677 0.00738350 0.00747867 0.00757511 0.00738232 0.00722903 0.00748708 0.00738780 0.00711884 0.00737759 0.00747508 0.00701094 0.00514371 0.00739996 0.00342411 0.00747053 0.00746360 0.00744673 0.00383250 0.00741094 0.00735937 0.00738799 0.00737772 0.00748066 0.00735871 0.00513548 0.00273223 0.00747312 0.00397710 0.00737108 0.00733477 0.00736468 0.00747832 0.00734309 0.00744398 0.00734357 0.00747763 0.00738259 0.00745927 0.00747745 0.00766476 0.00747541 0.00737946 0.00736278 0.00310925 0.00735669 0.00747593 0.00740743 0.00747466 0.00742070 0.00748717 0.00710256 0.00368514 0.00747555 0.00788361 0.00740338 0.00732843 0.00745886 0.00737348 0.00744615 0.00422914 0.00767561 0.00748537 0.00736458 0.00747621 0.00741772 0.00740447 0.00738271 0.00736170 0.00732630 0.00767865 0.00739051 0.00746849 0.00747832 0.00747348 0.00738180 0.00758332 0.00747362 0.00736475 0.00747700 0.00362155 0.00747520 0.00747758 0.00768190 0.00735595 0.00742733 0.00711474 0.00744740 0.00732670 0.00732799 0.00737662 0.00744529 0.00748105 0.00736943 0.00738475 0.00728064 0.00737797 0.00737955 0.00553837 0.00715598 0.00736710 0.00726591 0.00747119 0.00738783 0.00748286 0.00743851 0.00737682 0.00738064 0.00738939 0.00744131 0.00750679 0.00747634 0.00767957 0.00738658 0.00730984 0.00737546 0.00734997 0.00748364 0.00737925 0.00363092 0.00737419
s_115 0.00000902 0.00736666 0.00000810 0.00764988 0.00000504 0.00723166 0.00716459 0.00724955 0.00000451 0.00730035 0.00749664 0.00748000 0 0.00715611 0.00001375 0.00719248 0.00720820 0.00029077 0.00722657 0.00730240 0.00742254 0.00005529 0.00724982 0.00724250 0.00724360 0.00722974 0.00705528 0.00723313 0.00000659 0.00733797 0.00722990 0.00000397 0.00000422 0.00001278 0.00743582 0.00723332 0.00759092 0.00722724 0.00737859 0.00759541 0.00721571 0.00005311 0.00725452 0.00740090 0.00733251 0.00736974 0.00722772 0.00723290 0.00000949 0.00759735 0.00728944 0.00000696 0.00000580 0.00000874 0.00760067 0.00723855 0.00730815 0.00741627 0.00722562 0.00724059 0.00697520 0.00000588 0.00000877 0.00000290 0.00730676 0.00727186 0.00029129 0.00724311 0.00726944 0.00000501 0.00722521 0.00731128 0.00714374 0.00001036 0.00714118 0.00724129 0.00728754 0.00723841 0.00000767 0.00724509 0.00735851 0.00722915 0.00000556 0.00724971 0.00713322 0.00000846 0.00771910 0.00001220 0.00724124 0.00722321 0.00716260 0.00733607 0.00000476 0.00005697 0.00000743 0.00005451 0.00000632 0.00757742 0.00714992 0.00000421 0.00781632 0.00722460 0.00743671 0.00000798 0.00724241 0.00000531 0.00734399 0.00002049 0.00000902 0.00733618 0.00731613 0.00727024 0.00005501 0.00723490 0.00717318 0.00744406 0.00757424 0.00723263 0.00716261 0.00000874 0.00000770 0.00723337 0.00764284 0.00000869 0.00722399 0.00000770 0.00706237 0.00000634 0.00001111 0.00757239 0.00733106 0.00729537 0.00759485 0.00733657 0.00001001 0.00744106 0.00723799 0.00739475 0.00000929 0.00721413 0.00734520 0.00673139 0.00723888 0.00720362 0.00741053 0.00767373 0.00730563 0.00748758 0.00001167 0.00723383 0.00000448 0.00727743 0.00723550 0.00720086 0.00722343 0.00734235 0.00741074 0.00000579 0.00755896 0.00723668 0.00744036 0.00724717 0.00723823 0.00000452 0.00725675 0.00704685 0.00719665
s_222 0.00710925 0.00755448 0.00717390 0.00787688 0.00712508 0.00740567 0.00739804 0.00739452 0.00707658 0.00743166 0.00777928 0.00744583 0.00715611 0 0.00708588 0.00752745 0.00740190 0.00701980 0.00757317 0.00742098 0.00756458 0.00709240 0.00735477 0.00740500 0.00743275 0.00742419 0.00745016 0.00766274 0.00716525 0.00761884 0.00743197 0.00714824 0.00716811 0.00713785 0.00757837 0.00743815 0.00766245 0.00756484 0.00746512 0.00770131 0.00738884 0.00712319 0.00745531 0.00768990 0.00762012 0.00754893 0.00741094 0.00743410 0.00714899 0.00788896 0.00746023 0.00690681 0.00717941 0.00707075 0.00774896 0.00739192 0.00742921 0.00757283 0.00768880 0.00741172 0.00744460 0.00712499 0.00710094 0.00719169 0.00707524 0.00733578 0.00701789 0.00743765 0.00741532 0.00715356 0.00740003 0.00761863 0.00760046 0.00710673 0.00754363 0.00743893 0.00764690 0.00739248 0.00719279 0.00741874 0.00766619 0.00743275 0.00715487 0.00739766 0.00000160 0.00712707 0.00776888 0.00707400 0.00742428 0.00732022 0.00739006 0.00761807 0.00716377 0.00709799 0.00710634 0.00713538 0.00712410 0.00772760 0.00667650 0.00715695 0.00799254 0.00746723 0.00750066 0.00709692 0.00739429 0.00710646 0.00769379 0.00705414 0.00711241 0.00761435 0.00738666 0.00734861 0.00709400 0.00743849 0.00739462 0.00750369 0.00755358 0.00744255 0.00000295 0.00715515 0.00710565 0.00740773 0.00787920 0.00714934 0.00740692 0.00710295 0.00750272 0.00714667 0.00715313 0.00765581 0.00762431 0.00743882 0.00772546 0.00745743 0.00700941 0.00750401 0.00733908 0.00744604 0.00711147 0.00739534 0.00737865 0.00731202 0.00736176 0.00744255 0.00788448 0.00789387 0.00762974 0.00734747 0.00710800 0.00743353 0.00712472 0.00738155 0.00744225 0.00740446 0.00741328 0.00766017 0.00764857 0.00712678 0.00766295 0.00734560 0.00750306 0.00743578 0.00733266 0.00713555 0.00742287 0.00744568 0.00740626
s_145 0.00000750 0.00732064 0.00000592 0.00755911 0.00001040 0.00718140 0.00715349 0.00721655 0.00001139 0.00716250 0.00741323 0.00737667 0.00001375 0.00708588 0 0.00719374 0.00715883 0.00028239 0.00721122 0.00720313 0.00741373 0.00006959 0.00721517 0.00718711 0.00718550 0.00717474 0.00705200 0.00721013 0.00001012 0.00732599 0.00716573 0.00001372 0.00001180 0.00000561 0.00741061 0.00716489 0.00756295 0.00721182 0.00731479 0.00757109 0.00717852 0.00007130 0.00717396 0.00733931 0.00731673 0.00732741 0.00717063 0.00716204 0.00000561 0.00755285 0.00723373 0.00001342 0.00000815 0.00000723 0.00754947 0.00717178 0.00716473 0.00740957 0.00720362 0.00720401 0.00696969 0.00001278 0.00000612 0.00000449 0.00730615 0.00717399 0.00028221 0.00716791 0.00718071 0.00000674 0.00716034 0.00727964 0.00710678 0.00001280 0.00714295 0.00716429 0.00726380 0.00715711 0.00000784 0.00718279 0.00734661 0.00718323 0.00001431 0.00717613 0.00710227 0.00001038 0.00773345 0.00000806 0.00719963 0.00714798 0.00715405 0.00732356 0.00001263 0.00006772 0.00000778 0.00006935 0.00000928 0.00753870 0.00713436 0.00001316 0.00786884 0.00718208 0.00740953 0.00000701 0.00721646 0.00000890 0.00733140 0.00002237 0.00000835 0.00732358 0.00720827 0.00716397 0.00007157 0.00716557 0.00715512 0.00741725 0.00752904 0.00719330 0.00710808 0.00000757 0.00000917 0.00717307 0.00755027 0.00000869 0.00717900 0.00000834 0.00706192 0.00001317 0.00000673 0.00754338 0.00731611 0.00716856 0.00752876 0.00718523 0.00000719 0.00741393 0.00716993 0.00731961 0.00000389 0.00716424 0.00731440 0.00676463 0.00721681 0.00719625 0.00739567 0.00763251 0.00729006 0.00749008 0.00000306 0.00716563 0.00001265 0.00718693 0.00719702 0.00718079 0.00717918 0.00733513 0.00734377 0.00001150 0.00752989 0.00717310 0.00741327 0.00718529 0.00717439 0.00001211 0.00717991 0.00704753 0.00717413
s_226 0.00718663 0.00756327 0.00736547 0.00700055 0.00718909 0.00744405 0.00438733 0.00744373 0.00719084 0.00751130 0.00694024 0.00445129 0.00719248 0.00752745 0.00719374 0 0.00744446 0.00705628 0.00000663 0.00753545 0.00704083 0.00718791 0.00743764 0.00744459 0.00744858 0.00746074 0.00487148 0.00439885 0.00718367 0.00731180 0.00745034 0.00718834 0.00719128 0.00718705 0.00704104 0.00744928 0.00759639 0.00000442 0.00744505 0.00764774 0.00750908 0.00719073 0.00747350 0.00750560 0.00730995 0.00339417 0.00745168 0.00745513 0.00719245 0.00687252 0.00749559 0.00693939 0.00718561 0.00719819 0.00691418 0.00744115 0.00749447 0.00704047 0.00440186 0.00746066 0.00363728 0.00719110 0.00718269 0.00717961 0.00380034 0.00744830 0.00705331 0.00745355 0.00746154 0.00718929 0.00744656 0.00341564 0.00383208 0.00718673 0.00328462 0.00744694 0.00683215 0.00750000 0.00718605 0.00745224 0.00678087 0.00747052 0.00718948 0.00744480 0.00753221 0.00718868 0.00770000 0.00719109 0.00746711 0.00742659 0.00436215 0.00730763 0.00719113 0.00718953 0.00719036 0.00719311 0.00719035 0.00691697 0.00390898 0.00719128 0.00790797 0.00748391 0.00723510 0.00717783 0.00744466 0.00719166 0.00000414 0.00734950 0.00718828 0.00732054 0.00754261 0.00745856 0.00718603 0.00744700 0.00743097 0.00723869 0.00759280 0.00745565 0.00752702 0.00719398 0.00719096 0.00744391 0.00699938 0.00718728 0.00745411 0.00719244 0.00490900 0.00718716 0.00718954 0.00759293 0.00731365 0.00747074 0.00691436 0.00748155 0.00706041 0.00720144 0.00744041 0.00746042 0.00719271 0.00751339 0.00746091 0.00735784 0.00743968 0.00746738 0.00428200 0.00708443 0.00667032 0.00715786 0.00718534 0.00744940 0.00718892 0.00749204 0.00745353 0.00746963 0.00750773 0.00676709 0.00752550 0.00718834 0.00759554 0.00740478 0.00723322 0.00748394 0.00744551 0.00719211 0.00745766 0.00490217 0.00746068
G_31 0.00718411 0.00104666 0.00713198 0.00751097 0.00720418 0.00007739 0.00742406 0.00007410 0.00717963 0.00006734 0.00739815 0.00734442 0.00720820 0.00740190 0.00715883 0.00744446 0 0.00701413 0.00745470 0.00008214 0.00743273 0.00718758 0.00007481 0.00007582 0.00007509 0.00005349 0.00737632 0.00762082 0.00719439 0.00742230 0.00007433 0.00717933 0.00719559 0.00720071 0.00744456 0.00007299 0.00726571 0.00744911 0.00097644 0.00730325 0.00005228 0.00719565 0.00009243 0.00727787 0.00743783 0.00760966 0.00005457 0.00007431 0.00718981 0.00751138 0.00009060 0.00694762 0.00719613 0.00718110 0.00748864 0.00007381 0.00006944 0.00744269 0.00758379 0.00009704 0.00733616 0.00717702 0.00720885 0.00720160 0.00716050 0.00005189 0.00707038 0.00007407 0.00007299 0.00719018 0.00005713 0.00753190 0.00753069 0.00719064 0.00754567 0.00007484 0.00740728 0.00006687 0.00720366 0.00005697 0.00738421 0.00006016 0.00720040 0.00007430 0.00735789 0.00720627 0.00755950 0.00718188 0.00008054 0.00007437 0.00742487 0.00744345 0.00719231 0.00719653 0.00718155 0.00718603 0.00718493 0.00748558 0.00675051 0.00719008 0.00784195 0.00008916 0.00728698 0.00720156 0.00007464 0.00717932 0.00757070 0.00731244 0.00717799 0.00744493 0.00012124 0.00005961 0.00718318 0.00007328 0.00004914 0.00728330 0.00729064 0.00007510 0.00733339 0.00718545 0.00717915 0.00007451 0.00751040 0.00718651 0.00005079 0.00719108 0.00740027 0.00720326 0.00719807 0.00725329 0.00741840 0.00005594 0.00748242 0.00009481 0.00706117 0.00728412 0.00007589 0.00103974 0.00720800 0.00005684 0.00098902 0.00011372 0.00007658 0.00007119 0.00775722 0.00761705 0.00736827 0.00711498 0.00718378 0.00007555 0.00720637 0.00005495 0.00007383 0.00005080 0.00007246 0.00743451 0.00721444 0.00720210 0.00724593 0.00007328 0.00728335 0.00007332 0.00007405 0.00719518 0.00005976 0.00734749 0.00004401
s_168 0.00028843 0.00711893 0.00032803 0.00716156 0.00029254 0.00698265 0.00703368 0.00706430 0.00028898 0.00703493 0.00709284 0.00736532 0.00029077 0.00701980 0.00028239 0.00705628 0.00701413 0 0.00704083 0.00706124 0.00733415 0.00028218 0.00706078 0.00698669 0.00698960 0.00703434 0.00704435 0.00738906 0.00028963 0.00724648 0.00700124 0.00028860 0.00028372 0.00028085 0.00732774 0.00700240 0.00749918 0.00704253 0.00710598 0.00749511 0.00706831 0.00028269 0.00700474 0.00718748 0.00724769 0.00716662 0.00703758 0.00695893 0.00027733 0.00719060 0.00709418 0.00027830 0.00028901 0.00029031 0.00746647 0.00698489 0.00701063 0.00732622 0.00736847 0.00709363 0.00707373 0.00028908 0.00028454 0.00028329 0.00707628 0.00703669 0.00000164 0.00698597 0.00699226 0.00029033 0.00701757 0.00721984 0.00693604 0.00029075 0.00702912 0.00695512 0.00699882 0.00703017 0.00028507 0.00703533 0.00719613 0.00703482 0.00029022 0.00699100 0.00702466 0.00028684 0.00742818 0.00028339 0.00699918 0.00698991 0.00703721 0.00724867 0.00028806 0.00027705 0.00028970 0.00027910 0.00028972 0.00749205 0.00631610 0.00028902 0.00753464 0.00701477 0.00712470 0.00028704 0.00706532 0.00028558 0.00704581 0.00034178 0.00029261 0.00724715 0.00705226 0.00701264 0.00028831 0.00696242 0.00701305 0.00713714 0.00747006 0.00703712 0.00702446 0.00027920 0.00028397 0.00696027 0.00715295 0.00028508 0.00707047 0.00028513 0.00706813 0.00028969 0.00028042 0.00749757 0.00724567 0.00699134 0.00745983 0.00700467 0.00028189 0.00713393 0.00706051 0.00714440 0.00028433 0.00702665 0.00715138 0.00685394 0.00706031 0.00704037 0.00765742 0.00770319 0.00709278 0.00735340 0.00028160 0.00698703 0.00029096 0.00707004 0.00700539 0.00703965 0.00706148 0.00719499 0.00720748 0.00029082 0.00749544 0.00698277 0.00713370 0.00703643 0.00698556 0.00028615 0.00698176 0.00704302 0.00702906
s_106 0.00722557 0.00760530 0.00737064 0.00701909 0.00722384 0.00746226 0.00419738 0.00745570 0.00722909 0.00746914 0.00706691 0.00450908 0.00722657 0.00757317 0.00721122 0.00000663 0.00745470 0.00704083 0 0.00749698 0.00694736 0.00722270 0.00746320 0.00746184 0.00745748 0.00746808 0.00455627 0.00417773 0.00722273 0.00731951 0.00745709 0.00722777 0.00722774 0.00722405 0.00695051 0.00745867 0.00775798 0.00000368 0.00744953 0.00778139 0.00746717 0.00722413 0.00747189 0.00761859 0.00731882 0.00357737 0.00745494 0.00745943 0.00723010 0.00702251 0.00749604 0.00695262 0.00722338 0.00721310 0.00698566 0.00745899 0.00748757 0.00695433 0.00416488 0.00747024 0.00335375 0.00722741 0.00721753 0.00719331 0.00382612 0.00745861 0.00703946 0.00745757 0.00746458 0.00722203 0.00745567 0.00326576 0.00392197 0.00722097 0.00316827 0.00746102 0.00665413 0.00745433 0.00720856 0.00745458 0.00670406 0.00746854 0.00722464 0.00745526 0.00757765 0.00721126 0.00771502 0.00722608 0.00748495 0.00743881 0.00418404 0.00731172 0.00721282 0.00722508 0.00722810 0.00722561 0.00722598 0.00698749 0.00400210 0.00722621 0.00789127 0.00749710 0.00733107 0.00720681 0.00745822 0.00723023 0.00000836 0.00734866 0.00722521 0.00731706 0.00750885 0.00745978 0.00722150 0.00745852 0.00744233 0.00732939 0.00774673 0.00746295 0.00757605 0.00720499 0.00722907 0.00746097 0.00701983 0.00722500 0.00745394 0.00722839 0.00454900 0.00722644 0.00721137 0.00775620 0.00731791 0.00747889 0.00698425 0.00751003 0.00722661 0.00732827 0.00745643 0.00746305 0.00722353 0.00747286 0.00743048 0.00739993 0.00746262 0.00747392 0.00400028 0.00714613 0.00656444 0.00721212 0.00722389 0.00745818 0.00722566 0.00746923 0.00745862 0.00746781 0.00747733 0.00669757 0.00763085 0.00720028 0.00775526 0.00746008 0.00732957 0.00745478 0.00745696 0.00722928 0.00747129 0.00454371 0.00746124
G_22 0.00726986 0.00107365 0.00722481 0.00757550 0.00730162 0.00009820 0.00745419 0.00009674 0.00727228 0.00009570 0.00744979 0.00746558 0.00730240 0.00742098 0.00720313 0.00753545 0.00008214 0.00706124 0.00749698 0 0.00750380 0.00723558 0.00009822 0.00009797 0.00009774 0.00007998 0.00741495 0.00763179 0.00727721 0.00743595 0.00009723 0.00727119 0.00728818 0.00729008 0.00750204 0.00009567 0.00738026 0.00749767 0.00100068 0.00740921 0.00007850 0.00723663 0.00012120 0.00732808 0.00745766 0.00764587 0.00007984 0.00009828 0.00728196 0.00757732 0.00011783 0.00702984 0.00728896 0.00723045 0.00753104 0.00009539 0.00009573 0.00749351 0.00762170 0.00012125 0.00734742 0.00727095 0.00729336 0.00729605 0.00718513 0.00006766 0.00712200 0.00009675 0.00010077 0.00727509 0.00009033 0.00762497 0.00753947 0.00727317 0.00758426 0.00009566 0.00745662 0.00009265 0.00728918 0.00007984 0.00747512 0.00008922 0.00729393 0.00009746 0.00738982 0.00730228 0.00765914 0.00727113 0.00009996 0.00009689 0.00745436 0.00746116 0.00728588 0.00723950 0.00727450 0.00723812 0.00728400 0.00753884 0.00677229 0.00727613 0.00787495 0.00011332 0.00729003 0.00729001 0.00009862 0.00727195 0.00762275 0.00742057 0.00727423 0.00746443 0.00014221 0.00007967 0.00723539 0.00009671 0.00007748 0.00728530 0.00736146 0.00009907 0.00744413 0.00727847 0.00727221 0.00009693 0.00757818 0.00727916 0.00007658 0.00729095 0.00743783 0.00729726 0.00730128 0.00736863 0.00743393 0.00007840 0.00753555 0.00012574 0.00713873 0.00726908 0.00009694 0.00106684 0.00729876 0.00008443 0.00101380 0.00014845 0.00010005 0.00009664 0.00777253 0.00765621 0.00740523 0.00724591 0.00726766 0.00009634 0.00730039 0.00007356 0.00009543 0.00008038 0.00010310 0.00746385 0.00734685 0.00730311 0.00736044 0.00009647 0.00726795 0.00009623 0.00009774 0.00728687 0.00008317 0.00738755 0.00007288
s_215 0.00741566 0.00746214 0.00754758 0.00383263 0.00742256 0.00743213 0.00675777 0.00742585 0.00741008 0.00743674 0.00359869 0.00701014 0.00742254 0.00756458 0.00741373 0.00704083 0.00743273 0.00733415 0.00694736 0.00750380 0 0.00738954 0.00742897 0.00743153 0.00745834 0.00745095 0.00662151 0.00677537 0.00745284 0.00313020 0.00742655 0.00742226 0.00741586 0.00740518 0.00000139 0.00741982 0.00765376 0.00692086 0.00753630 0.00770547 0.00743445 0.00739562 0.00745162 0.00696123 0.00312993 0.00702437 0.00743456 0.00742181 0.00741900 0.00383230 0.00749010 0.00711697 0.00744811 0.00738614 0.00326299 0.00742694 0.00744725 0.00000139 0.00676121 0.00748046 0.00662514 0.00742109 0.00741997 0.00742684 0.00660469 0.00746490 0.00733421 0.00742631 0.00746719 0.00744308 0.00744325 0.00692261 0.00692898 0.00741639 0.00672336 0.00742415 0.00335949 0.00745610 0.00742836 0.00745104 0.00366943 0.00746033 0.00742959 0.00742613 0.00756783 0.00742433 0.00774757 0.00742035 0.00743441 0.00741141 0.00676626 0.00313465 0.00741295 0.00739520 0.00741233 0.00739386 0.00744305 0.00326640 0.00609756 0.00742145 0.00806228 0.00748953 0.00754782 0.00740666 0.00742688 0.00741229 0.00704281 0.00769379 0.00741354 0.00313594 0.00752108 0.00748127 0.00739027 0.00741779 0.00743063 0.00755126 0.00762346 0.00742581 0.00757728 0.00741660 0.00741319 0.00742746 0.00382169 0.00742350 0.00739959 0.00740931 0.00663097 0.00742900 0.00742090 0.00765584 0.00314031 0.00749984 0.00326387 0.00748279 0.00727343 0.00754860 0.00742748 0.00755689 0.00740860 0.00744759 0.00749662 0.00738503 0.00743075 0.00746212 0.00682943 0.00326434 0.00362332 0.00739882 0.00741521 0.00742263 0.00742051 0.00748855 0.00742455 0.00743980 0.00745140 0.00365392 0.00695886 0.00741496 0.00764483 0.00742178 0.00755006 0.00742465 0.00742333 0.00742661 0.00746509 0.00659010 0.00739900
s_135 0.00006640 0.00731909 0.00006620 0.00759494 0.00005444 0.00720238 0.00716452 0.00720516 0.00006570 0.00721076 0.00741862 0.00740627 0.00005529 0.00709240 0.00006959 0.00718791 0.00718758 0.00028218 0.00722270 0.00723558 0.00738954 0 0.00719659 0.00720735 0.00720566 0.00721013 0.00706065 0.00718477 0.00004751 0.00734020 0.00719621 0.00005321 0.00005316 0.00005396 0.00738641 0.00719600 0.00754740 0.00722336 0.00730270 0.00755587 0.00721684 0.00000576 0.00721641 0.00736794 0.00733129 0.00732438 0.00721267 0.00722021 0.00005393 0.00755937 0.00729003 0.00005007 0.00004993 0.00006980 0.00757873 0.00719359 0.00720145 0.00737077 0.00718763 0.00723943 0.00701191 0.00006610 0.00006816 0.00004932 0.00730631 0.00721292 0.00028141 0.00719813 0.00722237 0.00005370 0.00719787 0.00719438 0.00715768 0.00006593 0.00720154 0.00719693 0.00720610 0.00718153 0.00004887 0.00723666 0.00731346 0.00721876 0.00005195 0.00720013 0.00708931 0.00005768 0.00770682 0.00006968 0.00723701 0.00717173 0.00716798 0.00733792 0.00005525 0.00000971 0.00006460 0.00000367 0.00005266 0.00755273 0.00714041 0.00005437 0.00780334 0.00721116 0.00737597 0.00005415 0.00720603 0.00006294 0.00733783 0.00007897 0.00006844 0.00733822 0.00723919 0.00719420 0.00000681 0.00719916 0.00718870 0.00738431 0.00751556 0.00722263 0.00709633 0.00005412 0.00006543 0.00720430 0.00759116 0.00005413 0.00722008 0.00006569 0.00708169 0.00005136 0.00005495 0.00752963 0.00732980 0.00720856 0.00755814 0.00721408 0.00005450 0.00738107 0.00719415 0.00730916 0.00006755 0.00720163 0.00729582 0.00683374 0.00720245 0.00722003 0.00735396 0.00765041 0.00725996 0.00743574 0.00006531 0.00719717 0.00005642 0.00725340 0.00720985 0.00720829 0.00720050 0.00730273 0.00736025 0.00005392 0.00751451 0.00719717 0.00737950 0.00721063 0.00719539 0.00005262 0.00721418 0.00705871 0.00721034
s_138 0.00720659 0.00108642 0.00720733 0.00750300 0.00725528 0.00000387 0.00738572 0.00000939 0.00725405 0.00008593 0.00740217 0.00736696 0.00724982 0.00735477 0.00721517 0.00743764 0.00007481 0.00706078 0.00746320 0.00009822 0.00742897 0.00719659 0 0.00000284 0.00000670 0.00007630 0.00737035 0.00762536 0.00724717 0.00746401 0.00000887 0.00721018 0.00721420 0.00725588 0.00742717 0.00000861 0.00732311 0.00745951 0.00096686 0.00733322 0.00007323 0.00722226 0.00011137 0.00735188 0.00746050 0.00758897 0.00007561 0.00000809 0.00722054 0.00748235 0.00011018 0.00699169 0.00724596 0.00722201 0.00747349 0.00000756 0.00008434 0.00742225 0.00761697 0.00011625 0.00736849 0.00723626 0.00724553 0.00724037 0.00762281 0.00007063 0.00705785 0.00000730 0.00009471 0.00724325 0.00008167 0.00750469 0.00743784 0.00721305 0.00755573 0.00000782 0.00734316 0.00008676 0.00724217 0.00007802 0.00737030 0.00008633 0.00724176 0.00001095 0.00737654 0.00722679 0.00757717 0.00720064 0.00000960 0.00000611 0.00738084 0.00746190 0.00721094 0.00720050 0.00725807 0.00725408 0.00724882 0.00747412 0.00743407 0.00722218 0.00781387 0.00010751 0.00720587 0.00724012 0.00000861 0.00725622 0.00758270 0.00731801 0.00724524 0.00746772 0.00014305 0.00008282 0.00719684 0.00000730 0.00007114 0.00720817 0.00731100 0.00000991 0.00736172 0.00722983 0.00725499 0.00000335 0.00751815 0.00721771 0.00007218 0.00724645 0.00737952 0.00723591 0.00724860 0.00731651 0.00746130 0.00007291 0.00744638 0.00011175 0.00709038 0.00720463 0.00000782 0.00101981 0.00725001 0.00007742 0.00097717 0.00004056 0.00000541 0.00009354 0.00776151 0.00758863 0.00729583 0.00722697 0.00720353 0.00001043 0.00724798 0.00007703 0.00001018 0.00007404 0.00009641 0.00736726 0.00733132 0.00722826 0.00731800 0.00000783 0.00720597 0.00000809 0.00000861 0.00724799 0.00007930 0.00736599 0.00007004
