Genome_ID	Nanopore_ID	Species	Sequence_size	N50	AR_gene_list	Genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_6486	N200_BC10	Staphylococcus_haemolyticus	2553968	1498887	MECA;BlaZ;TetK;	HIGH_QUAL	WEE180	HMCT076	HMCT078	BHI	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_5816	N200_BC10	Staphylococcus_epidermidis	2666989	897457	DfrC;DfrC;Far1;BlaZ;MECA;ErmC;Aac6-Aph2;	HIGH_QUAL	WEE180	HMCT076	HMCT078	BHI	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_297	N200_BC11	Acinetobacter_baumannii	3980543	1118163	OXA-51;Mbl;BlaA1;Zn-dependent;	HIGH_QUAL	WEE096	HMBL112	HMBL114	BHI	HMBL112	Ward_4	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	3
s_1019	N200_BC12	Bacillus_cereus	2643354	40285		MEDIUM_QUAL	WEE208	HMBR040	HMBR042	BHI	HMBR040	Ward_3	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_298	N201_BC01	Acinetobacter_baumannii	4095482	3131304	OXA-51;Mbl;ADC;BlaA1;BlaA2;	HIGH_QUAL	WEE276	HMBL016	HMBL018	BHI	HMBL016	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	1
s_4442	N201_BC02	Serratia_marcescens	5607982	4498251	Tet-41;Aac6-Ic;SRT-SST;	MEDIUM_QUAL	WEE052	HMST030	HMST032	BHI	HMST030	Room_1	Sink_Trap	Metal	Low_(less_than_2)	1	Isolation_rooms	NA
s_3710	N201_BC03	Klebsiella_pneumoniae	5262047	2907302	OqxB;OqxA;SHV-OKP-LEN;SHV-OKP-LEN;AmpH;	HIGH_QUAL	WEE187	HMBR052	HMBR054	BHI	HMBR052	Ward_4	Bed_Rail	Plastic	Low_(less_than_2)	1	MDRO_wards	3
s_6487	N201_BC04	Staphylococcus_haemolyticus	2646298	1002101	MECA;TetK;	HIGH_QUAL	WEE093	HMCT094	HMCT096	BHI	HMCT094	Ward_3	Cardiac_Table	Metal	Empty	1	Standard_wards	2
s_299	N201_BC05	Acinetobacter_baumannii	3773126	662503	OXA-51;MsrE;MphE;ArmA;Zn-dependent;CARB-5;Mbl;ADC;BlaA1;OXA-23;OXA-23;ADC;Tet-39;BlaA2;	HIGH_QUAL	WEE301	HMCT016	HMCT018	BHI	HMCT016	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	1
s_6488	N201_BC06	Staphylococcus_haemolyticus	2272627	258516		MEDIUM_QUAL	WEE307	HMBL019	HMBL021	BHI	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_5818	N201_BC06	Staphylococcus_epidermidis	2182589	92968	MECA;DfrC;Far1;DfrC;BlaZ;	MEDIUM_QUAL	WEE307	HMBL019	HMBL021	BHI	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_6924	N201_BC06	Staphylococcus_hominis	2398879	1425732	BlaZ;MECA;Aac6-Aph2;	HIGH_QUAL	WEE307	HMBL019	HMBL021	BHI	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_7313	N201_BC07	Stenotrophomonas_maltophilia	3436354	60018		MEDIUM_QUAL	WEE313	HMCT028	HMCT030	BHI	HMCT028	Ward_2	Cardiac_Table	Metal	Moderate_(2-5)	1	MDRO_wards	5
s_6489	N201_BC08	Staphylococcus_haemolyticus	2520584	1518244		HIGH_QUAL	WEE284	HMBL028	HMBL030	BHI	HMBL028	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	1	MDRO_wards	5
s_300	N201_BC09	Acinetobacter_baumannii	3899959	2249657	MphE;OXA-51;MsrE;ArmA;Zn-dependent;Mbl;BlaA2;ADC;CARB-5;BlaA1;OXA-23;ADC;OXA-23;	HIGH_QUAL	WEE295	HMCT019	HMCT021	BHI	HMCT019	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	2
s_1984	N201_BC10	Bacillus_thuringiensis	3508174	486059	BLA;	MEDIUM_QUAL	WEE308	HMBL025	HMBL027	BHI	HMBL025	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	4
s_1021	N201_BC11	Bacillus_cereus	4470326	111112	BLA;	MEDIUM_QUAL	WEE278	HMBL013	HMBL015	BHI	HMBL013	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	5
s_3393	N202_BC01	Enterococcus_faecalis	3006774	1720846	MphD;LsaA;ErmB;TetM;	HIGH_QUAL	WEE147	HMCT124	HMCT126	BHI	HMCT124	Room_2	Cardiac_Table	Metal	Empty	1	Isolation_rooms	NA
s_5363	N202_BC02	Staphylococcus_capitis	2579797	1500487		HIGH_QUAL	WEE160	HMBR082	HMBR084	BHI	HMBR082	Ward_2	Bed_Rail	Metal	Empty	1	Standard_wards	3
s_6925	N202_BC03	Staphylococcus_hominis	2328814	232770	Dfr;BlaZ;BlaZ;MsrA;Aac6-Aph2;MECA;	HIGH_QUAL	WEE386	HMD004	HMD006	BHI	HMD004	Room_2	Door_Handle	Metal	Empty	1	Isolation_rooms	NA
s_92	N202_BC04	Achromobacter_sp.	7045335	4284159		HIGH_QUAL	WEE352	HMST018	HMST020	BHI	HMST018	Ward_1	Sink_Trap	Metal	Empty	1	Standard_wards	NA
s_4526	N202_BC04	Serratia_sp.	1712270	80231		HIGH_QUAL	WEE352	HMST018	HMST020	BHI	HMST018	Ward_1	Sink_Trap	Metal	Empty	1	Standard_wards	NA
s_4443	N202_BC04	Serratia_marcescens	2951998	139313	SRT-SST;Aac6-Ic;	MEDIUM_QUAL	WEE352	HMST018	HMST020	BHI	HMST018	Ward_1	Sink_Trap	Metal	Empty	1	Standard_wards	NA
s_5005	N202_BC05	Staphylococcus_aureus	3013783	2685792	MECA;TetK;APH-Stph;Aac3-Ik;Tet-38;NorA;Aac6-Aph2;BlaZ;Dha1;	HIGH_QUAL	WEE310	HMBR004	HMBR006	BHI	HMBR004	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	2
s_3395	N202_BC08	Enterococcus_faecalis	2948481	2902226	MphD;TetM;LsaA;	HIGH_QUAL	WEE184	HMBR064	HMBR066	BHI	HMBR064	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_6495	N202_BC08	Staphylococcus_haemolyticus	2837233	523246	BlaZ;MECA;Dfr;MphC;Aac6-Aph2;MsrA;	MEDIUM_QUAL	WEE184	HMBR064	HMBR066	BHI	HMBR064	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_7226	N202_BC08	Staphylococcus_succinus	2848213	711439		HIGH_QUAL	WEE184	HMBR064	HMBR066	BHI	HMBR064	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_5822	N202_BC09	Staphylococcus_epidermidis	2460990	183123	DfrC;MECA;MphC;MsrA;LnuA;BlaZ;BlaZ;	HIGH_QUAL	WEE283	HMBL022	HMBL024	BHI	HMBL022	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	3
s_5365	N202_BC09	Staphylococcus_capitis	2565615	2461200	Aac6-Aph2;MECA;	HIGH_QUAL	WEE283	HMBL022	HMBL024	BHI	HMBL022	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	3
s_1025	N202_BC09	Bacillus_cereus	4095559	217616		MEDIUM_QUAL	WEE283	HMBL022	HMBL024	BHI	HMBL022	Ward_2	Bedside_Locker	Wood	Empty	1	MDRO_wards	3
s_528	N202_BC10	Acinetobacter_soli	3485102	2206402		HIGH_QUAL	WEE054	HMST033	HMST035	BHI	HMST033	Room_2	Sink_Trap	Metal	Empty	1	Isolation_rooms	NA
s_4444	N202_BC10	Serratia_marcescens	5363893	4294850	Aac6-Ic;Tet-41;SRT-SST;	HIGH_QUAL	WEE054	HMST033	HMST035	BHI	HMST033	Room_2	Sink_Trap	Metal	Empty	1	Isolation_rooms	NA
s_4527	N202_BC11	Serratia_sp.	1054507	1043941	Tet-41;SRT-SST;	MEDIUM_QUAL	WEE056	HMST039	HMST041	BHI	HMST039	Room_4	Sink_Trap	Metal	Moderate_(2-5)	1	Isolation_rooms	NA
s_4445	N202_BC11	Serratia_marcescens	4536056	3463625	Aac6-Ic;	HIGH_QUAL	WEE056	HMST039	HMST041	BHI	HMST039	Room_4	Sink_Trap	Metal	Moderate_(2-5)	1	Isolation_rooms	NA
s_3711	N202_BC12	Klebsiella_pneumoniae	2948423	2256274	AmpH;	MEDIUM_QUAL	WEE181	HMP018	HMP020	BHI	HMP018	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_1026	N203_BC01	Bacillus_cereus	5363502	4994734	BLA;	HIGH_QUAL	WEE075	HMP004_02	HMP006_02	BHI	HMP004	Ward_2	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_6496	N203_BC02	Staphylococcus_haemolyticus	1595047	491276		MEDIUM_QUAL	WEE089	HMBR079	HMBR081	BHI	HMBR079	Ward_2	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_3396	N203_BC02	Enterococcus_faecalis	3044615	3014343	LsaA;TetM;LsaA;MphD;	HIGH_QUAL	WEE089	HMBR079	HMBR081	BHI	HMBR079	Ward_2	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_7315	N203_BC03	Stenotrophomonas_maltophilia	4450333	351745		HIGH_QUAL	WEE085	HMCT091	HMCT093	BHI	HMCT091	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_6497	N203_BC03	Staphylococcus_haemolyticus	2690767	2663999	MECA;Aac6-Aph2;Aph3-III;BlaZ;TetK;TetM;	HIGH_QUAL	WEE085	HMCT091	HMCT093	BHI	HMCT091	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_6498	N203_BC04	Staphylococcus_haemolyticus	2090027	66845	Dfr;Aac6-Aph2;BlaZ;MECA;	MEDIUM_QUAL	WEE297	HMBL004	HMBL006	BHI	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_5367	N203_BC04	Staphylococcus_capitis	3340567	2415807	BlaZ;MECA;Aac6-Aph2;Aac6-Aph2;Dha1;MECA;	MEDIUM_QUAL	WEE297	HMBL004	HMBL006	BHI	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_3397	N203_BC04	Enterococcus_faecalis	3067225	3036730	MphD;LsaA;	HIGH_QUAL	WEE297	HMBL004	HMBL006	BHI	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_5007	N203_BC04	Staphylococcus_aureus	2329099	931042	APH-Stph;MECA;Aac3-Ik;Tet-38;TetK;NorA;	MEDIUM_QUAL	WEE297	HMBL004	HMBL006	BHI	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_827	N203_BC05	Bacillus_bombysepticus	2025960	762720		MEDIUM_QUAL	WEE143	HMBL073	HMBL075	BHI	HMBL073	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	5
s_302	N203_BC05	Acinetobacter_baumannii	4018188	3170568	Zn-dependent;Mbl;	HIGH_QUAL	WEE143	HMBL073	HMBL075	BHI	HMBL073	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	5
s_5368	N203_BC06	Staphylococcus_capitis	3149568	2070343		HIGH_QUAL	WEE323	HMP001	HMP003	BHI	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	MDRO_wards	NA
s_6499	N203_BC08	Staphylococcus_haemolyticus	2648233	2519246	Dfr;	HIGH_QUAL	WEE163	HMCT082	HMCT084	BHI	HMCT082	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	3
s_303	N203_BC09	Acinetobacter_baumannii	3896207	1508118	OXA-51;BlaA2;OXA-23;ADC;MsrE;MphE;ArmA;CARB-5;Zn-dependent;Mbl;ADC;BlaA1;	HIGH_QUAL	WEE086	HMBL064	HMBL066	BHI	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_3398	N203_BC09	Enterococcus_faecalis	2639321	84561	MphD;TetM;	HIGH_QUAL	WEE086	HMBL064	HMBL066	BHI	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_3712	N203_BC09	Klebsiella_pneumoniae	3349756	49791	OqxB;OqxA;	MEDIUM_QUAL	WEE086	HMBL064	HMBL066	BHI	HMBL064	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	2
s_6929	N203_BC10	Staphylococcus_hominis	2286542	159260		HIGH_QUAL	WEE156	HMBL121	HMBL123	BHI	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_7268	N203_BC10	Staphylococcus_warneri	2024803	326551		MEDIUM_QUAL	WEE156	HMBL121	HMBL123	BHI	HMBL121	Room_1	Bedside_Locker	Metal_and_Wood	Low_(less_than_2)	1	Isolation_rooms	NA
s_5011	N203_BC11	Staphylococcus_aureus	2934593	2790073	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	WEE268	HMCT025	HMCT027	BHI	HMCT025	Ward_2	Cardiac_Table	Wood	Empty	1	MDRO_wards	4
s_4291	N203_BC11	Pseudomonas_stutzeri	3754016	55642		MEDIUM_QUAL	WEE268	HMCT025	HMCT027	BHI	HMCT025	Ward_2	Cardiac_Table	Wood	Empty	1	MDRO_wards	4
s_5012	N203_BC12	Staphylococcus_aureus	3024040	241840	TetK;BlaZ;APH-Stph;Dha1;MECA;Tet-38;NorA;	HIGH_QUAL	WEE309	HMBR007	HMBR009	BHI	HMBR007	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	3
s_6502	N204_BC01	Staphylococcus_haemolyticus	2667339	2620166	Aac6-Aph2;Dfr;MECA;BlaZ;MphC;MsrA;	HIGH_QUAL	WEE084	HMCT061	HMCT063	BHI	HMCT061	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	1
s_93	N204_BC02	Achromobacter_sp.	6843833	6775944		HIGH_QUAL	WEE214	HMA010_02	HMA012_02	BHI	HMA010	Ward_4	Aerator	Metal	Empty	2	MDRO_wards	NA
s_4076	N204_BC03	Pseudomonas_aeruginosa	5260594	63822	OXA-50;Aph3-IIb;CatB7;	MEDIUM_QUAL	WEE239	HMBR055	HMBR057	BHI	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_1029	N204_BC03	Bacillus_cereus	3961479	2690277		MEDIUM_QUAL	WEE239	HMBR055	HMBR057	BHI	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	4
s_6504	N204_BC04	Staphylococcus_haemolyticus	2817281	573504	BlaZ;	HIGH_QUAL	WEE161	HMBR073	HMBR075	BHI	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
s_1993	N204_BC04	Bacillus_thuringiensis	5972205	373202		HIGH_QUAL	WEE161	HMBR073	HMBR075	BHI	HMBR073	Ward_1	Bed_Rail	Plastic	Empty	1	Standard_wards	5
s_304	N204_BC05	Acinetobacter_baumannii	3904497	3850704	MsrE;OXA-51;OXA-23;MphE;CARB-5;ArmA;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	WEE107	HMBR070	HMBR072	BHI	HMBR070	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_6506	N204_BC06	Staphylococcus_haemolyticus	2915367	2546940	MphC;Aac6-Aph2;MECA;Dfr;MsrA;BlaZ;MECA;	MEDIUM_QUAL	WEE269	HMBR001	HMBR003	BHI	HMBR001	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	1
s_305	N204_BC07	Acinetobacter_baumannii	3978325	3912538	OXA-51;OXA-23;CARB-5;Zn-dependent;BlaA2;Mbl;ADC;ADC;BlaA1;	HIGH_QUAL	WEE340	HMBL049	HMBL051	BHI	HMBL049	Ward_4	Bedside_Locker	Wood	Empty	1	MDRO_wards	2
s_5826	N204_BC08	Staphylococcus_epidermidis	2103018	96525	MECA;DfrC;Aph3-III;Aac6-Aph2;	MEDIUM_QUAL	WEE302	HMBR028	HMBR030	BHI	HMBR028	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_wards	5
s_3399	N204_BC08	Enterococcus_faecalis	2751258	2723892	MphD;LsaA;	HIGH_QUAL	WEE302	HMBR028	HMBR030	BHI	HMBR028	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	1	MDRO_wards	5
s_5016	N204_BC09	Staphylococcus_aureus	2911835	2690090	MECA;Aac3-Ik;Dha1;APH-Stph;Tet-38;BlaZ;NorA;	HIGH_QUAL	WEE066	HMCT022_02	HMCT024_02	BHI	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	3
s_1032	N204_BC09	Bacillus_cereus	3458655	691734	BLA;	MEDIUM_QUAL	WEE066	HMCT022_02	HMCT024_02	BHI	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	3
s_3651	N204_BC10	Klebsiella_aerogenes	4861752	4813489	AmpC;	HIGH_QUAL	WEE289	HMCT040	HMCT042	BHI	HMCT040	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	4
s_3401	N204_BC11	Enterococcus_faecalis	2954335	576363	TetM;MphD;LsaA;Aac6-Aph2;Sat4A;ErmB;Aph3-III;	HIGH_QUAL	WEE059	HMBR016_02	HMBR018_02	BHI	HMBR016	Ward_2	Bed_Rail	Metal	Empty	2	MDRO_wards	1
s_306	N204_BC11	Acinetobacter_baumannii	4026010	3986021	StrB;Aph3Ia;OXA-23;StrA;ArmA;TEM-1D;TetB;OXA-23;OXA-51;MsrE;MphE;ADC;Mbl;Zn-dependent;BlaA2;BlaA1;	HIGH_QUAL	WEE059	HMBR016_02	HMBR018_02	BHI	HMBR016	Ward_2	Bed_Rail	Metal	Empty	2	MDRO_wards	1
s_1997	N204_BC12	Bacillus_thuringiensis	5623059	5278183	BLA;	HIGH_QUAL	WEE304	HMCT001	HMCT003	BHI	HMCT001	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	1
s_6509	N205_BC01	Staphylococcus_haemolyticus	2681663	2620859	MphC;Aph3-III;BlaZ;MECA;Aac6-Aph2;Sat4A;Aac6-Aph2;MsrA;	HIGH_QUAL	WEE079	HMBL106	HMBL108	STREP	HMBL106	Ward_4	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	1
s_5827	N205_BC02	Staphylococcus_epidermidis	2537850	2512595	MphC;DfrC;MECA;Far1;MsrA;BlaZ;	HIGH_QUAL	WEE292	HMCT013	HMCT015	CHLOR	HMCT013	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	5
s_3987	N205_BC03	Pantoea_calida	4350010	4306814		HIGH_QUAL	WEE242	HMBL052	HMBL054	AMP	HMBL052	Ward_4	Bedside_Locker	Wood	Low_(less_than_2)	1	MDRO_wards	3
s_5018	N205_BC04	Staphylococcus_aureus	2615421	94325	BlaZ;Aac6-Aph2;Dha1;Tet-38;MECA;TetK;Aac3-Ik;NorA;APH-Stph;	HIGH_QUAL	WEE294	HMBR034	HMBR036	STREP	HMBR034	Ward_3	Bed_Rail	Plastic	Empty	1	MDRO_wards	2
s_307	N205_BC05	Acinetobacter_baumannii	3526878	224518	Zn-dependent;OXA-51;ADC;Mbl;	HIGH_QUAL	WEE096	HMBL112	HMBL114	STREP	HMBL112	Ward_4	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	3
s_3524	N205_BC05	Enterococcus_faecium	2916653	2887649	Aac6-Ii;Spc;ErmA;TetM;MsrC;	HIGH_QUAL	WEE096	HMBL112	HMBL114	STREP	HMBL112	Ward_4	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	3
s_1034	N205_BC06	Bacillus_cereus	4611326	1225963	BLA;	HIGH_QUAL	WEE243	HMBR049	HMBR051	STREP	HMBR049	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	2
s_1035	N205_BC07	Bacillus_cereus	4868335	690188	BLA;	HIGH_QUAL	WEE243	HMBR049	HMBR051	TET	HMBR049	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	2
s_3402	N205_BC08	Enterococcus_faecalis	2763627	2716359	MphD;LsaA;	HIGH_QUAL	WEE295	HMCT019	HMCT021	STREP	HMCT019	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	2
s_3403	N205_BC11	Enterococcus_faecalis	3056990	3026596	Aac6-Aph2;MphD;TetM;LsaA;	HIGH_QUAL	WEE271	HMBR013	HMBR015	CHLOR	HMBR013	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	5
s_94	N205_BC12	Achromobacter_sp.	6852891	1299973		HIGH_QUAL	WEE352	HMST018	HMST020	KAN	HMST018	Ward_1	Sink_Trap	Metal	Empty	1	Standard_wards	NA
s_95	N206_BC01	Achromobacter_sp.	6959581	3848180		HIGH_QUAL	WEE352	HMST018	HMST020	TET	HMST018	Ward_1	Sink_Trap	Metal	Empty	1	Standard_wards	NA
s_3404	N206_BC02	Enterococcus_faecalis	3158788	3127386	MphD;LsaA;TetM;	HIGH_QUAL	WEE310	HMBR004	HMBR006	STREP	HMBR004	Ward_1	Bed_Rail	Metal	Empty	1	MDRO_wards	2
s_3405	N206_BC03	Enterococcus_faecalis	3055916	3025533	MphD;LsaA;TetM;	HIGH_QUAL	WEE089	HMBR079	HMBR081	STREP	HMBR079	Ward_2	Bed_Rail	Metal	Empty	1	Standard_wards	2
s_4294	N206_BC04	Pseudomonas_stutzeri	4790185	3979758		HIGH_QUAL	WEE085	HMCT091	HMCT093	CHLOR	HMCT091	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_5022	N206_BC05	Staphylococcus_aureus	2856721	1713400	MECA;Dha1;APH-Stph;Tet-38;BlaZ;Aac3-Ik;NorA;	HIGH_QUAL	WEE296	HMBR016	HMBR018	AMP	HMBR016	Ward_2	Bed_Rail	Metal	Empty	1	MDRO_wards	1
s_1038	N206_BC06	Bacillus_cereus	4551770	363348	BLA;	MEDIUM_QUAL	WEE296	HMBR016	HMBR018	TET	HMBR016	Ward_2	Bed_Rail	Metal	Empty	1	MDRO_wards	1
s_3652	N206_BC07	Klebsiella_aerogenes	5404799	5351158	AmpC;	HIGH_QUAL	WEE289	HMCT040	HMCT042	AMP	HMCT040	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	4
s_308	N206_BC08	Acinetobacter_baumannii	4001816	3962068	StrB;Aph3Ia;OXA-23;StrA;MphE;MsrE;TEM-1D;OXA-23;ArmA;OXA-51;ADC;TetB;Mbl;Zn-dependent;BlaA2;BlaA1;	HIGH_QUAL	WEE059	HMBR016_02	HMBR018_02	STREP	HMBR016	Ward_2	Bed_Rail	Metal	Empty	2	MDRO_wards	1
s_1039	N206_BC09	Bacillus_cereus	4985025	332945	BLA;	HIGH_QUAL	WEE364	HMBL127	HMBL129	STREP	HMBL127	Room_3	Bedside_Locker	Wood	Empty	1	Isolation_rooms	NA
s_1040	N206_BC10	Bacillus_cereus	3260986	216478	FexA;	MEDIUM_QUAL	WEE364	HMBL127	HMBL129	TET	HMBL127	Room_3	Bedside_Locker	Wood	Empty	1	Isolation_rooms	NA
s_2655	N206_BC11	Candida_albicans	11196423	54020		MEDIUM_QUAL	WEE262	HMCT004	HMCT006	STREP	HMCT004	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	2
s_3131	N206_BC12	Enterobacter_aerogenes	5078568	5028158	AmpC;	HIGH_QUAL	WEE178	HMBL070	HMBL072	AMP	HMBL070	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	4
s_3965	N207_BC01	Paenibacillus_sp.	7104915	1809330		HIGH_QUAL	WEE159	HMBL079	HMBL081	STREP	HMBL079	Ward_2	Bedside_Locker	Wood	Empty	1	Standard_wards	2
s_4448	N207_BC02	Serratia_marcescens	5098292	5047687	SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE041	HMCT121	HMCT123	AMP	HMCT121	Room_1	Cardiac_Table	Metal	Low_(less_than_2)	1	Isolation_rooms	NA
s_1042	N207_BC03	Bacillus_cereus	4430496	564835	BLA;	MEDIUM_QUAL	WEE363	HMP030	HMP032	TET	HMP030	Room_1	Pulse_Oxymeter	Rubber	Low_(less_than_2)	1	Isolation_rooms	NA
s_6933	N207_BC04	Staphylococcus_hominis	2287713	1858661	MsrA;Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE317	HMCT037	HMCT039	CHLOR	HMCT037	Ward_3	Cardiac_Table	Metal	Empty	1	MDRO_wards	3
s_1043	N207_BC04	Bacillus_cereus	5249429	907038	BLA;	HIGH_QUAL	WEE317	HMCT037	HMCT039	CHLOR	HMCT037	Ward_3	Cardiac_Table	Metal	Empty	1	MDRO_wards	3
s_1044	N207_BC05	Bacillus_cereus	5441263	3292297	BLA;	HIGH_QUAL	WEE150	HMCT127	HMCT129	AMP	HMCT127	Room_3	Cardiac_Table	Metal	Empty	1	Isolation_rooms	NA
s_3408	N207_BC06	Enterococcus_faecalis	3203097	684424	LsaA;TetM;Aac6-Aph2;MphD;	HIGH_QUAL	WEE151	HMBR127	HMBR129	TET	HMBR127	Room_3	Bed_Rail	Plastic	Empty	1	Isolation_rooms	NA
s_5025	N207_BC08	Staphylococcus_aureus	2852875	160807	MECA;TetK;Aac6-Aph2;BlaZ;Dha1;Tet-38;Aac3-Ik;NorA;APH-Stph;	HIGH_QUAL	WEE105	HMBL100	HMBL102	TET	HMBL100	Ward_3	Bedside_Locker	Wood	Empty	1	Standard_wards	4
s_1046	N207_BC08	Bacillus_cereus	5095883	314516	BLA;	HIGH_QUAL	WEE105	HMBL100	HMBL102	TET	HMBL100	Ward_3	Bedside_Locker	Wood	Empty	1	Standard_wards	4
s_6510	N207_BC09	Staphylococcus_haemolyticus	2632440	176576	TetL;MphC;Aac6-Aph2;MsrA;MECA;Aph3-III;BlaZ;Sat4A;Aac6-Aph2;	HIGH_QUAL	WEE238	HMBR124_02	HMBR126_02	AMP	HMBR124	Room_2	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA
s_5830	N207_BC09	Staphylococcus_epidermidis	2574507	324453	BlaZ;DfrC;	HIGH_QUAL	WEE238	HMBR124_02	HMBR126_02	AMP	HMBR124	Room_2	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA
s_1048	N207_BC10	Bacillus_cereus	4431742	288116	BLA;	MEDIUM_QUAL	WEE128	HMBL082_02	HMBL084_02	AMP	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_6511	N207_BC10	Staphylococcus_haemolyticus	2407051	87643	MECA;Aac6-Aph2;BlaZ;	MEDIUM_QUAL	WEE128	HMBL082_02	HMBL084_02	AMP	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_1049	N207_BC11	Bacillus_cereus	3268740	173978		MEDIUM_QUAL	WEE333	HMBL097_02	HMBL099_02	AMP	HMBL097	Ward_3	Bedside_Locker	Wood	Empty	2	Standard_wards	3
